Attendance_ID,Employee_ID,Attendance_Date,Shift,Scheduled_Hours,Worked_Hours,Overtime_Hours,Status
AT00035231,E00232,2026-03-11,Morning,8,9,1,Present
AT00035232,E00233,2026-03-12,Evening,8,6,0,Present
AT00035233,E00234,2026-03-13,Night,8,7,0,Present
AT00035234,E00235,2026-03-14,Evening,8,8,0,Present
AT00035235,E00236,2026-03-15,Night,8,9,1,Present
AT00035236,E00237,2026-03-16,Evening,8,6,0,Present
AT00035237,E00238,2026-03-17,Night,8,7,0,Present
AT00035238,E00239,2026-03-18,Night,8,8,0,Present
AT00035239,E00240,2026-03-19,Evening,8,9,1,Present
AT00035240,E00241,2026-03-20,Evening,8,6,0,Present
AT00035241,E00242,2026-03-21,Evening,8,7,0,Present
AT00035242,E00243,2026-03-22,Morning,8,8,0,Present
AT00035243,E00244,2026-03-23,Evening,8,9,1,Present
AT00035244,E00245,2026-03-24,Night,8,6,0,Present
AT00035245,E00246,2026-03-25,Night,8,7,0,Present
AT00035246,E00247,2026-03-26,Morning,8,8,0,Present
AT00035247,E00248,2026-03-27,Morning,8,9,1,Present
AT00035248,E00249,2026-03-28,Evening,8,6,0,Present
AT00035251,E00252,2026-03-31,Night,8,9,1,Present
AT00035252,E00253,2026-04-01,Morning,8,6,0,Present
AT00035253,E00254,2026-04-02,Evening,8,7,0,Present
AT00035254,E00255,2026-04-03,Morning,8,8,0,Present
AT00035255,E00256,2026-04-04,Morning,8,9,1,Present
AT00035256,E00257,2026-04-05,Morning,8,6,0,Present
AT00035257,E00258,2026-04-06,Morning,8,7,0,Present
AT00035258,E00259,2026-04-07,Evening,8,8,0,Present
AT00035259,E00260,2026-04-08,Night,8,9,1,Present
AT00035260,E00261,2026-04-09,Morning,8,6,0,Present
AT00035261,E00262,2026-04-10,Morning,8,7,0,Present
AT00035262,E00263,2026-04-11,Night,8,8,0,Present
AT00035263,E00264,2026-04-12,Morning,8,9,1,Present
AT00035264,E00265,2026-04-13,Morning,8,6,0,Present
AT00035265,E00266,2026-04-14,Night,8,7,0,Present
AT00035266,E00267,2026-04-15,Night,8,8,0,Present
AT00035267,E00268,2026-04-16,Evening,8,9,1,Present
AT00035268,E00269,2026-04-17,Night,8,6,0,Present
AT00035269,E00270,2026-04-18,Evening,8,7,0,Present
AT00035270,E00271,2026-04-19,Night,8,8,0,Present
AT00035271,E00272,2026-04-20,Evening,8,9,1,Present
AT00035272,E00273,2026-04-21,Evening,8,6,0,Present
AT00035273,E00274,2026-04-22,Night,8,7,0,Present
AT00035274,E00275,2026-04-23,Morning,8,8,0,Present
AT00035275,E00276,2026-04-24,Morning,8,9,1,Present
AT00035276,E00277,2026-04-25,Morning,8,6,0,Present
AT00035277,E00278,2026-04-26,Evening,8,7,0,Present
AT00035278,E00279,2026-04-27,Evening,8,8,0,Present
AT00035279,E00280,2026-04-28,Morning,8,9,1,Present
AT00035280,E00281,2026-04-29,Night,8,6,0,Present
AT00035281,E00282,2026-04-30,Morning,8,7,0,Present
AT00035282,E00283,2026-05-01,Night,8,8,0,Present
AT00035283,E00284,2026-05-02,Evening,8,9,1,Present
AT00035284,E00285,2026-05-03,Evening,8,6,0,Present
AT00035285,E00286,2026-05-04,Evening,8,7,0,Present
AT00035286,E00287,2026-05-05,Evening,8,8,0,Present
AT00035287,E00288,2026-05-06,Morning,8,9,1,Present
AT00035288,E00289,2026-05-07,Morning,8,6,0,Present
AT00035289,E00290,2026-05-08,Evening,8,7,0,Present
AT00035290,E00291,2026-05-09,Morning,8,8,0,Present
AT00035291,E00292,2026-05-10,Evening,8,9,1,Present
AT00035292,E00293,2026-05-11,Evening,8,6,0,Present
AT00035293,E00294,2026-05-12,Morning,8,7,0,Present
AT00035294,E00295,2026-05-13,Night,8,8,0,Present
AT00035295,E00296,2026-05-14,Morning,8,9,1,Present
AT00035296,E00297,2026-05-15,Morning,8,6,0,Present
AT00035297,E00298,2026-05-16,Morning,8,7,0,Present
AT00035298,E00299,2026-05-17,Night,8,8,0,Present
AT00035299,E00300,2026-05-18,Night,8,9,1,Present
AT00035300,E00301,2026-05-19,Night,8,6,0,Present
AT00035301,E00302,2026-05-20,Morning,8,7,0,Present
AT00035302,E00303,2026-05-21,Night,8,8,0,Present
AT00035303,E00304,2026-05-22,Evening,8,9,1,Present
AT00035304,E00305,2026-05-23,Evening,8,6,0,Present
AT00035305,E00306,2026-05-24,Morning,8,7,0,Present
AT00035306,E00307,2026-05-25,Evening,8,8,0,Present
AT00035307,E00308,2026-05-26,Evening,8,9,1,Present
AT00035308,E00309,2026-05-27,Night,8,6,0,Present
AT00035309,E00310,2026-05-28,Night,8,7,0,Present
AT00035310,E00311,2026-05-29,Evening,8,8,0,Present
AT00035311,E00312,2026-05-30,Morning,8,9,1,Present
AT00035312,E00313,2026-05-31,Night,8,6,0,Present
AT00035313,E00314,2026-06-01,Morning,8,7,0,Present
AT00035314,E00315,2026-06-02,Night,8,8,0,Present
AT00035315,E00316,2026-06-03,Evening,8,9,1,Present
AT00035316,E00317,2026-06-04,Evening,8,6,0,Present
AT00035317,E00318,2026-06-05,Morning,8,7,0,Present
AT00035318,E00319,2026-06-06,Evening,8,8,0,Present
AT00035319,E00320,2026-06-07,Morning,8,9,1,Present
AT00035320,E00321,2026-06-08,Morning,8,6,0,Present
AT00035321,E00322,2026-06-09,Evening,8,7,0,Present
AT00035322,E00323,2026-06-10,Evening,8,8,0,Present
AT00035323,E00324,2026-06-11,Morning,8,9,1,Present
AT00035324,E00325,2026-06-12,Evening,8,6,0,Present
AT00035325,E00326,2026-06-13,Evening,8,7,0,Present
AT00035326,E00327,2026-06-14,Night,8,8,0,Present
AT00035327,E00328,2026-06-15,Morning,8,9,1,Present
AT00035328,E00329,2026-06-16,Morning,8,6,0,Present
AT00035329,E00330,2026-06-17,Morning,8,7,0,Present
AT00035330,E00331,2026-06-18,Night,8,8,0,Present
AT00035331,E00332,2026-06-19,Evening,8,9,1,Present
AT00035332,E00333,2026-06-20,Night,8,6,0,Present
AT00035333,E00334,2026-06-21,Morning,8,7,0,Present
AT00035334,E00335,2026-06-22,Evening,8,8,0,Present
AT00035335,E00336,2026-06-23,Night,8,9,1,Present
AT00035336,E00337,2026-06-24,Evening,8,6,0,Present
AT00035337,E00338,2026-06-25,Evening,8,7,0,Present
AT00035338,E00339,2026-06-26,Evening,8,8,0,Present
AT00035339,E00340,2026-06-27,Night,8,9,1,Present
AT00035340,E00341,2026-06-28,Night,8,6,0,Present
AT00035341,E00342,2026-06-29,Evening,8,7,0,Present
AT00035342,E00343,2026-06-30,Evening,8,8,0,Present
AT00035343,E00344,2026-07-01,Night,8,9,1,Present
AT00035344,E00345,2026-07-02,Morning,8,6,0,Present
AT00035345,E00346,2026-07-03,Evening,8,7,0,Present
AT00035346,E00347,2026-07-04,Night,8,8,0,Present
AT00035347,E00348,2026-07-05,Morning,8,9,1,Present
AT00035348,E00349,2026-07-06,Night,8,6,0,Present
AT00035349,E00350,2026-07-07,Night,8,7,0,Present
AT00035351,E00352,2026-07-09,Morning,8,9,1,Present
AT00035352,E00353,2026-07-10,Morning,8,6,0,Present
AT00035353,E00354,2026-07-11,Night,8,7,0,Present
AT00035354,E00355,2026-07-12,Evening,8,8,0,Present
AT00035355,E00356,2026-07-13,Night,8,9,1,Present
AT00035356,E00357,2026-07-14,Night,8,6,0,Present
AT00035357,E00358,2026-07-15,Morning,8,7,0,Present
AT00035358,E00359,2026-07-16,Morning,8,8,0,Present
AT00035359,E00360,2026-07-17,Morning,8,9,1,Present
AT00035360,E00361,2026-07-18,Evening,8,6,0,Present
AT00035361,E00362,2026-07-19,Night,8,7,0,Present
AT00035362,E00363,2026-07-20,Evening,8,8,0,Present
AT00035363,E00364,2026-07-21,Evening,8,9,1,Present
AT00035364,E00365,2026-07-22,Evening,8,6,0,Present
AT00035365,E00366,2026-07-23,Night,8,7,0,Present
AT00035366,E00367,2026-07-24,Morning,8,8,0,Present
AT00035367,E00368,2026-07-25,Night,8,9,1,Present
AT00035368,E00369,2026-07-26,Morning,8,6,0,Present
AT00035369,E00370,2026-07-27,Evening,8,7,0,Present
AT00035370,E00371,2026-07-28,Evening,8,8,0,Present
AT00035371,E00372,2026-07-29,Morning,8,9,1,Present
AT00035372,E00373,2026-07-30,Morning,8,6,0,Present
AT00035373,E00374,2026-07-31,Morning,8,7,0,Present
AT00035374,E00375,2026-08-01,Night,8,8,0,Present
AT00035375,E00376,2026-08-02,Evening,8,9,1,Present
AT00035376,E00377,2026-08-03,Morning,8,6,0,Present
AT00035377,E00378,2026-08-04,Night,8,7,0,Present
AT00035378,E00379,2026-08-05,Night,8,8,0,Present
AT00035379,E00380,2026-08-06,Evening,8,9,1,Present
AT00035380,E00381,2026-08-07,Morning,8,6,0,Present
AT00035381,E00382,2026-08-08,Morning,8,7,0,Present
AT00035382,E00383,2026-08-09,Night,8,8,0,Present
AT00035383,E00384,2026-08-10,Night,8,9,1,Present
AT00035384,E00385,2026-08-11,Evening,8,6,0,Present
AT00035385,E00386,2026-08-12,Evening,8,7,0,Present
AT00035386,E00387,2026-08-13,Morning,8,8,0,Present
AT00035387,E00388,2026-08-14,Morning,8,9,1,Present
AT00035388,E00389,2026-08-15,Night,8,6,0,Present
AT00035389,E00390,2026-08-16,Night,8,7,0,Present
AT00035390,E00391,2026-08-17,Evening,8,8,0,Present
AT00035391,E00392,2026-08-18,Evening,8,9,1,Present
AT00035392,E00393,2026-08-19,Morning,8,6,0,Present
AT00035393,E00394,2026-08-20,Morning,8,7,0,Present
AT00035394,E00395,2026-08-21,Night,8,8,0,Present
AT00035395,E00396,2026-08-22,Night,8,9,1,Present
AT00035396,E00397,2026-08-23,Morning,8,6,0,Present
AT00035397,E00398,2026-08-24,Morning,8,7,0,Present
AT00035398,E00399,2026-08-25,Morning,8,8,0,Present
AT00035399,E00400,2026-08-26,Night,8,9,1,Present
AT00035400,E00401,2026-08-27,Evening,8,6,0,Present
AT00035401,E00402,2026-08-28,Night,8,7,0,Present
AT00035402,E00403,2026-08-29,Evening,8,8,0,Present
AT00035403,E00404,2026-08-30,Morning,8,9,1,Present
AT00035404,E00405,2026-08-31,Morning,8,6,0,Present
AT00035405,E00406,2025-09-01,Night,8,7,0,Present
AT00035406,E00407,2025-09-02,Evening,8,8,0,Present
AT00035407,E00408,2025-09-03,Morning,8,9,1,Present
AT00035408,E00409,2025-09-04,Morning,8,6,0,Present
AT00035409,E00410,2025-09-05,Evening,8,7,0,Present
AT00035410,E00411,2025-09-06,Morning,8,8,0,Present
AT00035411,E00412,2025-09-07,Evening,8,9,1,Present
AT00035412,E00413,2025-09-08,Morning,8,6,0,Present
AT00035413,E00414,2025-09-09,Morning,8,7,0,Present
AT00035414,E00415,2025-09-10,Night,8,8,0,Present
AT00035415,E00416,2025-09-11,Night,8,9,1,Present
AT00035416,E00417,2025-09-12,Night,8,6,0,Present
AT00035417,E00418,2025-09-13,Morning,8,7,0,Present
AT00035418,E00419,2025-09-14,Night,8,8,0,Present
AT00035419,E00420,2025-09-15,Morning,8,9,1,Present
AT00035420,E00421,2025-09-16,Morning,8,6,0,Present
AT00035421,E00422,2025-09-17,Evening,8,7,0,Present
AT00035422,E00423,2025-09-18,Night,8,8,0,Present
AT00035423,E00424,2025-09-19,Night,8,9,1,Present
AT00035424,E00425,2025-09-20,Evening,8,6,0,Present
AT00035425,E00426,2025-09-21,Morning,8,7,0,Present
AT00035426,E00427,2025-09-22,Evening,8,8,0,Present
AT00035427,E00428,2025-09-23,Morning,8,9,1,Present
AT00035428,E00429,2025-09-24,Morning,8,6,0,Present
AT00035429,E00430,2025-09-25,Night,8,7,0,Present
AT00035430,E00431,2025-09-26,Evening,8,8,0,Present
AT00035431,E00432,2025-09-27,Evening,8,9,1,Present
AT00035432,E00433,2025-09-28,Night,8,6,0,Present
AT00035433,E00434,2025-09-29,Morning,8,7,0,Present
AT00035434,E00435,2025-09-30,Night,8,8,0,Present
AT00035435,E00436,2025-10-01,Morning,8,9,1,Present
AT00035436,E00437,2025-10-02,Evening,8,6,0,Present
AT00035437,E00438,2025-10-03,Morning,8,7,0,Present
AT00035438,E00439,2025-10-04,Morning,8,8,0,Present
AT00035439,E00440,2025-10-05,Evening,8,9,1,Present
AT00035440,E00441,2025-10-06,Night,8,6,0,Present
AT00035441,E00442,2025-10-07,Night,8,7,0,Present
AT00035442,E00443,2025-10-08,Evening,8,8,0,Present
AT00035443,E00444,2025-10-09,Night,8,9,1,Present
AT00035444,E00445,2025-10-10,Night,8,6,0,Present
AT00035445,E00446,2025-10-11,Night,8,7,0,Present
AT00035446,E00447,2025-10-12,Morning,8,8,0,Present
AT00035447,E00448,2025-10-13,Evening,8,9,1,Present
AT00035448,E00449,2025-10-14,Night,8,6,0,Present
AT00035449,E00450,2025-10-15,Evening,8,7,0,Present
AT00035450,E00451,2025-10-16,Evening,8,8,0,Present
AT00035452,E00453,2025-10-18,Evening,8,6,0,Present
AT00035453,E00454,2025-10-19,Evening,8,7,0,Present
AT00035454,E00455,2025-10-20,Night,8,8,0,Present
AT00035455,E00456,2025-10-21,Night,8,9,1,Present
AT00035456,E00457,2025-10-22,Night,8,6,0,Present
AT00035457,E00458,2025-10-23,Evening,8,7,0,Present
AT00035458,E00459,2025-10-24,Morning,8,8,0,Present
AT00035459,E00460,2025-10-25,Morning,8,9,1,Present
AT00035460,E00461,2025-10-26,Morning,8,6,0,Present
AT00035461,E00462,2025-10-27,Night,8,7,0,Present
AT00035462,E00463,2025-10-28,Evening,8,8,0,Present
AT00035463,E00464,2025-10-29,Morning,8,9,1,Present
AT00035464,E00465,2025-10-30,Evening,8,6,0,Present
AT00035465,E00466,2025-10-31,Evening,8,7,0,Present
AT00035466,E00467,2025-11-01,Night,8,8,0,Present
AT00035467,E00468,2025-11-02,Evening,8,9,1,Present
AT00035468,E00469,2025-11-03,Morning,8,6,0,Present
AT00035469,E00470,2025-11-04,Morning,8,7,0,Present
AT00035470,E00471,2025-11-05,Evening,8,8,0,Present
AT00035471,E00472,2025-11-06,Night,8,9,1,Present
AT00035472,E00473,2025-11-07,Morning,8,6,0,Present
AT00035473,E00474,2025-11-08,Evening,8,7,0,Present
AT00035474,E00475,2025-11-09,Evening,8,8,0,Present
AT00035475,E00476,2025-11-10,Morning,8,9,1,Present
AT00035476,E00477,2025-11-11,Evening,8,6,0,Present
AT00035477,E00478,2025-11-12,Morning,8,7,0,Present
AT00035478,E00479,2025-11-13,Morning,8,8,0,Present
AT00035479,E00480,2025-11-14,Evening,8,9,1,Present
AT00035480,E00481,2025-11-15,Evening,8,6,0,Present
AT00035481,E00482,2025-11-16,Night,8,7,0,Present
AT00035482,E00483,2025-11-17,Night,8,8,0,Present
AT00035483,E00484,2025-11-18,Night,8,9,1,Present
AT00035484,E00485,2025-11-19,Evening,8,6,0,Present
AT00035485,E00486,2025-11-20,Night,8,7,0,Present
AT00035486,E00487,2025-11-21,Evening,8,8,0,Present
AT00035487,E00488,2025-11-22,Night,8,9,1,Present
AT00035488,E00489,2025-11-23,Night,8,6,0,Present
AT00035489,E00490,2025-11-24,Night,8,7,0,Present
AT00035490,E00491,2025-11-25,Evening,8,8,0,Present
AT00035491,E00492,2025-11-26,Night,8,9,1,Present
AT00035492,E00493,2025-11-27,Evening,8,6,0,Present
AT00035493,E00494,2025-11-28,Morning,8,7,0,Present
AT00035494,E00495,2025-11-29,Night,8,8,0,Present
AT00035495,E00496,2025-11-30,Evening,8,9,1,Present
AT00035496,E00497,2025-12-01,Night,8,6,0,Present
AT00035497,E00498,2025-12-02,Night,8,7,0,Present
AT00035498,E00499,2025-12-03,Morning,8,8,0,Present
AT00035499,E00500,2025-12-04,Evening,8,9,1,Present
AT00035500,E00001,2025-12-05,Evening,8,6,0,Present
AT00035501,E00002,2025-12-06,Morning,8,7,0,Present
AT00035502,E00003,2025-12-07,Night,8,8,0,Present
AT00035503,E00004,2025-12-08,Evening,8,9,1,Present
AT00035504,E00005,2025-12-09,Evening,8,6,0,Present
AT00035505,E00006,2025-12-10,Night,8,7,0,Present
AT00035506,E00007,2025-12-11,Night,8,8,0,Present
AT00035507,E00008,2025-12-12,Morning,8,9,1,Present
AT00035508,E00009,2025-12-13,Night,8,6,0,Present
AT00035509,E00010,2025-12-14,Evening,8,7,0,Present
AT00035510,E00011,2025-12-15,Morning,8,8,0,Present
AT00035511,E00012,2025-12-16,Morning,8,9,1,Present
AT00035512,E00013,2025-12-17,Night,8,6,0,Present
AT00035513,E00014,2025-12-18,Morning,8,7,0,Present
AT00035514,E00015,2025-12-19,Evening,8,8,0,Present
AT00035515,E00016,2025-12-20,Morning,8,9,1,Present
AT00035516,E00017,2025-12-21,Evening,8,6,0,Present
AT00035517,E00018,2025-12-22,Evening,8,7,0,Present
AT00035518,E00019,2025-12-23,Morning,8,8,0,Present
AT00035519,E00020,2025-12-24,Evening,8,9,1,Present
AT00035520,E00021,2025-12-25,Night,8,6,0,Present
AT00035521,E00022,2025-12-26,Night,8,7,0,Present
AT00035522,E00023,2025-12-27,Night,8,8,0,Present
AT00035523,E00024,2025-12-28,Morning,8,9,1,Present
AT00035524,E00025,2025-12-29,Morning,8,6,0,Present
AT00035525,E00026,2025-12-30,Evening,8,7,0,Present
AT00035526,E00027,2025-12-31,Night,8,8,0,Present
AT00035527,E00028,2026-01-01,Morning,8,9,1,Present
AT00035528,E00029,2026-01-02,Evening,8,6,0,Present
AT00035529,E00030,2026-01-03,Morning,8,7,0,Present
AT00035530,E00031,2026-01-04,Evening,8,8,0,Present
AT00035531,E00032,2026-01-05,Morning,8,9,1,Present
AT00035532,E00033,2026-01-06,Night,8,6,0,Present
AT00035533,E00034,2026-01-07,Evening,8,7,0,Present
AT00035534,E00035,2026-01-08,Evening,8,8,0,Present
AT00035535,E00036,2026-01-09,Morning,8,9,1,Present
AT00035536,E00037,2026-01-10,Morning,8,6,0,Present
AT00035537,E00038,2026-01-11,Night,8,7,0,Present
AT00035538,E00039,2026-01-12,Evening,8,8,0,Present
AT00035539,E00040,2026-01-13,Evening,8,9,1,Present
AT00035540,E00041,2026-01-14,Morning,8,6,0,Present
AT00035541,E00042,2026-01-15,Evening,8,7,0,Present
AT00035542,E00043,2026-01-16,Night,8,8,0,Present
AT00035543,E00044,2026-01-17,Night,8,9,1,Present
AT00035544,E00045,2026-01-18,Night,8,6,0,Present
AT00035545,E00046,2026-01-19,Evening,8,7,0,Present
AT00035546,E00047,2026-01-20,Evening,8,8,0,Present
AT00035547,E00048,2026-01-21,Morning,8,9,1,Present
AT00035548,E00049,2026-01-22,Morning,8,6,0,Present
AT00035549,E00050,2026-01-23,Night,8,7,0,Present
AT00035550,E00051,2026-01-24,Night,8,8,0,Present
AT00035551,E00052,2026-01-25,Evening,8,9,1,Present
AT00035553,E00054,2026-01-27,Evening,8,7,0,Present
AT00035554,E00055,2026-01-28,Evening,8,8,0,Present
AT00035555,E00056,2026-01-29,Morning,8,9,1,Present
AT00035556,E00057,2026-01-30,Evening,8,6,0,Present
AT00035557,E00058,2026-01-31,Evening,8,7,0,Present
AT00035558,E00059,2026-02-01,Morning,8,8,0,Present
AT00035559,E00060,2026-02-02,Evening,8,9,1,Present
AT00035560,E00061,2026-02-03,Night,8,6,0,Present
AT00035561,E00062,2026-02-04,Morning,8,7,0,Present
AT00035562,E00063,2026-02-05,Evening,8,8,0,Present
AT00035563,E00064,2026-02-06,Evening,8,9,1,Present
AT00035564,E00065,2026-02-07,Morning,8,6,0,Present
AT00035565,E00066,2026-02-08,Night,8,7,0,Present
AT00035566,E00067,2026-02-09,Morning,8,8,0,Present
AT00035567,E00068,2026-02-10,Evening,8,9,1,Present
AT00035568,E00069,2026-02-11,Night,8,6,0,Present
AT00035569,E00070,2026-02-12,Night,8,7,0,Present
AT00035570,E00071,2026-02-13,Night,8,8,0,Present
AT00035571,E00072,2026-02-14,Morning,8,9,1,Present
AT00035572,E00073,2026-02-15,Morning,8,6,0,Present
AT00035573,E00074,2026-02-16,Night,8,7,0,Present
AT00035574,E00075,2026-02-17,Evening,8,8,0,Present
AT00035575,E00076,2026-02-18,Morning,8,9,1,Present
AT00035576,E00077,2026-02-19,Morning,8,6,0,Present
AT00035577,E00078,2026-02-20,Evening,8,7,0,Present
AT00035578,E00079,2026-02-21,Evening,8,8,0,Present
AT00035579,E00080,2026-02-22,Morning,8,9,1,Present
AT00035580,E00081,2026-02-23,Morning,8,6,0,Present
AT00035581,E00082,2026-02-24,Evening,8,7,0,Present
AT00035582,E00083,2026-02-25,Evening,8,8,0,Present
AT00035583,E00084,2026-02-26,Evening,8,9,1,Present
AT00035584,E00085,2026-02-27,Night,8,6,0,Present
AT00035585,E00086,2026-02-28,Night,8,7,0,Present
AT00035586,E00087,2026-03-01,Night,8,8,0,Present
AT00035587,E00088,2026-03-02,Morning,8,9,1,Present
AT00035588,E00089,2026-03-03,Night,8,6,0,Present
AT00035589,E00090,2026-03-04,Night,8,7,0,Present
AT00035590,E00091,2026-03-05,Morning,8,8,0,Present
AT00035591,E00092,2026-03-06,Night,8,9,1,Present
AT00035592,E00093,2026-03-07,Night,8,6,0,Present
AT00035593,E00094,2026-03-08,Evening,8,7,0,Present
AT00035594,E00095,2026-03-09,Night,8,8,0,Present
AT00035595,E00096,2026-03-10,Night,8,9,1,Present
AT00035596,E00097,2026-03-11,Night,8,6,0,Present
AT00035597,E00098,2026-03-12,Night,8,7,0,Present
AT00035598,E00099,2026-03-13,Morning,8,8,0,Present
AT00035599,E00100,2026-03-14,Morning,8,9,1,Present
AT00035600,E00101,2026-03-15,Night,8,6,0,Present
AT00035601,E00102,2026-03-16,Night,8,7,0,Present
AT00035602,E00103,2026-03-17,Night,8,8,0,Present
AT00035603,E00104,2026-03-18,Morning,8,9,1,Present
AT00035604,E00105,2026-03-19,Morning,8,6,0,Present
AT00035605,E00106,2026-03-20,Evening,8,7,0,Present
AT00035606,E00107,2026-03-21,Evening,8,8,0,Present
AT00035607,E00108,2026-03-22,Night,8,9,1,Present
AT00035608,E00109,2026-03-23,Morning,8,6,0,Present
AT00035609,E00110,2026-03-24,Morning,8,7,0,Present
AT00035610,E00111,2026-03-25,Morning,8,8,0,Present
AT00035611,E00112,2026-03-26,Morning,8,9,1,Present
AT00035612,E00113,2026-03-27,Morning,8,6,0,Present
AT00035613,E00114,2026-03-28,Morning,8,7,0,Present
AT00035614,E00115,2026-03-29,Morning,8,8,0,Present
AT00035615,E00116,2026-03-30,Night,8,9,1,Present
AT00035616,E00117,2026-03-31,Morning,8,6,0,Present
AT00035617,E00118,2026-04-01,Night,8,7,0,Present
AT00035618,E00119,2026-04-02,Night,8,8,0,Present
AT00035619,E00120,2026-04-03,Evening,8,9,1,Present
AT00035620,E00121,2026-04-04,Evening,8,6,0,Present
AT00035621,E00122,2026-04-05,Evening,8,7,0,Present
AT00035622,E00123,2026-04-06,Night,8,8,0,Present
AT00035623,E00124,2026-04-07,Evening,8,9,1,Present
AT00035624,E00125,2026-04-08,Evening,8,6,0,Present
AT00035625,E00126,2026-04-09,Morning,8,7,0,Present
AT00035626,E00127,2026-04-10,Morning,8,8,0,Present
AT00035627,E00128,2026-04-11,Evening,8,9,1,Present
AT00035628,E00129,2026-04-12,Morning,8,6,0,Present
AT00035629,E00130,2026-04-13,Evening,8,7,0,Present
AT00035630,E00131,2026-04-14,Night,8,8,0,Present
AT00035631,E00132,2026-04-15,Evening,8,9,1,Present
AT00035632,E00133,2026-04-16,Morning,8,6,0,Present
AT00035633,E00134,2026-04-17,Night,8,7,0,Present
AT00035634,E00135,2026-04-18,Morning,8,8,0,Present
AT00035635,E00136,2026-04-19,Night,8,9,1,Present
AT00035636,E00137,2026-04-20,Evening,8,6,0,Present
AT00035637,E00138,2026-04-21,Night,8,7,0,Present
AT00035638,E00139,2026-04-22,Night,8,8,0,Present
AT00035639,E00140,2026-04-23,Night,8,9,1,Present
AT00035640,E00141,2026-04-24,Night,8,6,0,Present
AT00035641,E00142,2026-04-25,Morning,8,7,0,Present
AT00035642,E00143,2026-04-26,Morning,8,8,0,Present
AT00035643,E00144,2026-04-27,Night,8,9,1,Present
AT00035644,E00145,2026-04-28,Morning,8,6,0,Present
AT00035645,E00146,2026-04-29,Morning,8,7,0,Present
AT00035646,E00147,2026-04-30,Morning,8,8,0,Present
AT00035647,E00148,2026-05-01,Evening,8,9,1,Present
AT00035648,E00149,2026-05-02,Night,8,6,0,Present
AT00035649,E00150,2026-05-03,Morning,8,7,0,Present
AT00035650,E00151,2026-05-04,Night,8,8,0,Present
AT00035651,E00152,2026-05-05,Evening,8,9,1,Present
AT00035652,E00153,2026-05-06,Morning,8,6,0,Present
AT00035654,E00155,2026-05-08,Morning,8,8,0,Present
AT00035655,E00156,2026-05-09,Morning,8,9,1,Present
AT00035656,E00157,2026-05-10,Evening,8,6,0,Present
AT00035657,E00158,2026-05-11,Morning,8,7,0,Present
AT00035658,E00159,2026-05-12,Morning,8,8,0,Present
AT00035659,E00160,2026-05-13,Evening,8,9,1,Present
AT00035660,E00161,2026-05-14,Evening,8,6,0,Present
AT00035661,E00162,2026-05-15,Evening,8,7,0,Present
AT00035662,E00163,2026-05-16,Night,8,8,0,Present
AT00035663,E00164,2026-05-17,Morning,8,9,1,Present
AT00035664,E00165,2026-05-18,Evening,8,6,0,Present
AT00035665,E00166,2026-05-19,Evening,8,7,0,Present
AT00035666,E00167,2026-05-20,Morning,8,8,0,Present
AT00035667,E00168,2026-05-21,Morning,8,9,1,Present
AT00035668,E00169,2026-05-22,Evening,8,6,0,Present
AT00035669,E00170,2026-05-23,Night,8,7,0,Present
AT00035670,E00171,2026-05-24,Evening,8,8,0,Present
AT00035671,E00172,2026-05-25,Morning,8,9,1,Present
AT00035672,E00173,2026-05-26,Night,8,6,0,Present
AT00035673,E00174,2026-05-27,Night,8,7,0,Present
AT00035674,E00175,2026-05-28,Evening,8,8,0,Present
AT00035675,E00176,2026-05-29,Morning,8,9,1,Present
AT00035676,E00177,2026-05-30,Evening,8,6,0,Present
AT00035677,E00178,2026-05-31,Morning,8,7,0,Present
AT00035678,E00179,2026-06-01,Night,8,8,0,Present
AT00035679,E00180,2026-06-02,Evening,8,9,1,Present
AT00035680,E00181,2026-06-03,Morning,8,6,0,Present
AT00035681,E00182,2026-06-04,Evening,8,7,0,Present
AT00035682,E00183,2026-06-05,Morning,8,8,0,Present
AT00035683,E00184,2026-06-06,Evening,8,9,1,Present
AT00035684,E00185,2026-06-07,Morning,8,6,0,Present
AT00035685,E00186,2026-06-08,Night,8,7,0,Present
AT00035686,E00187,2026-06-09,Evening,8,8,0,Present
AT00035687,E00188,2026-06-10,Morning,8,9,1,Present
AT00035688,E00189,2026-06-11,Night,8,6,0,Present
AT00035689,E00190,2026-06-12,Night,8,7,0,Present
AT00035690,E00191,2026-06-13,Night,8,8,0,Present
AT00035691,E00192,2026-06-14,Night,8,9,1,Present
AT00035692,E00193,2026-06-15,Evening,8,6,0,Present
AT00035693,E00194,2026-06-16,Morning,8,7,0,Present
AT00035694,E00195,2026-06-17,Morning,8,8,0,Present
AT00035695,E00196,2026-06-18,Evening,8,9,1,Present
AT00035696,E00197,2026-06-19,Night,8,6,0,Present
AT00035697,E00198,2026-06-20,Night,8,7,0,Present
AT00035698,E00199,2026-06-21,Morning,8,8,0,Present
AT00035699,E00200,2026-06-22,Morning,8,9,1,Present
AT00035700,E00201,2026-06-23,Night,8,6,0,Present
AT00035701,E00202,2026-06-24,Morning,8,7,0,Present
AT00035702,E00203,2026-06-25,Evening,8,8,0,Present
AT00035703,E00204,2026-06-26,Evening,8,9,1,Present
AT00035704,E00205,2026-06-27,Night,8,6,0,Present
AT00035705,E00206,2026-06-28,Evening,8,7,0,Present
