Product_ID,Product_Name,Category,Subcategory,Supplier_ID,List_Price,Standard_Cost,Launch_Date,Lead_Time_Days,Status
P00824,Office Supplies Product 0824,Office Supplies,Subcategory 8,S00025,4700,2940,2025-12-04,59,Active
P00825,Home Appliances Product 0825,Home Appliances,Subcategory 9,S00026,4875,3050,2025-12-05,5,Active
P00826,Accessories Product 0826,Accessories,Subcategory 10,S00027,5050,3160,2025-12-06,6,Active
P00827,IT Equipment Product 0827,IT Equipment,Subcategory 11,S00028,5225,3270,2025-12-07,7,Active
P00828,Electronics Product 0828,Electronics,Subcategory 12,S00029,5400,3380,2025-12-08,8,Active
P00829,Furniture Product 0829,Furniture,Subcategory 13,S00030,5575,3490,2025-12-09,9,Active
P00830,Office Supplies Product 0830,Office Supplies,Subcategory 14,S00031,5750,3600,2025-12-10,10,Active
P00831,Home Appliances Product 0831,Home Appliances,Subcategory 15,S00032,5925,3710,2025-12-11,11,Active
P00832,Accessories Product 0832,Accessories,Subcategory 16,S00033,6100,3820,2025-12-12,12,Active
P00833,IT Equipment Product 0833,IT Equipment,Subcategory 17,S00034,6275,3930,2025-12-13,13,Active
P00834,Electronics Product 0834,Electronics,Subcategory 18,S00035,6450,4040,2025-12-14,14,Active
P00835,Furniture Product 0835,Furniture,Subcategory 19,S00036,6625,4150,2025-12-15,15,Active
P00836,Office Supplies Product 0836,Office Supplies,Subcategory 20,S00037,6800,4260,2025-12-16,16,Active
P00837,Home Appliances Product 0837,Home Appliances,Subcategory 21,S00038,6975,4370,2025-12-17,17,Active
P00838,Accessories Product 0838,Accessories,Subcategory 22,S00039,7150,4480,2025-12-18,18,Active
P00839,IT Equipment Product 0839,IT Equipment,Subcategory 23,S00040,7325,4590,2025-12-19,19,Active
P00840,Electronics Product 0840,Electronics,Subcategory 0,S00041,7500,4700,2025-12-20,20,Active
P00841,Furniture Product 0841,Furniture,Subcategory 1,S00042,7675,4810,2025-12-21,21,Active
P00843,Home Appliances Product 0843,Home Appliances,Subcategory 3,S00044,8025,5030,2025-12-23,23,Active
P00844,Accessories Product 0844,Accessories,Subcategory 4,S00045,8200,5140,2025-12-24,24,Active
P00845,IT Equipment Product 0845,IT Equipment,Subcategory 5,S00046,8375,5250,2025-12-25,25,Active
P00846,Electronics Product 0846,Electronics,Subcategory 6,S00047,8550,5360,2025-12-26,26,Active
P00847,Furniture Product 0847,Furniture,Subcategory 7,S00048,8725,5470,2025-12-27,27,Active
P00848,Office Supplies Product 0848,Office Supplies,Subcategory 8,S00049,8900,5580,2025-12-28,28,Active
P00849,Home Appliances Product 0849,Home Appliances,Subcategory 9,S00050,9075,5690,2025-12-29,29,Active
P00850,Accessories Product 0850,Accessories,Subcategory 10,S00051,9250,5800,2025-12-30,30,Active
P00851,IT Equipment Product 0851,IT Equipment,Subcategory 11,S00052,9425,5910,2025-12-31,31,Active
P00852,Electronics Product 0852,Electronics,Subcategory 12,S00053,9600,6020,2026-01-01,32,Active
P00853,Furniture Product 0853,Furniture,Subcategory 13,S00054,9775,6130,2026-01-02,33,Active
P00854,Office Supplies Product 0854,Office Supplies,Subcategory 14,S00055,9950,6240,2026-01-03,34,Active
P00855,Home Appliances Product 0855,Home Appliances,Subcategory 15,S00056,10125,6350,2026-01-04,35,Active
P00856,Accessories Product 0856,Accessories,Subcategory 16,S00057,10300,6460,2026-01-05,36,Active
P00857,IT Equipment Product 0857,IT Equipment,Subcategory 17,S00058,10475,6570,2026-01-06,37,Active
P00858,Electronics Product 0858,Electronics,Subcategory 18,S00059,10650,6680,2026-01-07,38,Active
P00859,Furniture Product 0859,Furniture,Subcategory 19,S00060,10825,6790,2026-01-08,39,Active
P00860,Office Supplies Product 0860,Office Supplies,Subcategory 20,S00061,11000,6900,2026-01-09,40,Discontinued
P00861,Home Appliances Product 0861,Home Appliances,Subcategory 21,S00062,11175,7010,2026-01-10,41,Active
P00862,Accessories Product 0862,Accessories,Subcategory 22,S00063,11350,7120,2026-01-11,42,Active
P00863,IT Equipment Product 0863,IT Equipment,Subcategory 23,S00064,11525,7230,2026-01-12,43,Active
P00864,Electronics Product 0864,Electronics,Subcategory 0,S00065,11700,7340,2026-01-13,44,Active
P00865,Furniture Product 0865,Furniture,Subcategory 1,S00066,11875,7450,2026-01-14,45,Active
P00866,Office Supplies Product 0866,Office Supplies,Subcategory 2,S00067,12050,7560,2026-01-15,46,Active
P00867,Home Appliances Product 0867,Home Appliances,Subcategory 3,S00068,12225,7670,2026-01-16,47,Active
P00868,Accessories Product 0868,Accessories,Subcategory 4,S00069,12400,7780,2026-01-17,48,Active
P00869,IT Equipment Product 0869,IT Equipment,Subcategory 5,S00070,12575,7890,2026-01-18,49,Active
P00870,Electronics Product 0870,Electronics,Subcategory 6,S00071,12750,8000,2026-01-19,50,Active
P00871,Furniture Product 0871,Furniture,Subcategory 7,S00072,12925,8110,2026-01-20,51,Active
P00872,Office Supplies Product 0872,Office Supplies,Subcategory 8,S00073,13100,8220,2026-01-21,52,Active
P00873,Home Appliances Product 0873,Home Appliances,Subcategory 9,S00074,13275,8330,2026-01-22,53,Active
P00874,Accessories Product 0874,Accessories,Subcategory 10,S00075,13450,8440,2026-01-23,54,Active
P00875,IT Equipment Product 0875,IT Equipment,Subcategory 11,S00076,13625,8550,2026-01-24,55,Active
P00876,Electronics Product 0876,Electronics,Subcategory 12,S00077,13800,8660,2026-01-25,56,Active
P00877,Furniture Product 0877,Furniture,Subcategory 13,S00078,13975,8770,2026-01-26,57,Active
P00878,Office Supplies Product 0878,Office Supplies,Subcategory 14,S00079,14150,8880,2026-01-27,58,Active
P00879,Home Appliances Product 0879,Home Appliances,Subcategory 15,S00080,14325,8990,2026-01-28,59,Active
P00880,Accessories Product 0880,Accessories,Subcategory 16,S00081,14500,9100,2026-01-29,5,Active
P00881,IT Equipment Product 0881,IT Equipment,Subcategory 17,S00082,14675,9210,2026-01-30,6,Active
P00882,Electronics Product 0882,Electronics,Subcategory 18,S00083,14850,9320,2026-01-31,7,Active
P00883,Furniture Product 0883,Furniture,Subcategory 19,S00084,15025,9430,2026-02-01,8,Active
P00884,Office Supplies Product 0884,Office Supplies,Subcategory 20,S00085,15200,9540,2026-02-02,9,Active
P00885,Home Appliances Product 0885,Home Appliances,Subcategory 21,S00086,15375,9650,2026-02-03,10,Active
P00886,Accessories Product 0886,Accessories,Subcategory 22,S00087,15550,9760,2026-02-04,11,Active
P00887,IT Equipment Product 0887,IT Equipment,Subcategory 23,S00088,15725,9870,2026-02-05,12,Active
P00888,Electronics Product 0888,Electronics,Subcategory 0,S00089,15900,9980,2026-02-06,13,Active
P00889,Furniture Product 0889,Furniture,Subcategory 1,S00090,16075,10090,2026-02-07,14,Active
P00890,Office Supplies Product 0890,Office Supplies,Subcategory 2,S00091,16250,10200,2026-02-08,15,Active
P00891,Home Appliances Product 0891,Home Appliances,Subcategory 3,S00092,16425,10310,2026-02-09,16,Active
P00892,Accessories Product 0892,Accessories,Subcategory 4,S00093,16600,10420,2026-02-10,17,Active
P00893,IT Equipment Product 0893,IT Equipment,Subcategory 5,S00094,16775,10530,2026-02-11,18,Active
P00894,Electronics Product 0894,Electronics,Subcategory 6,S00095,16950,10640,2026-02-12,19,Active
P00895,Furniture Product 0895,Furniture,Subcategory 7,S00096,17125,10750,2026-02-13,20,Active
P00896,Office Supplies Product 0896,Office Supplies,Subcategory 8,S00097,17300,10860,2026-02-14,21,Active
P00897,Home Appliances Product 0897,Home Appliances,Subcategory 9,S00098,17475,10970,2026-02-15,22,Active
P00898,Accessories Product 0898,Accessories,Subcategory 10,S00099,17650,11080,2026-02-16,23,Active
P00899,IT Equipment Product 0899,IT Equipment,Subcategory 11,S00100,17825,11190,2026-02-17,24,Active
P00900,Electronics Product 0900,Electronics,Subcategory 12,S00101,500,300,2026-02-18,25,Active
P00901,Furniture Product 0901,Furniture,Subcategory 13,S00102,675,410,2026-02-19,26,Active
P00902,Office Supplies Product 0902,Office Supplies,Subcategory 14,S00103,850,520,2026-02-20,27,Active
P00903,Home Appliances Product 0903,Home Appliances,Subcategory 15,S00104,1025,630,2026-02-21,28,Discontinued
P00904,Accessories Product 0904,Accessories,Subcategory 16,S00105,1200,740,2026-02-22,29,Active
P00905,IT Equipment Product 0905,IT Equipment,Subcategory 17,S00106,1375,850,2026-02-23,30,Active
P00906,Electronics Product 0906,Electronics,Subcategory 18,S00107,1550,960,2026-02-24,31,Active
P00907,Furniture Product 0907,Furniture,Subcategory 19,S00108,1725,1070,2026-02-25,32,Active
P00908,Office Supplies Product 0908,Office Supplies,Subcategory 20,S00109,1900,1180,2026-02-26,33,Active
P00909,Home Appliances Product 0909,Home Appliances,Subcategory 21,S00110,2075,1290,2026-02-27,34,Active
P00910,Accessories Product 0910,Accessories,Subcategory 22,S00111,2250,1400,2026-02-28,35,Active
P00911,IT Equipment Product 0911,IT Equipment,Subcategory 23,S00112,2425,1510,2026-03-01,36,Active
P00912,Electronics Product 0912,Electronics,Subcategory 0,S00113,2600,1620,2026-03-02,37,Active
P00913,Furniture Product 0913,Furniture,Subcategory 1,S00114,2775,1730,2026-03-03,38,Active
P00914,Office Supplies Product 0914,Office Supplies,Subcategory 2,S00115,2950,1840,2026-03-04,39,Active
P00915,Home Appliances Product 0915,Home Appliances,Subcategory 3,S00116,3125,1950,2026-03-05,40,Active
P00916,Accessories Product 0916,Accessories,Subcategory 4,S00117,3300,2060,2026-03-06,41,Active
P00917,IT Equipment Product 0917,IT Equipment,Subcategory 5,S00118,3475,2170,2026-03-07,42,Active
P00918,Electronics Product 0918,Electronics,Subcategory 6,S00119,3650,2280,2026-03-08,43,Active
P00919,Furniture Product 0919,Furniture,Subcategory 7,S00120,3825,2390,2026-03-09,44,Active
P00920,Office Supplies Product 0920,Office Supplies,Subcategory 8,S00121,4000,2500,2026-03-10,45,Active
P00922,Accessories Product 0922,Accessories,Subcategory 10,S00123,4350,2720,2026-03-12,47,Active
P00923,IT Equipment Product 0923,IT Equipment,Subcategory 11,S00124,4525,2830,2026-03-13,48,Active
P00924,Electronics Product 0924,Electronics,Subcategory 12,S00125,4700,2940,2026-03-14,49,Active
P00925,Furniture Product 0925,Furniture,Subcategory 13,S00126,4875,3050,2026-03-15,50,Active
P00926,Office Supplies Product 0926,Office Supplies,Subcategory 14,S00127,5050,3160,2026-03-16,51,Active
P00927,Home Appliances Product 0927,Home Appliances,Subcategory 15,S00128,5225,3270,2026-03-17,52,Active
P00928,Accessories Product 0928,Accessories,Subcategory 16,S00129,5400,3380,2026-03-18,53,Active
P00929,IT Equipment Product 0929,IT Equipment,Subcategory 17,S00130,5575,3490,2026-03-19,54,Active
P00930,Electronics Product 0930,Electronics,Subcategory 18,S00131,5750,3600,2026-03-20,55,Active
P00931,Furniture Product 0931,Furniture,Subcategory 19,S00132,5925,3710,2026-03-21,56,Active
P00932,Office Supplies Product 0932,Office Supplies,Subcategory 20,S00133,6100,3820,2026-03-22,57,Active
P00933,Home Appliances Product 0933,Home Appliances,Subcategory 21,S00134,6275,3930,2026-03-23,58,Active
P00934,Accessories Product 0934,Accessories,Subcategory 22,S00135,6450,4040,2026-03-24,59,Active
P00935,IT Equipment Product 0935,IT Equipment,Subcategory 23,S00136,6625,4150,2026-03-25,5,Active
P00936,Electronics Product 0936,Electronics,Subcategory 0,S00137,6800,4260,2026-03-26,6,Active
P00937,Furniture Product 0937,Furniture,Subcategory 1,S00138,6975,4370,2026-03-27,7,Active
P00938,Office Supplies Product 0938,Office Supplies,Subcategory 2,S00139,7150,4480,2026-03-28,8,Active
P00939,Home Appliances Product 0939,Home Appliances,Subcategory 3,S00140,7325,4590,2026-03-29,9,Active
P00940,Accessories Product 0940,Accessories,Subcategory 4,S00141,7500,4700,2026-03-30,10,Active
P00941,IT Equipment Product 0941,IT Equipment,Subcategory 5,S00142,7675,4810,2026-03-31,11,Active
P00942,Electronics Product 0942,Electronics,Subcategory 6,S00143,7850,4920,2026-04-01,12,Active
P00943,Furniture Product 0943,Furniture,Subcategory 7,S00144,8025,5030,2026-04-02,13,Active
P00944,Office Supplies Product 0944,Office Supplies,Subcategory 8,S00145,8200,5140,2026-04-03,14,Active
P00945,Home Appliances Product 0945,Home Appliances,Subcategory 9,S00146,8375,5250,2026-04-04,15,Active
P00946,Accessories Product 0946,Accessories,Subcategory 10,S00147,8550,5360,2026-04-05,16,Discontinued
P00947,IT Equipment Product 0947,IT Equipment,Subcategory 11,S00148,8725,5470,2026-04-06,17,Active
P00948,Electronics Product 0948,Electronics,Subcategory 12,S00149,8900,5580,2026-04-07,18,Active
P00949,Furniture Product 0949,Furniture,Subcategory 13,S00150,9075,5690,2026-04-08,19,Active
P00950,Office Supplies Product 0950,Office Supplies,Subcategory 14,S00151,9250,5800,2026-04-09,20,Active
P00951,Home Appliances Product 0951,Home Appliances,Subcategory 15,S00152,9425,5910,2026-04-10,21,Active
P00952,Accessories Product 0952,Accessories,Subcategory 16,S00153,9600,6020,2026-04-11,22,Active
P00953,IT Equipment Product 0953,IT Equipment,Subcategory 17,S00154,9775,6130,2026-04-12,23,Active
P00954,Electronics Product 0954,Electronics,Subcategory 18,S00155,9950,6240,2026-04-13,24,Active
P00955,Furniture Product 0955,Furniture,Subcategory 19,S00156,10125,6350,2026-04-14,25,Active
P00956,Office Supplies Product 0956,Office Supplies,Subcategory 20,S00157,10300,6460,2026-04-15,26,Active
P00957,Home Appliances Product 0957,Home Appliances,Subcategory 21,S00158,10475,6570,2026-04-16,27,Active
P00958,Accessories Product 0958,Accessories,Subcategory 22,S00159,10650,6680,2026-04-17,28,Active
P00959,IT Equipment Product 0959,IT Equipment,Subcategory 23,S00160,10825,6790,2026-04-18,29,Active
P00960,Electronics Product 0960,Electronics,Subcategory 0,S00161,11000,6900,2026-04-19,30,Active
P00961,Furniture Product 0961,Furniture,Subcategory 1,S00162,11175,7010,2026-04-20,31,Active
P00962,Office Supplies Product 0962,Office Supplies,Subcategory 2,S00163,11350,7120,2026-04-21,32,Active
P00963,Home Appliances Product 0963,Home Appliances,Subcategory 3,S00164,11525,7230,2026-04-22,33,Active
P00964,Accessories Product 0964,Accessories,Subcategory 4,S00165,11700,7340,2026-04-23,34,Active
P00965,IT Equipment Product 0965,IT Equipment,Subcategory 5,S00166,11875,7450,2026-04-24,35,Active
P00966,Electronics Product 0966,Electronics,Subcategory 6,S00167,12050,7560,2026-04-25,36,Active
P00967,Furniture Product 0967,Furniture,Subcategory 7,S00168,12225,7670,2026-04-26,37,Active
P00968,Office Supplies Product 0968,Office Supplies,Subcategory 8,S00169,12400,7780,2026-04-27,38,Active
P00969,Home Appliances Product 0969,Home Appliances,Subcategory 9,S00170,12575,7890,2026-04-28,39,Active
P00970,Accessories Product 0970,Accessories,Subcategory 10,S00171,12750,8000,2026-04-29,40,Active
P00971,IT Equipment Product 0971,IT Equipment,Subcategory 11,S00172,12925,8110,2026-04-30,41,Active
P00972,Electronics Product 0972,Electronics,Subcategory 12,S00173,13100,8220,2026-05-01,42,Active
P00973,Furniture Product 0973,Furniture,Subcategory 13,S00174,13275,8330,2026-05-02,43,Active
P00974,Office Supplies Product 0974,Office Supplies,Subcategory 14,S00175,13450,8440,2026-05-03,44,Active
P00975,Home Appliances Product 0975,Home Appliances,Subcategory 15,S00176,13625,8550,2026-05-04,45,Active
P00976,Accessories Product 0976,Accessories,Subcategory 16,S00177,13800,8660,2026-05-05,46,Active
P00977,IT Equipment Product 0977,IT Equipment,Subcategory 17,S00178,13975,8770,2026-05-06,47,Active
P00978,Electronics Product 0978,Electronics,Subcategory 18,S00179,14150,8880,2026-05-07,48,Active
P00979,Furniture Product 0979,Furniture,Subcategory 19,S00180,14325,8990,2026-05-08,49,Active
P00980,Office Supplies Product 0980,Office Supplies,Subcategory 20,S00181,14500,9100,2026-05-09,50,Active
P00981,Home Appliances Product 0981,Home Appliances,Subcategory 21,S00182,14675,9210,2026-05-10,51,Active
P00982,Accessories Product 0982,Accessories,Subcategory 22,S00183,14850,9320,2026-05-11,52,Active
P00983,IT Equipment Product 0983,IT Equipment,Subcategory 23,S00184,15025,9430,2026-05-12,53,Active
P00984,Electronics Product 0984,Electronics,Subcategory 0,S00185,15200,9540,2026-05-13,54,Active
P00985,Furniture Product 0985,Furniture,Subcategory 1,S00186,15375,9650,2026-05-14,55,Active
P00986,Office Supplies Product 0986,Office Supplies,Subcategory 2,S00187,15550,9760,2026-05-15,56,Active
P00987,Home Appliances Product 0987,Home Appliances,Subcategory 3,S00188,15725,9870,2026-05-16,57,Active
P00988,Accessories Product 0988,Accessories,Subcategory 4,S00189,15900,9980,2026-05-17,58,Active
P00989,IT Equipment Product 0989,IT Equipment,Subcategory 5,S00190,16075,10090,2026-05-18,59,Discontinued
P00990,Electronics Product 0990,Electronics,Subcategory 6,S00191,16250,10200,2026-05-19,5,Active
P00991,Furniture Product 0991,Furniture,Subcategory 7,S00192,16425,10310,2026-05-20,6,Active
P00992,Office Supplies Product 0992,Office Supplies,Subcategory 8,S00193,16600,10420,2026-05-21,7,Active
P00993,Home Appliances Product 0993,Home Appliances,Subcategory 9,S00194,16775,10530,2026-05-22,8,Active
P00994,Accessories Product 0994,Accessories,Subcategory 10,S00195,16950,10640,2026-05-23,9,Active
P00995,IT Equipment Product 0995,IT Equipment,Subcategory 11,S00196,17125,10750,2026-05-24,10,Active
P00996,Electronics Product 0996,Electronics,Subcategory 12,S00197,17300,10860,2026-05-25,11,Active
P00997,Furniture Product 0997,Furniture,Subcategory 13,S00198,17475,10970,2026-05-26,12,Active
P00999,Home Appliances Product 0999,Home Appliances,Subcategory 15,S00200,17825,11190,2026-05-28,14,Active
P01000,Accessories Product 1000,Accessories,Subcategory 16,S00001,500,300,2026-05-29,15,Active
