Event_ID,Customer_ID,Session_ID,Event_Time,Channel,Event_Type,Page,Experiment_Group,Converted,Order_ID
EV00178496,C018497,SES00044625,2025-09-12 08:56:00,Instagram,Checkout,/home,Treatment,0,
EV00178497,C018498,SES00044625,2025-09-13 09:57:00,Email,Checkout,/checkout,Control,0,
EV00178498,C018499,SES00044625,2025-09-14 10:58:00,Referral,Page View,/home,Treatment,0,
EV00178499,C018500,SES00044625,2025-09-15 11:59:00,Organic Search,Product View,/cart,Control,0,
EV00178500,,SES00044626,2025-09-16 12:00:00,Google Ads,Page View,/cart,Treatment,0,
EV00178501,C018502,SES00044626,2025-09-17 13:01:00,Instagram,Page View,/cart,Control,0,
EV00178502,C018503,SES00044626,2025-09-18 14:02:00,Email,Product View,/cart,Treatment,0,
EV00178503,C018504,SES00044626,2025-09-19 15:03:00,Referral,Purchase,/product,Control,1,O0078504
EV00178504,C018505,SES00044627,2025-09-20 16:04:00,Organic Search,Add to Cart,/checkout,Treatment,0,
EV00178505,C018506,SES00044627,2025-09-21 17:05:00,Google Ads,Product View,/cart,Control,0,
EV00178506,C018507,SES00044627,2025-09-22 18:06:00,Instagram,Product View,/checkout,Treatment,0,
EV00178507,C018508,SES00044627,2025-09-23 19:07:00,Email,Product View,/product,Control,0,
EV00178508,C018509,SES00044628,2025-09-24 20:08:00,Referral,Checkout,/checkout,Treatment,0,
EV00178509,C018510,SES00044628,2025-09-25 21:09:00,Organic Search,Page View,/home,Control,0,
EV00178510,C018511,SES00044628,2025-09-26 22:10:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00178511,C018512,SES00044628,2025-09-27 23:11:00,Instagram,Checkout,/checkout,Control,0,
EV00178512,C018513,SES00044629,2025-09-28 00:12:00,Email,Checkout,/home,Treatment,0,
EV00178513,C018514,SES00044629,2025-09-29 01:13:00,Referral,Checkout,/checkout,Control,0,
EV00178514,C018515,SES00044629,2025-09-30 02:14:00,Organic Search,Page View,/checkout,Treatment,0,
EV00178515,C018516,SES00044629,2025-10-01 03:15:00,Google Ads,Checkout,/cart,Control,0,
EV00178516,C018517,SES00044630,2025-10-02 04:16:00,Instagram,Checkout,/cart,Treatment,0,
EV00178517,,SES00044630,2025-10-03 05:17:00,Email,Add to Cart,/cart,Control,0,
EV00178518,C018519,SES00044630,2025-10-04 06:18:00,Referral,Checkout,/product,Treatment,0,
EV00178519,C018520,SES00044630,2025-10-05 07:19:00,Organic Search,Product View,/checkout,Control,0,
EV00178520,C018521,SES00044631,2025-10-06 08:20:00,Google Ads,Product View,/home,Treatment,0,
EV00178521,C018522,SES00044631,2025-10-07 09:21:00,Instagram,Page View,/home,Control,0,
EV00178522,C018523,SES00044631,2025-10-08 10:22:00,Email,Add to Cart,/cart,Treatment,0,
EV00178523,C018524,SES00044631,2025-10-09 11:23:00,Referral,Product View,/product,Control,0,
EV00178524,C018525,SES00044632,2025-10-10 12:24:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00178525,C018526,SES00044632,2025-10-11 13:25:00,Google Ads,Add to Cart,/product,Control,0,
EV00178526,C018527,SES00044632,2025-10-12 14:26:00,Instagram,Purchase,/cart,Treatment,1,O0078527
EV00178527,C018528,SES00044632,2025-10-13 15:27:00,Email,Page View,/product,Control,0,
EV00178528,C018529,SES00044633,2025-10-14 16:28:00,Referral,Checkout,/product,Treatment,0,
EV00178529,C018530,SES00044633,2025-10-15 17:29:00,Organic Search,Product View,/home,Control,0,
EV00178530,C018531,SES00044633,2025-10-16 18:30:00,Google Ads,Page View,/cart,Treatment,0,
EV00178531,C018532,SES00044633,2025-10-17 19:31:00,Instagram,Page View,/home,Control,0,
EV00178532,C018533,SES00044634,2025-10-18 20:32:00,Email,Page View,/cart,Treatment,0,
EV00178533,C018534,SES00044634,2025-10-19 21:33:00,Referral,Add to Cart,/home,Control,0,
EV00178534,,SES00044634,2025-10-20 22:34:00,Organic Search,Checkout,/cart,Treatment,0,
EV00178535,C018536,SES00044634,2025-10-21 23:35:00,Google Ads,Add to Cart,/product,Control,0,
EV00178536,C018537,SES00044635,2025-10-22 00:36:00,Instagram,Page View,/cart,Treatment,0,
EV00178537,C018538,SES00044635,2025-10-23 01:37:00,Email,Product View,/checkout,Control,0,
EV00178538,C018539,SES00044635,2025-10-24 02:38:00,Referral,Add to Cart,/cart,Treatment,0,
EV00178539,C018540,SES00044635,2025-10-25 03:39:00,Organic Search,Product View,/home,Control,0,
EV00178540,C018541,SES00044636,2025-10-26 04:40:00,Google Ads,Page View,/home,Treatment,0,
EV00178541,C018542,SES00044636,2025-10-27 05:41:00,Instagram,Add to Cart,/product,Control,0,
EV00178542,C018543,SES00044636,2025-10-28 06:42:00,Email,Checkout,/home,Treatment,0,
EV00178543,C018544,SES00044636,2025-10-29 07:43:00,Referral,Page View,/home,Control,0,
EV00178544,C018545,SES00044637,2025-10-30 08:44:00,Organic Search,Product View,/home,Treatment,0,
EV00178545,C018546,SES00044637,2025-10-31 09:45:00,Google Ads,Page View,/product,Control,0,
EV00178546,C018547,SES00044637,2025-11-01 10:46:00,Instagram,Add to Cart,/cart,Treatment,0,
EV00178547,C018548,SES00044637,2025-11-02 11:47:00,Email,Product View,/cart,Control,0,
EV00178548,C018549,SES00044638,2025-11-03 12:48:00,Referral,Add to Cart,/cart,Treatment,0,
EV00178549,C018550,SES00044638,2025-11-04 13:49:00,Organic Search,Purchase,/home,Control,1,O0078550
EV00178550,C018551,SES00044638,2025-11-05 14:50:00,Google Ads,Page View,/product,Treatment,0,
EV00178551,,SES00044638,2025-11-06 15:51:00,Instagram,Checkout,/product,Control,0,
EV00178552,C018553,SES00044639,2025-11-07 16:52:00,Email,Page View,/product,Treatment,0,
EV00178553,C018554,SES00044639,2025-11-08 17:53:00,Referral,Product View,/home,Control,0,
EV00178554,C018555,SES00044639,2025-11-09 18:54:00,Organic Search,Add to Cart,/home,Treatment,0,
EV00178555,C018556,SES00044639,2025-11-10 19:55:00,Google Ads,Checkout,/home,Control,0,
EV00178556,C018557,SES00044640,2025-11-11 20:56:00,Instagram,Checkout,/product,Treatment,0,
EV00178557,C018558,SES00044640,2025-11-12 21:57:00,Email,Product View,/home,Control,0,
EV00178558,C018559,SES00044640,2025-11-13 22:58:00,Referral,Add to Cart,/cart,Treatment,0,
EV00178559,C018560,SES00044640,2025-11-14 23:59:00,Organic Search,Checkout,/product,Control,0,
EV00178560,C018561,SES00044641,2025-11-15 00:00:00,Google Ads,Product View,/checkout,Treatment,0,
EV00178561,C018562,SES00044641,2025-11-16 01:01:00,Instagram,Checkout,/home,Control,0,
EV00178562,C018563,SES00044641,2025-11-17 02:02:00,Email,Checkout,/product,Treatment,0,
EV00178563,C018564,SES00044641,2025-11-18 03:03:00,Referral,Product View,/cart,Control,0,
EV00178564,C018565,SES00044642,2025-11-19 04:04:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00178565,C018566,SES00044642,2025-11-20 05:05:00,Google Ads,Checkout,/home,Control,0,
EV00178566,C018567,SES00044642,2025-11-21 06:06:00,Instagram,Product View,/checkout,Treatment,0,
EV00178567,C018568,SES00044642,2025-11-22 07:07:00,Email,Product View,/cart,Control,0,
EV00178568,,SES00044643,2025-11-23 08:08:00,Referral,Page View,/checkout,Treatment,0,
EV00178569,C018570,SES00044643,2025-11-24 09:09:00,Organic Search,Checkout,/home,Control,0,
EV00178570,C018571,SES00044643,2025-11-25 10:10:00,Google Ads,Product View,/cart,Treatment,0,
EV00178571,C018572,SES00044643,2025-11-26 11:11:00,Instagram,Add to Cart,/product,Control,0,
EV00178572,C018573,SES00044644,2025-11-27 12:12:00,Email,Purchase,/checkout,Treatment,1,O0078573
EV00178573,C018574,SES00044644,2025-11-28 13:13:00,Referral,Add to Cart,/home,Control,0,
EV00178574,C018575,SES00044644,2025-11-29 14:14:00,Organic Search,Add to Cart,/checkout,Treatment,0,
EV00178575,C018576,SES00044644,2025-11-30 15:15:00,Google Ads,Add to Cart,/cart,Control,0,
EV00178576,C018577,SES00044645,2025-12-01 16:16:00,Instagram,Checkout,/product,Treatment,0,
EV00178577,C018578,SES00044645,2025-12-02 17:17:00,Email,Checkout,/checkout,Control,0,
EV00178578,C018579,SES00044645,2025-12-03 18:18:00,Referral,Add to Cart,/checkout,Treatment,0,
EV00178579,C018580,SES00044645,2025-12-04 19:19:00,Organic Search,Page View,/home,Control,0,
EV00178580,C018581,SES00044646,2025-12-05 20:20:00,Google Ads,Add to Cart,/checkout,Treatment,0,
EV00178581,C018582,SES00044646,2025-12-06 21:21:00,Instagram,Add to Cart,/cart,Control,0,
EV00178582,C018583,SES00044646,2025-12-07 22:22:00,Email,Checkout,/checkout,Treatment,0,
EV00178583,C018584,SES00044646,2025-12-08 23:23:00,Referral,Add to Cart,/product,Control,0,
EV00178584,C018585,SES00044647,2025-12-09 00:24:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00178585,,SES00044647,2025-12-10 01:25:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00178586,C018587,SES00044647,2025-12-11 02:26:00,Instagram,Add to Cart,/checkout,Treatment,0,
EV00178587,C018588,SES00044647,2025-12-12 03:27:00,Email,Add to Cart,/product,Control,0,
EV00178588,C018589,SES00044648,2025-12-13 04:28:00,Referral,Page View,/checkout,Treatment,0,
EV00178589,C018590,SES00044648,2025-12-14 05:29:00,Organic Search,Add to Cart,/cart,Control,0,
EV00178590,C018591,SES00044648,2025-12-15 06:30:00,Google Ads,Page View,/product,Treatment,0,
EV00178591,C018592,SES00044648,2025-12-16 07:31:00,Instagram,Add to Cart,/cart,Control,0,
EV00178592,C018593,SES00044649,2025-12-17 08:32:00,Email,Checkout,/home,Treatment,0,
EV00178593,C018594,SES00044649,2025-12-18 09:33:00,Referral,Checkout,/home,Control,0,
EV00178594,C018595,SES00044649,2025-12-19 10:34:00,Organic Search,Add to Cart,/cart,Treatment,0,
EV00178595,C018596,SES00044649,2025-12-20 11:35:00,Google Ads,Purchase,/cart,Control,1,O0078596
EV00178596,C018597,SES00044650,2025-12-21 12:36:00,Instagram,Page View,/cart,Treatment,0,
EV00178597,C018598,SES00044650,2025-12-22 13:37:00,Email,Product View,/checkout,Control,0,
EV00178598,C018599,SES00044650,2025-12-23 14:38:00,Referral,Checkout,/checkout,Treatment,0,
EV00178599,C018600,SES00044650,2025-12-24 15:39:00,Organic Search,Product View,/product,Control,0,
EV00178600,C018601,SES00044651,2025-12-25 16:40:00,Google Ads,Page View,/product,Treatment,0,
EV00178601,C018602,SES00044651,2025-12-26 17:41:00,Instagram,Page View,/product,Control,0,
EV00178602,,SES00044651,2025-12-27 18:42:00,Email,Product View,/home,Treatment,0,
EV00178603,C018604,SES00044651,2025-12-28 19:43:00,Referral,Checkout,/product,Control,0,
EV00178604,C018605,SES00044652,2025-12-29 20:44:00,Organic Search,Product View,/home,Treatment,0,
EV00178605,C018606,SES00044652,2025-12-30 21:45:00,Google Ads,Add to Cart,/product,Control,0,
EV00178606,C018607,SES00044652,2025-12-31 22:46:00,Instagram,Page View,/cart,Treatment,0,
EV00178607,C018608,SES00044652,2026-01-01 23:47:00,Email,Add to Cart,/checkout,Control,0,
EV00178608,C018609,SES00044653,2026-01-02 00:48:00,Referral,Product View,/home,Treatment,0,
EV00178609,C018610,SES00044653,2026-01-03 01:49:00,Organic Search,Product View,/product,Control,0,
EV00178610,C018611,SES00044653,2026-01-04 02:50:00,Google Ads,Page View,/cart,Treatment,0,
EV00178611,C018612,SES00044653,2026-01-05 03:51:00,Instagram,Add to Cart,/cart,Control,0,
EV00178612,C018613,SES00044654,2026-01-06 04:52:00,Email,Product View,/cart,Treatment,0,
EV00178613,C018614,SES00044654,2026-01-07 05:53:00,Referral,Add to Cart,/cart,Control,0,
EV00178614,C018615,SES00044654,2026-01-08 06:54:00,Organic Search,Add to Cart,/checkout,Treatment,0,
EV00178615,C018616,SES00044654,2026-01-09 07:55:00,Google Ads,Page View,/checkout,Control,0,
EV00178616,C018617,SES00044655,2026-01-10 08:56:00,Instagram,Add to Cart,/home,Treatment,0,
EV00178617,C018618,SES00044655,2026-01-11 09:57:00,Email,Page View,/checkout,Control,0,
EV00178618,C018619,SES00044655,2026-01-12 10:58:00,Referral,Purchase,/home,Treatment,1,O0078619
EV00178619,,SES00044655,2026-01-13 11:59:00,Organic Search,Page View,/cart,Control,0,
EV00178620,C018621,SES00044656,2026-01-14 12:00:00,Google Ads,Checkout,/cart,Treatment,0,
EV00178621,C018622,SES00044656,2026-01-15 13:01:00,Instagram,Checkout,/checkout,Control,0,
EV00178622,C018623,SES00044656,2026-01-16 14:02:00,Email,Page View,/checkout,Treatment,0,
EV00178623,C018624,SES00044656,2026-01-17 15:03:00,Referral,Product View,/checkout,Control,0,
EV00178624,C018625,SES00044657,2026-01-18 16:04:00,Organic Search,Add to Cart,/cart,Treatment,0,
EV00178625,C018626,SES00044657,2026-01-19 17:05:00,Google Ads,Page View,/product,Control,0,
EV00178626,C018627,SES00044657,2026-01-20 18:06:00,Instagram,Add to Cart,/checkout,Treatment,0,
EV00178627,C018628,SES00044657,2026-01-21 19:07:00,Email,Checkout,/checkout,Control,0,
EV00178628,C018629,SES00044658,2026-01-22 20:08:00,Referral,Page View,/home,Treatment,0,
EV00178629,C018630,SES00044658,2026-01-23 21:09:00,Organic Search,Add to Cart,/checkout,Control,0,
EV00178630,C018631,SES00044658,2026-01-24 22:10:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00178631,C018632,SES00044658,2026-01-25 23:11:00,Instagram,Checkout,/product,Control,0,
EV00178632,C018633,SES00044659,2026-01-26 00:12:00,Email,Checkout,/product,Treatment,0,
EV00178633,C018634,SES00044659,2026-01-27 01:13:00,Referral,Checkout,/home,Control,0,
EV00178634,C018635,SES00044659,2026-01-28 02:14:00,Organic Search,Product View,/cart,Treatment,0,
EV00178635,C018636,SES00044659,2026-01-29 03:15:00,Google Ads,Product View,/home,Control,0,
EV00178636,,SES00044660,2026-01-30 04:16:00,Instagram,Checkout,/checkout,Treatment,0,
EV00178637,C018638,SES00044660,2026-01-31 05:17:00,Email,Add to Cart,/home,Control,0,
EV00178638,C018639,SES00044660,2026-02-01 06:18:00,Referral,Add to Cart,/checkout,Treatment,0,
EV00178639,C018640,SES00044660,2026-02-02 07:19:00,Organic Search,Checkout,/checkout,Control,0,
EV00178640,C018641,SES00044661,2026-02-03 08:20:00,Google Ads,Product View,/checkout,Treatment,0,
EV00178641,C018642,SES00044661,2026-02-04 09:21:00,Instagram,Purchase,/product,Control,1,O0078642
EV00178642,C018643,SES00044661,2026-02-05 10:22:00,Email,Add to Cart,/home,Treatment,0,
EV00178643,C018644,SES00044661,2026-02-06 11:23:00,Referral,Product View,/checkout,Control,0,
EV00178644,C018645,SES00044662,2026-02-07 12:24:00,Organic Search,Page View,/cart,Treatment,0,
EV00178645,C018646,SES00044662,2026-02-08 13:25:00,Google Ads,Checkout,/product,Control,0,
EV00178646,C018647,SES00044662,2026-02-09 14:26:00,Instagram,Page View,/product,Treatment,0,
EV00178647,C018648,SES00044662,2026-02-10 15:27:00,Email,Page View,/checkout,Control,0,
EV00178648,C018649,SES00044663,2026-02-11 16:28:00,Referral,Add to Cart,/cart,Treatment,0,
EV00178649,C018650,SES00044663,2026-02-12 17:29:00,Organic Search,Product View,/product,Control,0,
EV00178650,C018651,SES00044663,2026-02-13 18:30:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00178651,C018652,SES00044663,2026-02-14 19:31:00,Instagram,Product View,/product,Control,0,
EV00178652,C018653,SES00044664,2026-02-15 20:32:00,Email,Product View,/cart,Treatment,0,
EV00178653,,SES00044664,2026-02-16 21:33:00,Referral,Checkout,/checkout,Control,0,
EV00178654,C018655,SES00044664,2026-02-17 22:34:00,Organic Search,Checkout,/cart,Treatment,0,
EV00178655,C018656,SES00044664,2026-02-18 23:35:00,Google Ads,Page View,/checkout,Control,0,
EV00178656,C018657,SES00044665,2026-02-19 00:36:00,Instagram,Add to Cart,/home,Treatment,0,
EV00178657,C018658,SES00044665,2026-02-20 01:37:00,Email,Page View,/cart,Control,0,
EV00178658,C018659,SES00044665,2026-02-21 02:38:00,Referral,Checkout,/cart,Treatment,0,
EV00178659,C018660,SES00044665,2026-02-22 03:39:00,Organic Search,Checkout,/cart,Control,0,
EV00178660,C018661,SES00044666,2026-02-23 04:40:00,Google Ads,Product View,/product,Treatment,0,
EV00178661,C018662,SES00044666,2026-02-24 05:41:00,Instagram,Product View,/product,Control,0,
EV00178662,C018663,SES00044666,2026-02-25 06:42:00,Email,Add to Cart,/product,Treatment,0,
EV00178663,C018664,SES00044666,2026-02-26 07:43:00,Referral,Page View,/home,Control,0,
EV00178664,C018665,SES00044667,2026-02-27 08:44:00,Organic Search,Purchase,/product,Treatment,1,O0078665
EV00178665,C018666,SES00044667,2026-02-28 09:45:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00178666,C018667,SES00044667,2026-03-01 10:46:00,Instagram,Add to Cart,/home,Treatment,0,
EV00178667,C018668,SES00044667,2026-03-02 11:47:00,Email,Add to Cart,/home,Control,0,
EV00178668,C018669,SES00044668,2026-03-03 12:48:00,Referral,Page View,/cart,Treatment,0,
EV00178669,C018670,SES00044668,2026-03-04 13:49:00,Organic Search,Product View,/cart,Control,0,
EV00178670,,SES00044668,2026-03-05 14:50:00,Google Ads,Page View,/checkout,Treatment,0,
EV00178671,C018672,SES00044668,2026-03-06 15:51:00,Instagram,Page View,/home,Control,0,
EV00178672,C018673,SES00044669,2026-03-07 16:52:00,Email,Checkout,/checkout,Treatment,0,
EV00178673,C018674,SES00044669,2026-03-08 17:53:00,Referral,Add to Cart,/checkout,Control,0,
EV00178674,C018675,SES00044669,2026-03-09 18:54:00,Organic Search,Product View,/product,Treatment,0,
EV00178675,C018676,SES00044669,2026-03-10 19:55:00,Google Ads,Product View,/home,Control,0,
EV00178676,C018677,SES00044670,2026-03-11 20:56:00,Instagram,Product View,/cart,Treatment,0,
EV00178677,C018678,SES00044670,2026-03-12 21:57:00,Email,Page View,/cart,Control,0,
EV00178678,C018679,SES00044670,2026-03-13 22:58:00,Referral,Product View,/product,Treatment,0,
EV00178679,C018680,SES00044670,2026-03-14 23:59:00,Organic Search,Page View,/product,Control,0,
EV00178680,C018681,SES00044671,2026-03-15 00:00:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00178681,C018682,SES00044671,2026-03-16 01:01:00,Instagram,Page View,/product,Control,0,
EV00178682,C018683,SES00044671,2026-03-17 02:02:00,Email,Add to Cart,/home,Treatment,0,
EV00178683,C018684,SES00044671,2026-03-18 03:03:00,Referral,Page View,/cart,Control,0,
EV00178684,C018685,SES00044672,2026-03-19 04:04:00,Organic Search,Product View,/product,Treatment,0,
EV00178685,C018686,SES00044672,2026-03-20 05:05:00,Google Ads,Checkout,/checkout,Control,0,
EV00178686,C018687,SES00044672,2026-03-21 06:06:00,Instagram,Add to Cart,/checkout,Treatment,0,
EV00178687,,SES00044672,2026-03-22 07:07:00,Email,Purchase,/cart,Control,1,O0078688
EV00178688,C018689,SES00044673,2026-03-23 08:08:00,Referral,Page View,/cart,Treatment,0,
EV00178689,C018690,SES00044673,2026-03-24 09:09:00,Organic Search,Add to Cart,/home,Control,0,
EV00178690,C018691,SES00044673,2026-03-25 10:10:00,Google Ads,Checkout,/home,Treatment,0,
EV00178691,C018692,SES00044673,2026-03-26 11:11:00,Instagram,Checkout,/cart,Control,0,
EV00178692,C018693,SES00044674,2026-03-27 12:12:00,Email,Checkout,/product,Treatment,0,
EV00178693,C018694,SES00044674,2026-03-28 13:13:00,Referral,Product View,/checkout,Control,0,
EV00178694,C018695,SES00044674,2026-03-29 14:14:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00178695,C018696,SES00044674,2026-03-30 15:15:00,Google Ads,Product View,/cart,Control,0,
EV00178696,C018697,SES00044675,2026-03-31 16:16:00,Instagram,Page View,/product,Treatment,0,
EV00178697,C018698,SES00044675,2026-04-01 17:17:00,Email,Page View,/home,Control,0,
EV00178698,C018699,SES00044675,2026-04-02 18:18:00,Referral,Page View,/home,Treatment,0,
EV00178699,C018700,SES00044675,2026-04-03 19:19:00,Organic Search,Product View,/cart,Control,0,
EV00178700,C018701,SES00044676,2026-04-04 20:20:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00178701,C018702,SES00044676,2026-04-05 21:21:00,Instagram,Page View,/product,Control,0,
EV00178702,C018703,SES00044676,2026-04-06 22:22:00,Email,Add to Cart,/cart,Treatment,0,
EV00178703,C018704,SES00044676,2026-04-07 23:23:00,Referral,Page View,/home,Control,0,
EV00178704,,SES00044677,2026-04-08 00:24:00,Organic Search,Product View,/cart,Treatment,0,
EV00178705,C018706,SES00044677,2026-04-09 01:25:00,Google Ads,Checkout,/home,Control,0,
EV00178706,C018707,SES00044677,2026-04-10 02:26:00,Instagram,Add to Cart,/home,Treatment,0,
EV00178707,C018708,SES00044677,2026-04-11 03:27:00,Email,Add to Cart,/home,Control,0,
EV00178708,C018709,SES00044678,2026-04-12 04:28:00,Referral,Checkout,/cart,Treatment,0,
EV00178709,C018710,SES00044678,2026-04-13 05:29:00,Organic Search,Checkout,/cart,Control,0,
EV00178710,C018711,SES00044678,2026-04-14 06:30:00,Google Ads,Purchase,/home,Treatment,1,O0078711
EV00178711,C018712,SES00044678,2026-04-15 07:31:00,Instagram,Checkout,/product,Control,0,
EV00178712,C018713,SES00044679,2026-04-16 08:32:00,Email,Add to Cart,/checkout,Treatment,0,
EV00178713,C018714,SES00044679,2026-04-17 09:33:00,Referral,Page View,/checkout,Control,0,
EV00178714,C018715,SES00044679,2026-04-18 10:34:00,Organic Search,Add to Cart,/home,Treatment,0,
EV00178715,C018716,SES00044679,2026-04-19 11:35:00,Google Ads,Page View,/product,Control,0,
EV00178716,C018717,SES00044680,2026-04-20 12:36:00,Instagram,Page View,/cart,Treatment,0,
EV00178717,C018718,SES00044680,2026-04-21 13:37:00,Email,Product View,/product,Control,0,
EV00178718,C018719,SES00044680,2026-04-22 14:38:00,Referral,Product View,/cart,Treatment,0,
EV00178719,C018720,SES00044680,2026-04-23 15:39:00,Organic Search,Checkout,/product,Control,0,
EV00178720,C018721,SES00044681,2026-04-24 16:40:00,Google Ads,Product View,/home,Treatment,0,
EV00178721,,SES00044681,2026-04-25 17:41:00,Instagram,Checkout,/checkout,Control,0,
EV00178722,C018723,SES00044681,2026-04-26 18:42:00,Email,Add to Cart,/product,Treatment,0,
EV00178723,C018724,SES00044681,2026-04-27 19:43:00,Referral,Add to Cart,/checkout,Control,0,
EV00178724,C018725,SES00044682,2026-04-28 20:44:00,Organic Search,Product View,/home,Treatment,0,
EV00178725,C018726,SES00044682,2026-04-29 21:45:00,Google Ads,Product View,/checkout,Control,0,
EV00178726,C018727,SES00044682,2026-04-30 22:46:00,Instagram,Checkout,/product,Treatment,0,
EV00178727,C018728,SES00044682,2026-05-01 23:47:00,Email,Product View,/product,Control,0,
EV00178728,C018729,SES00044683,2026-05-02 00:48:00,Referral,Add to Cart,/checkout,Treatment,0,
EV00178729,C018730,SES00044683,2026-05-03 01:49:00,Organic Search,Page View,/home,Control,0,
EV00178730,C018731,SES00044683,2026-05-04 02:50:00,Google Ads,Product View,/home,Treatment,0,
EV00178731,C018732,SES00044683,2026-05-05 03:51:00,Instagram,Add to Cart,/home,Control,0,
EV00178732,C018733,SES00044684,2026-05-06 04:52:00,Email,Page View,/product,Treatment,0,
EV00178733,C018734,SES00044684,2026-05-07 05:53:00,Referral,Purchase,/home,Control,1,O0078734
EV00178734,C018735,SES00044684,2026-05-08 06:54:00,Organic Search,Product View,/checkout,Treatment,0,
EV00178735,C018736,SES00044684,2026-05-09 07:55:00,Google Ads,Product View,/cart,Control,0,
EV00178736,C018737,SES00044685,2026-05-10 08:56:00,Instagram,Checkout,/cart,Treatment,0,
EV00178737,C018738,SES00044685,2026-05-11 09:57:00,Email,Product View,/product,Control,0,
EV00178738,,SES00044685,2026-05-12 10:58:00,Referral,Product View,/home,Treatment,0,
EV00178739,C018740,SES00044685,2026-05-13 11:59:00,Organic Search,Product View,/cart,Control,0,
EV00178740,C018741,SES00044686,2026-05-14 12:00:00,Google Ads,Checkout,/home,Treatment,0,
EV00178741,C018742,SES00044686,2026-05-15 13:01:00,Instagram,Checkout,/product,Control,0,
EV00178742,C018743,SES00044686,2026-05-16 14:02:00,Email,Product View,/cart,Treatment,0,
EV00178743,C018744,SES00044686,2026-05-17 15:03:00,Referral,Checkout,/home,Control,0,
EV00178744,C018745,SES00044687,2026-05-18 16:04:00,Organic Search,Checkout,/product,Treatment,0,
EV00178745,C018746,SES00044687,2026-05-19 17:05:00,Google Ads,Page View,/cart,Control,0,
EV00178746,C018747,SES00044687,2026-05-20 18:06:00,Instagram,Page View,/product,Treatment,0,
EV00178747,C018748,SES00044687,2026-05-21 19:07:00,Email,Add to Cart,/checkout,Control,0,
EV00178748,C018749,SES00044688,2026-05-22 20:08:00,Referral,Checkout,/cart,Treatment,0,
EV00178749,C018750,SES00044688,2026-05-23 21:09:00,Organic Search,Checkout,/cart,Control,0,
EV00178750,C018751,SES00044688,2026-05-24 22:10:00,Google Ads,Product View,/home,Treatment,0,
EV00178751,C018752,SES00044688,2026-05-25 23:11:00,Instagram,Add to Cart,/home,Control,0,
EV00178752,C018753,SES00044689,2026-05-26 00:12:00,Email,Checkout,/checkout,Treatment,0,
EV00178753,C018754,SES00044689,2026-05-27 01:13:00,Referral,Page View,/product,Control,0,
EV00178754,C018755,SES00044689,2026-05-28 02:14:00,Organic Search,Product View,/home,Treatment,0,
EV00178755,,SES00044689,2026-05-29 03:15:00,Google Ads,Checkout,/cart,Control,0,
EV00178756,C018757,SES00044690,2026-05-30 04:16:00,Instagram,Purchase,/home,Treatment,1,O0078757
EV00178757,C018758,SES00044690,2026-05-31 05:17:00,Email,Checkout,/cart,Control,0,
EV00178758,C018759,SES00044690,2026-06-01 06:18:00,Referral,Checkout,/product,Treatment,0,
EV00178759,C018760,SES00044690,2026-06-02 07:19:00,Organic Search,Page View,/home,Control,0,
EV00178760,C018761,SES00044691,2026-06-03 08:20:00,Google Ads,Add to Cart,/checkout,Treatment,0,
EV00178761,C018762,SES00044691,2026-06-04 09:21:00,Instagram,Add to Cart,/product,Control,0,
EV00178762,C018763,SES00044691,2026-06-05 10:22:00,Email,Product View,/checkout,Treatment,0,
EV00178763,C018764,SES00044691,2026-06-06 11:23:00,Referral,Add to Cart,/product,Control,0,
EV00178764,C018765,SES00044692,2026-06-07 12:24:00,Organic Search,Product View,/home,Treatment,0,
EV00178765,C018766,SES00044692,2026-06-08 13:25:00,Google Ads,Product View,/cart,Control,0,
EV00178766,C018767,SES00044692,2026-06-09 14:26:00,Instagram,Page View,/home,Treatment,0,
EV00178767,C018768,SES00044692,2026-06-10 15:27:00,Email,Add to Cart,/product,Control,0,
EV00178768,C018769,SES00044693,2026-06-11 16:28:00,Referral,Page View,/product,Treatment,0,
EV00178769,C018770,SES00044693,2026-06-12 17:29:00,Organic Search,Product View,/product,Control,0,
EV00178770,C018771,SES00044693,2026-06-13 18:30:00,Google Ads,Product View,/checkout,Treatment,0,
EV00178771,C018772,SES00044693,2026-06-14 19:31:00,Instagram,Checkout,/checkout,Control,0,
EV00178772,,SES00044694,2026-06-15 20:32:00,Email,Add to Cart,/home,Treatment,0,
EV00178773,C018774,SES00044694,2026-06-16 21:33:00,Referral,Page View,/product,Control,0,
EV00178774,C018775,SES00044694,2026-06-17 22:34:00,Organic Search,Product View,/checkout,Treatment,0,
EV00178775,C018776,SES00044694,2026-06-18 23:35:00,Google Ads,Page View,/home,Control,0,
EV00178776,C018777,SES00044695,2026-06-19 00:36:00,Instagram,Checkout,/checkout,Treatment,0,
