"Complaint_ID","Customer_ID","Order_ID","Complaint_Date","Category","Severity","Resolution_Date","Resolution_Status","Satisfaction_Score"
"CP0009159","C009160","O0009160","2025-10-05","Support","Medium","2025-10-08","Resolved","5"
"CP0009160","C009161","O0009161","2025-10-06","Delivery","High","","Open",""
"CP0009161","C009162","O0009162","2025-10-07","Payment","Medium","2025-10-12","Resolved","2"
"CP0009162","C009163","O0009163","2025-10-08","Payment","Low","2025-10-14","Resolved","3"
"CP0009163","C009164","O0009164","2025-10-09","Support","Critical","2025-10-16","Resolved","4"
"CP0009164","C009165","O0009165","2025-10-10","Delivery","Critical","2025-10-18","Resolved","5"
"CP0009165","C009166","O0009166","2025-10-11","Delivery","High","2025-10-20","Resolved","1"
"CP0009166","C009167","O0009167","2025-10-12","Product","Critical","2025-10-22","Resolved","2"
"CP0009167","C009168","O0009168","2025-10-13","Support","High","2025-10-24","Resolved","3"
"CP0009168","C009169","O0009169","2025-10-14","Payment","Medium","","Open",""
"CP0009169","C009170","O0009170","2025-10-15","Support","Medium","2025-10-16","Resolved","5"
"CP0009170","C009171","O0009171","2025-10-16","Payment","Low","2025-10-18","Resolved","1"
"CP0009171","C009172","O0009172","2025-10-17","Product","Low","2025-10-20","Resolved","2"
"CP0009172","C009173","O0009173","2025-10-18","Support","Critical","2025-10-22","Resolved","3"
"CP0009173","C009174","O0009174","2025-10-19","Support","Low","2025-10-24","Resolved","4"
"CP0009174","C009175","O0009175","2025-10-20","Delivery","Low","2025-10-26","Resolved","5"
"CP0009175","C009176","O0009176","2025-10-21","Delivery","Low","2025-10-28","Resolved","1"
"CP0009176","C009177","O0009177","2025-10-22","Product","Medium","","Open",""
"CP0009177","C009178","O0009178","2025-10-23","Refund","High","2025-11-01","Resolved","3"
"CP0009178","C009179","O0009179","2025-10-24","Delivery","Critical","2025-11-03","Resolved","4"
"CP0009179","C009180","O0009180","2025-10-25","Delivery","High","2025-11-05","Resolved","5"
"CP0009180","C009181","O0009181","2025-10-26","Payment","High","2025-10-26","Resolved","1"
"CP0009181","C009182","O0009182","2025-10-27","Product","Medium","2025-10-28","Resolved","2"
"CP0009182","C009183","O0009183","2025-10-28","Refund","High","2025-10-30","Resolved","3"
"CP0009183","C009184","O0009184","2025-10-29","Product","High","2025-11-01","Resolved","4"
"CP0009184","C009185","O0009185","2025-10-30","Delivery","Critical","","Open",""
"CP0009185","C009186","O0009186","2025-10-31","Payment","Low","2025-11-05","Resolved","1"
"CP0009186","C009187","O0009187","2025-11-01","Delivery","Medium","2025-11-07","Resolved","2"
"CP0009187","C009188","O0009188","2025-11-02","Support","High","2025-11-09","Resolved","3"
"CP0009188","C009189","O0009189","2025-11-03","Refund","Low","2025-11-11","Resolved","4"
"CP0009189","C009190","O0009190","2025-11-04","Refund","Low","2025-11-13","Resolved","5"
"CP0009190","C009191","O0009191","2025-11-05","Product","Critical","2025-11-15","Resolved","1"
"CP0009191","C009192","O0009192","2025-11-06","Product","Medium","2025-11-17","Resolved","2"
"CP0009192","C009193","O0009193","2025-11-07","Support","Critical","","Open",""
"CP0009193","C009194","O0009194","2025-11-08","Product","Medium","2025-11-09","Resolved","4"
"CP0009194","C009195","O0009195","2025-11-09","Support","High","2025-11-11","Resolved","5"
"CP0009195","C009196","O0009196","2025-11-10","Delivery","Medium","2025-11-13","Resolved","1"
"CP0009196","C009197","O0009197","2025-11-11","Payment","Critical","2025-11-15","Resolved","2"
"CP0009197","C009198","O0009198","2025-11-12","Payment","High","2025-11-17","Resolved","3"
"CP0009198","C009199","O0009199","2025-11-13","Refund","Critical","2025-11-19","Resolved","4"
"CP0009199","C009200","O0009200","2025-11-14","Support","Low","2025-11-21","Resolved","5"
"CP0009200","C009201","O0009201","2025-11-15","Payment","Critical","","Open",""
"CP0009201","C009202","O0009202","2025-11-16","Delivery","Low","2025-11-25","Resolved","2"
"CP0009202","C009203","O0009203","2025-11-17","Product","High","2025-11-27","Resolved","3"
"CP0009203","C009204","O0009204","2025-11-18","Product","High","2025-11-29","Resolved","4"
"CP0009204","C009205","O0009205","2025-11-19","Support","Medium","2025-11-19","Resolved","5"
"CP0009205","C009206","O0009206","2025-11-20","Refund","Low","2025-11-21","Resolved","1"
"CP0009206","C009207","O0009207","2025-11-21","Delivery","Medium","2025-11-23","Resolved","2"
"CP0009207","C009208","O0009208","2025-11-22","Payment","Critical","2025-11-25","Resolved","3"
"CP0009208","C009209","O0009209","2025-11-23","Delivery","Low","","Open",""
"CP0009209","C009210","O0009210","2025-11-24","Payment","Medium","2025-11-29","Resolved","5"
"CP0009210","C009211","O0009211","2025-11-25","Product","Low","2025-12-01","Resolved","1"
"CP0009211","C009212","O0009212","2025-11-26","Support","Critical","2025-12-03","Resolved","2"
"CP0009212","C009213","O0009213","2025-11-27","Delivery","Critical","2025-12-05","Resolved","3"
"CP0009213","C009214","O0009214","2025-11-28","Refund","Medium","2025-12-07","Resolved","4"
"CP0009214","C009215","O0009215","2025-11-29","Support","Medium","2025-12-09","Resolved","5"
"CP0009215","C009216","O0009216","2025-11-30","Refund","Low","2025-12-11","Resolved","1"
"CP0009216","C009217","O0009217","2025-12-01","Support","Medium","","Open",""
"CP0009217","C009218","O0009218","2025-12-02","Product","Medium","2025-12-03","Resolved","3"
"CP0009218","C009219","O0009219","2025-12-03","Delivery","Medium","2025-12-05","Resolved","4"
"CP0009219","C009220","O0009220","2025-12-04","Delivery","Critical","2025-12-07","Resolved","5"
"CP0009220","C009221","O0009221","2025-12-05","Refund","Medium","2025-12-09","Resolved","1"
"CP0009221","C009222","O0009222","2025-12-06","Product","Medium","2025-12-11","Resolved","2"
"CP0009222","C009223","O0009223","2025-12-07","Refund","Critical","2025-12-13","Resolved","3"
"CP0009223","C009224","O0009224","2025-12-08","Product","Critical","2025-12-15","Resolved","4"
"CP0009224","C009225","O0009225","2025-12-09","Delivery","High","","Open",""
"CP0009225","C009226","O0009226","2025-12-10","Delivery","Critical","2025-12-19","Resolved","1"
"CP0009226","C009227","O0009227","2025-12-11","Product","Medium","2025-12-21","Resolved","2"
"CP0009227","C009228","O0009228","2025-12-12","Refund","Critical","2025-12-23","Resolved","3"
"CP0009228","C009229","O0009229","2025-12-13","Product","Critical","2025-12-13","Resolved","4"
"CP0009229","C009230","O0009230","2025-12-14","Refund","Low","2025-12-15","Resolved","5"
"CP0009230","C009231","O0009231","2025-12-15","Refund","Medium","2025-12-17","Resolved","1"
"CP0009231","C009232","O0009232","2025-12-16","Payment","High","2025-12-19","Resolved","2"
"CP0009232","C009233","O0009233","2025-12-17","Payment","Low","","Open",""
"CP0009233","C009234","O0009234","2025-12-18","Delivery","High","2025-12-23","Resolved","4"
"CP0009234","C009235","O0009235","2025-12-19","Support","High","2025-12-25","Resolved","5"
"CP0009235","C009236","O0009236","2025-12-20","Delivery","Critical","2025-12-27","Resolved","1"
"CP0009236","C009237","O0009237","2025-12-21","Delivery","Critical","2025-12-29","Resolved","2"
"CP0009237","C009238","O0009238","2025-12-22","Product","High","2025-12-31","Resolved","3"
"CP0009238","C009239","O0009239","2025-12-23","Payment","Medium","2026-01-02","Resolved","4"
"CP0009239","C009240","O0009240","2025-12-24","Product","Medium","2026-01-04","Resolved","5"
"CP0009240","C009241","O0009241","2025-12-25","Refund","Critical","","Open",""
"CP0009241","C009242","O0009242","2025-12-26","Product","High","2025-12-27","Resolved","2"
"CP0009242","C009243","O0009243","2025-12-27","Refund","Low","2025-12-29","Resolved","3"
"CP0009243","C009244","O0009244","2025-12-28","Payment","Critical","2025-12-31","Resolved","4"
"CP0009244","C009245","O0009245","2025-12-29","Refund","High","2026-01-02","Resolved","5"
"CP0009245","C009246","O0009246","2025-12-30","Support","Low","2026-01-04","Resolved","1"
"CP0009246","C009247","O0009247","2025-12-31","Support","Medium","2026-01-06","Resolved","2"
"CP0009247","C009248","O0009248","2026-01-01","Delivery","Critical","2026-01-08","Resolved","3"
"CP0009248","C009249","O0009249","2026-01-02","Delivery","High","","Open",""
"CP0009249","C009250","O0009250","2026-01-03","Payment","High","2026-01-12","Resolved","5"
"CP0009250","C009251","O0009251","2026-01-04","Payment","Medium","2026-01-14","Resolved","1"
"CP0009251","C009252","O0009252","2026-01-05","Product","Critical","2026-01-16","Resolved","2"
"CP0009252","C009253","O0009253","2026-01-06","Product","High","2026-01-06","Resolved","3"
"CP0009253","C009254","O0009254","2026-01-07","Refund","Critical","2026-01-08","Resolved","4"
"CP0009254","C009255","O0009255","2026-01-08","Support","Low","2026-01-10","Resolved","5"
"CP0009255","C009256","O0009256","2026-01-09","Refund","Critical","2026-01-12","Resolved","1"
"CP0009256","C009257","O0009257","2026-01-10","Delivery","Critical","","Open",""
"CP0009257","C009258","O0009258","2026-01-11","Delivery","Medium","2026-01-16","Resolved","3"
"CP0009258","C009259","O0009259","2026-01-12","Product","Low","2026-01-18","Resolved","4"
"CP0009259","C009260","O0009260","2026-01-13","Payment","Low","2026-01-20","Resolved","5"
"CP0009260","C009261","O0009261","2026-01-14","Delivery","Low","2026-01-22","Resolved","1"
"CP0009261","C009262","O0009262","2026-01-15","Payment","High","2026-01-24","Resolved","2"
"CP0009262","C009263","O0009263","2026-01-16","Support","Critical","2026-01-26","Resolved","3"
"CP0009263","C009264","O0009264","2026-01-17","Support","Critical","2026-01-28","Resolved","4"
"CP0009264","C009265","O0009265","2026-01-18","Payment","Medium","","Open",""
"CP0009265","C009266","O0009266","2026-01-19","Refund","Medium","2026-01-20","Resolved","1"
"CP0009266","C009267","O0009267","2026-01-20","Delivery","High","2026-01-22","Resolved","2"
"CP0009267","C009268","O0009268","2026-01-21","Support","Low","2026-01-24","Resolved","3"
"CP0009268","C009269","O0009269","2026-01-22","Payment","Critical","2026-01-26","Resolved","4"
"CP0009269","C009270","O0009270","2026-01-23","Support","High","2026-01-28","Resolved","5"
"CP0009270","C009271","O0009271","2026-01-24","Product","Low","2026-01-30","Resolved","1"
"CP0009271","C009272","O0009272","2026-01-25","Refund","Critical","2026-02-01","Resolved","2"
"CP0009272","C009273","O0009273","2026-01-26","Product","High","","Open",""
"CP0009273","C009274","O0009274","2026-01-27","Payment","Low","2026-02-05","Resolved","4"
"CP0009274","C009275","O0009275","2026-01-28","Refund","Low","2026-02-07","Resolved","5"
"CP0009275","C009276","O0009276","2026-01-29","Delivery","Low","2026-02-09","Resolved","1"
"CP0009276","C009277","O0009277","2026-01-30","Support","Low","2026-01-30","Resolved","2"
"CP0009277","C009278","O0009278","2026-01-31","Delivery","High","2026-02-01","Resolved","3"
"CP0009278","C009279","O0009279","2026-02-01","Support","Low","2026-02-03","Resolved","4"
"CP0009279","C009280","O0009280","2026-02-02","Delivery","Medium","2026-02-05","Resolved","5"
"CP0009280","C009281","O0009281","2026-02-03","Support","Critical","","Open",""
"CP0009281","C009282","O0009282","2026-02-04","Support","Low","2026-02-09","Resolved","2"
"CP0009282","C009283","O0009283","2026-02-05","Product","Medium","2026-02-11","Resolved","3"
"CP0009283","C009284","O0009284","2026-02-06","Product","Critical","2026-02-13","Resolved","4"
"CP0009284","C009285","O0009285","2026-02-07","Payment","Medium","2026-02-15","Resolved","5"
"CP0009285","C009286","O0009286","2026-02-08","Support","Low","2026-02-17","Resolved","1"
"CP0009286","C009287","O0009287","2026-02-09","Payment","Low","2026-02-19","Resolved","2"
"CP0009287","C009288","O0009288","2026-02-10","Refund","High","2026-02-21","Resolved","3"
"CP0009288","C009289","O0009289","2026-02-11","Refund","Medium","","Open",""
"CP0009289","C009290","O0009290","2026-02-12","Refund","Medium","2026-02-13","Resolved","5"
"CP0009290","C009291","O0009291","2026-02-13","Refund","High","2026-02-15","Resolved","1"
"CP0009291","C009292","O0009292","2026-02-14","Refund","Critical","2026-02-17","Resolved","2"
"CP0009292","C009293","O0009293","2026-02-15","Payment","Critical","2026-02-19","Resolved","3"
"CP0009293","C009294","O0009294","2026-02-16","Support","Critical","2026-02-21","Resolved","4"
"CP0009294","C009295","O0009295","2026-02-17","Payment","Low","2026-02-23","Resolved","5"
"CP0009295","C009296","O0009296","2026-02-18","Refund","Low","2026-02-25","Resolved","1"
"CP0009296","C009297","O0009297","2026-02-19","Payment","Critical","","Open",""
"CP0009297","C009298","O0009298","2026-02-20","Delivery","Low","2026-03-01","Resolved","3"
"CP0009298","C009299","O0009299","2026-02-21","Delivery","Low","2026-03-03","Resolved","4"
"CP0009299","C009300","O0009300","2026-02-22","Refund","High","2026-03-05","Resolved","5"
"CP0009300","C009301","O0009301","2026-02-23","Refund","Low","2026-02-23","Resolved","1"
"CP0009301","C009302","O0009302","2026-02-24","Refund","Critical","2026-02-25","Resolved","2"
"CP0009302","C009303","O0009303","2026-02-25","Refund","Medium","2026-02-27","Resolved","3"
"CP0009303","C009304","O0009304","2026-02-26","Refund","Critical","2026-03-01","Resolved","4"
"CP0009304","C009305","O0009305","2026-02-27","Delivery","High","","Open",""
"CP0009305","C009306","O0009306","2026-02-28","Refund","Low","2026-03-05","Resolved","1"
"CP0009306","C009307","O0009307","2026-03-01","Payment","Medium","2026-03-07","Resolved","2"
"CP0009307","C009308","O0009308","2026-03-02","Payment","Medium","2026-03-09","Resolved","3"
"CP0009308","C009309","O0009309","2026-03-03","Payment","Critical","2026-03-11","Resolved","4"
"CP0009309","C009310","O0009310","2026-03-04","Support","Medium","2026-03-13","Resolved","5"
"CP0009310","C009311","O0009311","2026-03-05","Product","High","2026-03-15","Resolved","1"
"CP0009311","C009312","O0009312","2026-03-06","Product","Low","2026-03-17","Resolved","2"
"CP0009312","C009313","O0009313","2026-03-07","Product","High","","Open",""
"CP0009313","C009314","O0009314","2026-03-08","Product","High","2026-03-09","Resolved","4"
"CP0009314","C009315","O0009315","2026-03-09","Product","Medium","2026-03-11","Resolved","5"
"CP0009315","C009316","O0009316","2026-03-10","Product","Medium","2026-03-13","Resolved","1"
"CP0009316","C009317","O0009317","2026-03-11","Payment","Low","2026-03-15","Resolved","2"
"CP0009317","C009318","O0009318","2026-03-12","Product","Low","2026-03-17","Resolved","3"
"CP0009318","C009319","O0009319","2026-03-13","Product","Medium","2026-03-19","Resolved","4"
"CP0009319","C009320","O0009320","2026-03-14","Delivery","Medium","2026-03-21","Resolved","5"
"CP0009320","C009321","O0009321","2026-03-15","Refund","Critical","","Open",""
"CP0009321","C009322","O0009322","2026-03-16","Support","High","2026-03-25","Resolved","2"
"CP0009322","C009323","O0009323","2026-03-17","Refund","Critical","2026-03-27","Resolved","3"
"CP0009323","C009324","O0009324","2026-03-18","Support","High","2026-03-29","Resolved","4"
"CP0009324","C009325","O0009325","2026-03-19","Refund","Critical","2026-03-19","Resolved","5"
"CP0009325","C009326","O0009326","2026-03-20","Delivery","Low","2026-03-21","Resolved","1"
"CP0009326","C009327","O0009327","2026-03-21","Payment","High","2026-03-23","Resolved","2"
"CP0009327","C009328","O0009328","2026-03-22","Refund","Medium","2026-03-25","Resolved","3"
"CP0009328","C009329","O0009329","2026-03-23","Refund","Medium","","Open",""
"CP0009329","C009330","O0009330","2026-03-24","Refund","High","2026-03-29","Resolved","5"
"CP0009330","C009331","O0009331","2026-03-25","Payment","Medium","2026-03-31","Resolved","1"
"CP0009331","C009332","O0009332","2026-03-26","Refund","Critical","2026-04-02","Resolved","2"
"CP0009332","C009333","O0009333","2026-03-27","Product","Medium","2026-04-04","Resolved","3"
"CP0009333","C009334","O0009334","2026-03-28","Product","Low","2026-04-06","Resolved","4"
"CP0009334","C009335","O0009335","2026-03-29","Payment","Medium","2026-04-08","Resolved","5"
"CP0009335","C009336","O0009336","2026-03-30","Delivery","High","2026-04-10","Resolved","1"
"CP0009336","C009337","O0009337","2026-03-31","Support","Low","","Open",""
"CP0009337","C009338","O0009338","2026-04-01","Product","Critical","2026-04-02","Resolved","3"
"CP0009338","C009339","O0009339","2026-04-02","Product","Critical","2026-04-04","Resolved","4"
"CP0009339","C009340","O0009340","2026-04-03","Refund","Medium","2026-04-06","Resolved","5"
"CP0009340","C009341","O0009341","2026-04-04","Product","High","2026-04-08","Resolved","1"
"CP0009341","C009342","O0009342","2026-04-05","Payment","High","2026-04-10","Resolved","2"
"CP0009342","C009343","O0009343","2026-04-06","Product","Low","2026-04-12","Resolved","3"
"CP0009343","C009344","O0009344","2026-04-07","Support","Low","2026-04-14","Resolved","4"
"CP0009344","C009345","O0009345","2026-04-08","Product","Medium","","Open",""
"CP0009345","C009346","O0009346","2026-04-09","Refund","Critical","2026-04-18","Resolved","1"
"CP0009346","C009347","O0009347","2026-04-10","Delivery","Low","2026-04-20","Resolved","2"
"CP0009347","C009348","O0009348","2026-04-11","Delivery","High","2026-04-22","Resolved","3"
"CP0009348","C009349","O0009349","2026-04-12","Support","Medium","2026-04-12","Resolved","4"
"CP0009349","C009350","O0009350","2026-04-13","Refund","Medium","2026-04-14","Resolved","5"
"CP0009350","C009351","O0009351","2026-04-14","Refund","Critical","2026-04-16","Resolved","1"
"CP0009351","C009352","O0009352","2026-04-15","Support","High","2026-04-18","Resolved","2"
"CP0009352","C009353","O0009353","2026-04-16","Refund","Medium","","Open",""
"CP0009353","C009354","O0009354","2026-04-17","Product","Critical","2026-04-22","Resolved","4"
"CP0009354","C009355","O0009355","2026-04-18","Product","Medium","2026-04-24","Resolved","5"
"CP0009355","C009356","O0009356","2026-04-19","Support","Medium","2026-04-26","Resolved","1"
"CP0009356","C009357","O0009357","2026-04-20","Delivery","Critical","2026-04-28","Resolved","2"
"CP0009357","C009358","O0009358","2026-04-21","Payment","Medium","2026-04-30","Resolved","3"
"CP0009358","C009359","O0009359","2026-04-22","Product","Medium","2026-05-02","Resolved","4"
"CP0009359","C009360","O0009360","2026-04-23","Support","High","2026-05-04","Resolved","5"
"CP0009360","C009361","O0009361","2026-04-24","Refund","Medium","","Open",""
"CP0009361","C009362","O0009362","2026-04-25","Product","Low","2026-04-26","Resolved","2"
"CP0009362","C009363","O0009363","2026-04-26","Support","Low","2026-04-28","Resolved","3"
"CP0009363","C009364","O0009364","2026-04-27","Payment","Medium","2026-04-30","Resolved","4"
"CP0009364","C009365","O0009365","2026-04-28","Delivery","Low","2026-05-02","Resolved","5"
"CP0009365","C009366","O0009366","2026-04-29","Payment","Low","2026-05-04","Resolved","1"
"CP0009366","C009367","O0009367","2026-04-30","Delivery","Critical","2026-05-06","Resolved","2"
"CP0009367","C009368","O0009368","2026-05-01","Support","High","2026-05-08","Resolved","3"
"CP0009368","C009369","O0009369","2026-05-02","Product","High","","Open",""
"CP0009369","C009370","O0009370","2026-05-03","Delivery","Critical","2026-05-12","Resolved","5"
"CP0009370","C009371","O0009371","2026-05-04","Support","Medium","2026-05-14","Resolved","1"
"CP0009371","C009372","O0009372","2026-05-05","Refund","Critical","2026-05-16","Resolved","2"
"CP0009372","C009373","O0009373","2026-05-06","Product","Medium","2026-05-06","Resolved","3"
"CP0009373","C009374","O0009374","2026-05-07","Support","Medium","2026-05-08","Resolved","4"
"CP0009374","C009375","O0009375","2026-05-08","Delivery","High","2026-05-10","Resolved","5"
"CP0009375","C009376","O0009376","2026-05-09","Support","Critical","2026-05-12","Resolved","1"
"CP0009376","C009377","O0009377","2026-05-10","Refund","Medium","","Open",""
"CP0009377","C009378","O0009378","2026-05-11","Delivery","Critical","2026-05-16","Resolved","3"
"CP0009378","C009379","O0009379","2026-05-12","Support","Low","2026-05-18","Resolved","4"
"CP0009379","C009380","O0009380","2026-05-13","Product","Critical","2026-05-20","Resolved","5"
"CP0009380","C009381","O0009381","2026-05-14","Support","Medium","2026-05-22","Resolved","1"
"CP0009381","C009382","O0009382","2026-05-15","Support","High","2026-05-24","Resolved","2"
"CP0009382","C009383","O0009383","2026-05-16","Refund","Critical","2026-05-26","Resolved","3"
"CP0009383","C009384","O0009384","2026-05-17","Delivery","High","2026-05-28","Resolved","4"
"CP0009384","C009385","O0009385","2026-05-18","Delivery","Critical","","Open",""
"CP0009385","C009386","O0009386","2026-05-19","Payment","High","2026-05-20","Resolved","1"
"CP0009386","C009387","O0009387","2026-05-20","Delivery","High","2026-05-22","Resolved","2"
"CP0009387","C009388","O0009388","2026-05-21","Payment","High","2026-05-24","Resolved","3"
"CP0009388","C009389","O0009389","2026-05-22","Support","Medium","2026-05-26","Resolved","4"
"CP0009389","C009390","O0009390","2026-05-23","Support","High","2026-05-28","Resolved","5"
"CP0009390","C009391","O0009391","2026-05-24","Payment","Low","2026-05-30","Resolved","1"
"CP0009391","C009392","O0009392","2026-05-25","Payment","High","2026-06-01","Resolved","2"
"CP0009392","C009393","O0009393","2026-05-26","Support","Low","","Open",""
"CP0009393","C009394","O0009394","2026-05-27","Payment","Low","2026-06-05","Resolved","4"
"CP0009394","C009395","O0009395","2026-05-28","Delivery","Critical","2026-06-07","Resolved","5"
"CP0009395","C009396","O0009396","2026-05-29","Payment","Critical","2026-06-09","Resolved","1"
"CP0009396","C009397","O0009397","2026-05-30","Support","High","2026-05-30","Resolved","2"
"CP0009397","C009398","O0009398","2026-05-31","Payment","Medium","2026-06-01","Resolved","3"
"CP0009398","C009399","O0009399","2026-06-01","Support","Medium","2026-06-03","Resolved","4"
"CP0009399","C009400","O0009400","2026-06-02","Refund","Medium","2026-06-05","Resolved","5"
"CP0009400","C009401","O0009401","2026-06-03","Product","Low","","Open",""
"CP0009401","C009402","O0009402","2026-06-04","Product","Medium","2026-06-09","Resolved","2"
"CP0009402","C009403","O0009403","2026-06-05","Product","Low","2026-06-11","Resolved","3"
"CP0009403","C009404","O0009404","2026-06-06","Support","Critical","2026-06-13","Resolved","4"
"CP0009404","C009405","O0009405","2026-06-07","Support","Medium","2026-06-15","Resolved","5"
"CP0009405","C009406","O0009406","2026-06-08","Delivery","High","2026-06-17","Resolved","1"
"CP0009406","C009407","O0009407","2026-06-09","Product","Critical","2026-06-19","Resolved","2"
"CP0009407","C009408","O0009408","2026-06-10","Product","Critical","2026-06-21","Resolved","3"
"CP0009408","C009409","O0009409","2026-06-11","Payment","Low","","Open",""
"CP0009409","C009410","O0009410","2026-06-12","Support","Low","2026-06-13","Resolved","5"
"CP0009410","C009411","O0009411","2026-06-13","Refund","Critical","2026-06-15","Resolved","1"
"CP0009411","C009412","O0009412","2026-06-14","Product","Low","2026-06-17","Resolved","2"
"CP0009412","C009413","O0009413","2026-06-15","Support","Medium","2026-06-19","Resolved","3"
"CP0009413","C009414","O0009414","2026-06-16","Refund","Medium","2026-06-21","Resolved","4"
"CP0009414","C009415","O0009415","2026-06-17","Payment","High","2026-06-23","Resolved","5"
"CP0009415","C009416","O0009416","2026-06-18","Payment","Medium","2026-06-25","Resolved","1"
"CP0009416","C009417","O0009417","2026-06-19","Payment","Critical","","Open",""
"CP0009417","C009418","O0009418","2026-06-20","Payment","Medium","2026-06-29","Resolved","3"
"CP0009418","C009419","O0009419","2026-06-21","Support","High","2026-07-01","Resolved","4"
"CP0009419","C009420","O0009420","2026-06-22","Support","High","2026-07-03","Resolved","5"
"CP0009420","C009421","O0009421","2026-06-23","Support","High","2026-06-23","Resolved","1"
"CP0009421","C009422","O0009422","2026-06-24","Support","High","2026-06-25","Resolved","2"
"CP0009422","C009423","O0009423","2026-06-25","Delivery","Medium","2026-06-27","Resolved","3"
"CP0009423","C009424","O0009424","2026-06-26","Product","Medium","2026-06-29","Resolved","4"
"CP0009424","C009425","O0009425","2026-06-27","Payment","Critical","","Open",""
"CP0009425","C009426","O0009426","2026-06-28","Support","Low","2026-07-03","Resolved","1"
"CP0009426","C009427","O0009427","2026-06-29","Support","Low","2026-07-05","Resolved","2"
"CP0009427","C009428","O0009428","2026-06-30","Delivery","Critical","2026-07-07","Resolved","3"
"CP0009428","C009429","O0009429","2026-07-01","Delivery","High","2026-07-09","Resolved","4"
"CP0009429","C009430","O0009430","2026-07-02","Support","Low","2026-07-11","Resolved","5"
"CP0009430","C009431","O0009431","2026-07-03","Payment","Medium","2026-07-13","Resolved","1"
"CP0009431","C009432","O0009432","2026-07-04","Delivery","Critical","2026-07-15","Resolved","2"
"CP0009432","C009433","O0009433","2026-07-05","Refund","Critical","","Open",""
"CP0009433","C009434","O0009434","2026-07-06","Refund","Low","2026-07-07","Resolved","4"
"CP0009434","C009435","O0009435","2026-07-07","Payment","Medium","2026-07-09","Resolved","5"
"CP0009435","C009436","O0009436","2026-07-08","Delivery","Low","2026-07-11","Resolved","1"
"CP0009436","C009437","O0009437","2026-07-09","Refund","High","2026-07-13","Resolved","2"
"CP0009437","C009438","O0009438","2026-07-10","Refund","High","2026-07-15","Resolved","3"
"CP0009438","C009439","O0009439","2026-07-11","Product","Critical","2026-07-17","Resolved","4"
"CP0009439","C009440","O0009440","2026-07-12","Delivery","High","2026-07-19","Resolved","5"
"CP0009440","C009441","O0009441","2026-07-13","Support","Low","","Open",""
"CP0009441","C009442","O0009442","2026-07-14","Payment","Medium","2026-07-23","Resolved","2"
"CP0009442","C009443","O0009443","2026-07-15","Product","Low","2026-07-25","Resolved","3"
"CP0009443","C009444","O0009444","2026-07-16","Product","Critical","2026-07-27","Resolved","4"
"CP0009444","C009445","O0009445","2026-07-17","Payment","Critical","2026-07-17","Resolved","5"
"CP0009445","C009446","O0009446","2026-07-18","Refund","Low","2026-07-19","Resolved","1"
"CP0009446","C009447","O0009447","2026-07-19","Product","Critical","2026-07-21","Resolved","2"
"CP0009447","C009448","O0009448","2026-07-20","Payment","Critical","2026-07-23","Resolved","3"
"CP0009448","C009449","O0009449","2026-07-21","Refund","High","","Open",""
"CP0009449","C009450","O0009450","2026-07-22","Refund","Critical","2026-07-27","Resolved","5"
"CP0009450","C009451","O0009451","2026-07-23","Payment","Low","2026-07-29","Resolved","1"
"CP0009451","C009452","O0009452","2026-07-24","Support","Critical","2026-07-31","Resolved","2"
"CP0009452","C009453","O0009453","2026-07-25","Product","Low","2026-08-02","Resolved","3"
"CP0009453","C009454","O0009454","2026-07-26","Support","Low","2026-08-04","Resolved","4"
"CP0009454","C009455","O0009455","2026-07-27","Delivery","Low","2026-08-06","Resolved","5"
"CP0009455","C009456","O0009456","2026-07-28","Delivery","Medium","2026-08-08","Resolved","1"
"CP0009456","C009457","O0009457","2026-07-29","Refund","Medium","","Open",""
"CP0009457","C009458","O0009458","2026-07-30","Payment","Critical","2026-07-31","Resolved","3"
"CP0009458","C009459","O0009459","2026-07-31","Refund","Low","2026-08-02","Resolved","4"
"CP0009459","C009460","O0009460","2026-08-01","Product","Medium","2026-08-04","Resolved","5"
"CP0009460","C009461","O0009461","2026-08-02","Product","Medium","2026-08-06","Resolved","1"
"CP0009461","C009462","O0009462","2026-08-03","Payment","Low","2026-08-08","Resolved","2"
"CP0009462","C009463","O0009463","2026-08-04","Payment","Critical","2026-08-10","Resolved","3"
"CP0009463","C009464","O0009464","2026-08-05","Delivery","High","2026-08-12","Resolved","4"
"CP0009464","C009465","O0009465","2026-08-06","Delivery","Low","","Open",""
"CP0009465","C009466","O0009466","2026-08-07","Product","Low","2026-08-16","Resolved","1"
"CP0009466","C009467","O0009467","2026-08-08","Product","Medium","2026-08-18","Resolved","2"
"CP0009467","C009468","O0009468","2026-08-09","Refund","Medium","2026-08-20","Resolved","3"
"CP0009468","C009469","O0009469","2026-08-10","Payment","Low","2026-08-10","Resolved","4"
"CP0009469","C009470","O0009470","2026-08-11","Payment","Critical","2026-08-12","Resolved","5"
"CP0009470","C009471","O0009471","2026-08-12","Payment","High","2026-08-14","Resolved","1"
"CP0009471","C009472","O0009472","2026-08-13","Payment","Low","2026-08-16","Resolved","2"
"CP0009472","C009473","O0009473","2026-08-14","Product","Critical","","Open",""
"CP0009473","C009474","O0009474","2026-08-15","Refund","Low","2026-08-20","Resolved","4"
"CP0009474","C009475","O0009475","2026-08-16","Delivery","High","2026-08-22","Resolved","5"
"CP0009475","C009476","O0009476","2026-08-17","Refund","Medium","2026-08-24","Resolved","1"
