"Payment_ID","Invoice_ID","Customer_ID","Payment_Date","Payment_Method","Payment_Amount","Payment_Fee","Payment_Status"
"PAY0072446","INV0072446","C012447","2026-03-16","UPI","8882.00","159.88","Successful"
"PAY0072447","INV0072447","C012448","2026-03-17","Card","8999.00","161.98","Successful"
"PAY0072448","INV0072448","C012449","2026-03-18","Wallet","9116.00","164.09","Successful"
"PAY0072449","INV0072449","C012450","2026-03-19","Wallet","9233.00","166.19","Successful"
"PAY0072450","INV0072450","C012451","2026-03-20","UPI","9350.00","168.30","Successful"
"PAY0072451","INV0072451","C012452","2026-03-21","Wallet","9467.00","170.41","Successful"
"PAY0072452","INV0072452","C012453","2026-03-22","Bank Transfer","9584.00","172.51","Successful"
"PAY0072453","INV0072453","C012454","2026-03-23","UPI","9701.00","174.62","Successful"
"PAY0072454","INV0072454","C012455","2026-03-24","Card","9818.00","176.72","Failed"
"PAY0072455","INV0072455","C012456","2026-03-25","Bank Transfer","9935.00","178.83","Successful"
"PAY0072456","INV0072456","C012457","2026-03-26","UPI","10052.00","180.94","Successful"
"PAY0072457","INV0072457","C012458","2026-03-27","Wallet","10169.00","183.04","Successful"
"PAY0072458","INV0072458","C012459","2026-03-28","UPI","10286.00","185.15","Successful"
"PAY0072459","INV0072459","C012460","2026-03-29","Card","10403.00","187.25","Successful"
"PAY0072460","INV0072460","C012461","2026-03-30","UPI","10520.00","189.36","Successful"
"PAY0072461","INV0072461","C012462","2026-03-31","UPI","10637.00","191.47","Successful"
"PAY0072462","INV0072462","C012463","2026-04-01","Card","10754.00","193.57","Successful"
"PAY0072463","INV0072463","C012464","2026-04-02","Wallet","10871.00","195.68","Successful"
"PAY0072464","INV0072464","C012465","2026-04-03","Wallet","10988.00","197.78","Successful"
"PAY0072465","INV0072465","C012466","2026-04-04","Wallet","11105.00","199.89","Successful"
"PAY0072466","INV0072466","C012467","2026-04-05","Wallet","11222.00","202.00","Successful"
"PAY0072467","INV0072467","C012468","2026-04-06","Bank Transfer","11339.00","204.10","Successful"
"PAY0072468","INV0072468","C012469","2026-04-07","UPI","11456.00","206.21","Successful"
"PAY0072469","INV0072469","C012470","2026-04-08","Wallet","11573.00","208.31","Successful"
"PAY0072470","INV0072470","C012471","2026-04-09","Card","11690.00","210.42","Successful"
"PAY0072471","INV0072471","C012472","2026-04-10","UPI","11807.00","212.53","Failed"
"PAY0072472","INV0072472","C012473","2026-04-11","UPI","11924.00","214.63","Successful"
"PAY0072473","INV0072473","C012474","2026-04-12","Wallet","12041.00","216.74","Successful"
"PAY0072474","INV0072474","C012475","2026-04-13","Card","12158.00","218.84","Successful"
"PAY0072475","INV0072475","C012476","2026-04-14","Card","12275.00","220.95","Successful"
"PAY0072476","INV0072476","C012477","2026-04-15","Bank Transfer","12392.00","223.06","Successful"
"PAY0072477","INV0072477","C012478","2026-04-16","Bank Transfer","12509.00","225.16","Successful"
"PAY0072478","INV0072478","C012479","2026-04-17","UPI","12626.00","227.27","Successful"
"PAY0072479","INV0072479","C012480","2026-04-18","Bank Transfer","12743.00","229.37","Successful"
"PAY0072480","INV0072480","C012481","2026-04-19","UPI","12860.00","231.48","Successful"
"PAY0072481","INV0072481","C012482","2026-04-20","Wallet","12977.00","233.59","Successful"
"PAY0072482","INV0072482","C012483","2026-04-21","UPI","13094.00","235.69","Successful"
"PAY0072483","INV0072483","C012484","2026-04-22","Bank Transfer","13211.00","237.80","Successful"
"PAY0072484","INV0072484","C012485","2026-04-23","Wallet","13328.00","239.90","Successful"
"PAY0072485","INV0072485","C012486","2026-04-24","Wallet","13445.00","242.01","Successful"
"PAY0072486","INV0072486","C012487","2026-04-25","Wallet","13562.00","244.12","Successful"
"PAY0072487","INV0072487","C012488","2026-04-26","Card","13679.00","246.22","Successful"
"PAY0072488","INV0072488","C012489","2026-04-27","UPI","13796.00","248.33","Failed"
"PAY0072489","INV0072489","C012490","2026-04-28","Card","13913.00","250.43","Successful"
"PAY0072490","INV0072490","C012491","2026-04-29","UPI","14030.00","252.54","Successful"
"PAY0072491","INV0072491","C012492","2026-04-30","Wallet","14147.00","254.65","Successful"
"PAY0072492","INV0072492","C012493","2026-05-01","Bank Transfer","14264.00","256.75","Successful"
"PAY0072493","INV0072493","C012494","2026-05-02","Bank Transfer","14381.00","258.86","Successful"
"PAY0072494","INV0072494","C012495","2026-05-03","Card","14498.00","260.96","Successful"
"PAY0072495","INV0072495","C012496","2026-05-04","Card","14615.00","263.07","Successful"
"PAY0072496","INV0072496","C012497","2026-05-05","Wallet","14732.00","265.18","Successful"
"PAY0072497","INV0072497","C012498","2026-05-06","Card","14849.00","267.28","Successful"
"PAY0072498","INV0072498","C012499","2026-05-07","Card","14966.00","269.39","Successful"
"PAY0072499","INV0072499","C012500","2026-05-08","Bank Transfer","15083.00","271.49","Successful"
"PAY0072500","INV0072500","C012501","2026-05-09","Wallet","15200.00","273.60","Successful"
"PAY0072501","INV0072501","C012502","2026-05-10","Card","15317.00","275.71","Successful"
"PAY0072502","INV0072502","C012503","2026-05-11","Card","15434.00","277.81","Successful"
"PAY0072503","INV0072503","C012504","2026-05-12","Bank Transfer","15551.00","279.92","Successful"
"PAY0072504","INV0072504","C012505","2026-05-13","Card","15668.00","282.02","Successful"
"PAY0072505","INV0072505","C012506","2026-05-14","Bank Transfer","15785.00","284.13","Failed"
"PAY0072506","INV0072506","C012507","2026-05-15","Bank Transfer","15902.00","286.24","Successful"
"PAY0072507","INV0072507","C012508","2026-05-16","Card","16019.00","288.34","Successful"
"PAY0072508","INV0072508","C012509","2026-05-17","Wallet","16136.00","290.45","Successful"
"PAY0072509","INV0072509","C012510","2026-05-18","UPI","16253.00","292.55","Successful"
"PAY0072510","INV0072510","C012511","2026-05-19","Card","16370.00","294.66","Successful"
"PAY0072511","INV0072511","C012512","2026-05-20","UPI","16487.00","296.77","Successful"
"PAY0072512","INV0072512","C012513","2026-05-21","UPI","16604.00","298.87","Successful"
"PAY0072513","INV0072513","C012514","2026-05-22","Bank Transfer","16721.00","300.98","Successful"
"PAY0072514","INV0072514","C012515","2026-05-23","Wallet","16838.00","303.08","Successful"
"PAY0072515","INV0072515","C012516","2026-05-24","Bank Transfer","16955.00","305.19","Successful"
"PAY0072516","INV0072516","C012517","2026-05-25","Card","17072.00","307.30","Successful"
"PAY0072517","INV0072517","C012518","2026-05-26","UPI","17189.00","309.40","Successful"
"PAY0072518","INV0072518","C012519","2026-05-27","UPI","17306.00","311.51","Successful"
"PAY0072519","INV0072519","C012520","2026-05-28","UPI","17423.00","313.61","Successful"
"PAY0072520","INV0072520","C012521","2026-05-29","Bank Transfer","17540.00","315.72","Successful"
"PAY0072521","INV0072521","C012522","2026-05-30","Card","17657.00","317.83","Successful"
"PAY0072522","INV0072522","C012523","2026-05-31","UPI","17774.00","319.93","Failed"
"PAY0072523","INV0072523","C012524","2026-06-01","UPI","17891.00","322.04","Successful"
"PAY0072524","INV0072524","C012525","2026-06-02","Wallet","18008.00","324.14","Successful"
"PAY0072525","INV0072525","C012526","2026-06-03","Card","18125.00","326.25","Successful"
"PAY0072526","INV0072526","C012527","2026-06-04","Card","18242.00","328.36","Successful"
"PAY0072527","INV0072527","C012528","2026-06-05","Bank Transfer","18359.00","330.46","Successful"
"PAY0072528","INV0072528","C012529","2026-06-06","Card","18476.00","332.57","Successful"
"PAY0072529","INV0072529","C012530","2026-06-07","Wallet","18593.00","334.67","Successful"
"PAY0072530","INV0072530","C012531","2026-06-08","Bank Transfer","18710.00","336.78","Successful"
"PAY0072531","INV0072531","C012532","2026-06-09","Wallet","18827.00","338.89","Successful"
"PAY0072532","INV0072532","C012533","2026-06-10","Wallet","18944.00","340.99","Successful"
"PAY0072533","INV0072533","C012534","2026-06-11","Card","19061.00","343.10","Successful"
"PAY0072534","INV0072534","C012535","2026-06-12","Wallet","19178.00","345.20","Successful"
"PAY0072535","INV0072535","C012536","2026-06-13","UPI","19295.00","347.31","Successful"
"PAY0072536","INV0072536","C012537","2026-06-14","Bank Transfer","19412.00","349.42","Successful"
"PAY0072537","INV0072537","C012538","2026-06-15","UPI","19529.00","351.52","Successful"
"PAY0072538","INV0072538","C012539","2026-06-16","Card","19646.00","353.63","Successful"
"PAY0072539","INV0072539","C012540","2026-06-17","Card","19763.00","355.73","Failed"
"PAY0072540","INV0072540","C012541","2026-06-18","UPI","19880.00","357.84","Successful"
"PAY0072541","INV0072541","C012542","2026-06-19","Card","19997.00","359.95","Successful"
"PAY0072542","INV0072542","C012543","2026-06-20","Bank Transfer","20114.00","362.05","Successful"
"PAY0072543","INV0072543","C012544","2026-06-21","Card","20231.00","364.16","Successful"
"PAY0072544","INV0072544","C012545","2026-06-22","Bank Transfer","20348.00","366.26","Successful"
"PAY0072545","INV0072545","C012546","2026-06-23","UPI","20465.00","368.37","Successful"
"PAY0072546","INV0072546","C012547","2026-06-24","Card","20582.00","370.48","Successful"
"PAY0072547","INV0072547","C012548","2026-06-25","Wallet","20699.00","372.58","Successful"
"PAY0072548","INV0072548","C012549","2026-06-26","Wallet","20816.00","374.69","Successful"
"PAY0072549","INV0072549","C012550","2026-06-27","Bank Transfer","20933.00","376.79","Successful"
"PAY0072550","INV0072550","C012551","2026-06-28","Wallet","21050.00","378.90","Successful"
"PAY0072551","INV0072551","C012552","2026-06-29","Wallet","21167.00","381.01","Successful"
"PAY0072552","INV0072552","C012553","2026-06-30","Card","21284.00","383.11","Successful"
"PAY0072553","INV0072553","C012554","2026-07-01","Wallet","21401.00","385.22","Successful"
"PAY0072554","INV0072554","C012555","2026-07-02","Bank Transfer","21518.00","387.32","Successful"
"PAY0072555","INV0072555","C012556","2026-07-03","Bank Transfer","21635.00","389.43","Successful"
"PAY0072556","INV0072556","C012557","2026-07-04","Card","21752.00","391.54","Failed"
"PAY0072557","INV0072557","C012558","2026-07-05","Card","21869.00","393.64","Successful"
"PAY0072558","INV0072558","C012559","2026-07-06","Bank Transfer","21986.00","395.75","Successful"
"PAY0072559","INV0072559","C012560","2026-07-07","UPI","22103.00","397.85","Successful"
"PAY0072560","INV0072560","C012561","2026-07-08","Bank Transfer","22220.00","399.96","Successful"
"PAY0072561","INV0072561","C012562","2026-07-09","Bank Transfer","22337.00","402.07","Successful"
"PAY0072562","INV0072562","C012563","2026-07-10","Bank Transfer","22454.00","404.17","Successful"
"PAY0072563","INV0072563","C012564","2026-07-11","Card","22571.00","406.28","Successful"
"PAY0072564","INV0072564","C012565","2026-07-12","Wallet","22688.00","408.38","Successful"
"PAY0072565","INV0072565","C012566","2026-07-13","UPI","22805.00","410.49","Successful"
"PAY0072566","INV0072566","C012567","2026-07-14","Card","22922.00","412.60","Successful"
"PAY0072567","INV0072567","C012568","2026-07-15","UPI","23039.00","414.70","Successful"
"PAY0072568","INV0072568","C012569","2026-07-16","Card","23156.00","416.81","Successful"
"PAY0072569","INV0072569","C012570","2026-07-17","Wallet","23273.00","418.91","Successful"
"PAY0072570","INV0072570","C012571","2026-07-18","UPI","23390.00","421.02","Successful"
"PAY0072571","INV0072571","C012572","2026-07-19","UPI","23507.00","423.13","Successful"
"PAY0072572","INV0072572","C012573","2026-07-20","Bank Transfer","23624.00","425.23","Successful"
"PAY0072573","INV0072573","C012574","2026-07-21","Bank Transfer","23741.00","427.34","Failed"
"PAY0072574","INV0072574","C012575","2026-07-22","Card","23858.00","429.44","Successful"
"PAY0072575","INV0072575","C012576","2026-07-23","UPI","23975.00","431.55","Successful"
"PAY0072576","INV0072576","C012577","2026-07-24","Wallet","24092.00","433.66","Successful"
"PAY0072577","INV0072577","C012578","2026-07-25","UPI","24209.00","435.76","Successful"
"PAY0072578","INV0072578","C012579","2026-07-26","Wallet","24326.00","437.87","Successful"
"PAY0072579","INV0072579","C012580","2026-07-27","Bank Transfer","24443.00","439.97","Successful"
"PAY0072580","INV0072580","C012581","2026-07-28","Card","24560.00","442.08","Successful"
"PAY0072581","INV0072581","C012582","2026-07-29","UPI","24677.00","444.19","Successful"
"PAY0072582","INV0072582","C012583","2026-07-30","UPI","24794.00","446.29","Successful"
"PAY0072583","INV0072583","C012584","2026-07-31","Card","24911.00","448.40","Successful"
"PAY0072584","INV0072584","C012585","2026-08-01","Card","25028.00","450.50","Successful"
"PAY0072585","INV0072585","C012586","2026-08-02","Card","25145.00","452.61","Successful"
"PAY0072586","INV0072586","C012587","2026-08-03","Card","25262.00","454.72","Successful"
"PAY0072587","INV0072587","C012588","2026-08-04","Card","25379.00","456.82","Successful"
"PAY0072588","INV0072588","C012589","2026-08-05","Bank Transfer","25496.00","458.93","Successful"
"PAY0072589","INV0072589","C012590","2026-08-06","Bank Transfer","25613.00","461.03","Successful"
"PAY0072590","INV0072590","C012591","2026-08-07","UPI","25730.00","463.14","Failed"
"PAY0072591","INV0072591","C012592","2026-08-08","UPI","25847.00","465.25","Successful"
"PAY0072592","INV0072592","C012593","2026-08-09","Wallet","25964.00","467.35","Successful"
"PAY0072593","INV0072593","C012594","2026-08-10","Wallet","26081.00","469.46","Successful"
"PAY0072594","INV0072594","C012595","2026-08-11","Card","26198.00","471.56","Successful"
"PAY0072595","INV0072595","C012596","2026-08-12","Card","26315.00","473.67","Successful"
"PAY0072596","INV0072596","C012597","2026-08-13","UPI","26432.00","475.78","Successful"
"PAY0072597","INV0072597","C012598","2026-08-14","Wallet","26549.00","477.88","Successful"
"PAY0072598","INV0072598","C012599","2026-08-15","Card","26666.00","479.99","Successful"
"PAY0072599","INV0072599","C012600","2026-08-16","Bank Transfer","26783.00","482.09","Successful"
"PAY0072600","INV0072600","C012601","2026-08-17","UPI","3500.00","63.00","Successful"
"PAY0072601","INV0072601","C012602","2026-08-18","Card","3617.00","65.11","Successful"
"PAY0072602","INV0072602","C012603","2026-08-19","Wallet","3734.00","67.21","Successful"
"PAY0072603","INV0072603","C012604","2026-08-20","UPI","3851.00","69.32","Successful"
"PAY0072604","INV0072604","C012605","2026-08-21","Card","3968.00","71.42","Successful"
"PAY0072605","INV0072605","C012606","2026-08-22","Card","4085.00","73.53","Successful"
"PAY0072606","INV0072606","C012607","2026-08-23","UPI","4202.00","75.64","Successful"
"PAY0072607","INV0072607","C012608","2026-08-24","Card","4319.00","77.74","Failed"
"PAY0072608","INV0072608","C012609","2026-08-25","Bank Transfer","4436.00","79.85","Successful"
"PAY0072609","INV0072609","C012610","2026-08-26","Card","4553.00","81.95","Successful"
"PAY0072610","INV0072610","C012611","2026-08-27","UPI","4670.00","84.06","Successful"
"PAY0072611","INV0072611","C012612","2026-08-28","Bank Transfer","4787.00","86.17","Successful"
"PAY0072612","INV0072612","C012613","2026-08-29","UPI","4904.00","88.27","Successful"
"PAY0072613","INV0072613","C012614","2026-08-30","Card","5021.00","90.38","Successful"
"PAY0072614","INV0072614","C012615","2026-08-31","Card","5138.00","92.48","Successful"
"PAY0072615","INV0072615","C012616","2025-09-01","Wallet","5255.00","94.59","Successful"
"PAY0072616","INV0072616","C012617","2025-09-02","Card","5372.00","96.70","Successful"
"PAY0072617","INV0072617","C012618","2025-09-03","Wallet","5489.00","98.80","Successful"
"PAY0072618","INV0072618","C012619","2025-09-04","UPI","5606.00","100.91","Successful"
"PAY0072619","INV0072619","C012620","2025-09-05","UPI","5723.00","103.01","Successful"
"PAY0072620","INV0072620","C012621","2025-09-06","Wallet","5840.00","105.12","Successful"
"PAY0072621","INV0072621","C012622","2025-09-07","Bank Transfer","5957.00","107.23","Successful"
"PAY0072622","INV0072622","C012623","2025-09-08","Wallet","6074.00","109.33","Successful"
"PAY0072623","INV0072623","C012624","2025-09-09","Bank Transfer","6191.00","111.44","Successful"
"PAY0072624","INV0072624","C012625","2025-09-10","Wallet","6308.00","113.54","Failed"
"PAY0072625","INV0072625","C012626","2025-09-11","Bank Transfer","6425.00","115.65","Successful"
"PAY0072626","INV0072626","C012627","2025-09-12","Wallet","6542.00","117.76","Successful"
"PAY0072627","INV0072627","C012628","2025-09-13","UPI","6659.00","119.86","Successful"
"PAY0072628","INV0072628","C012629","2025-09-14","Wallet","6776.00","121.97","Successful"
"PAY0072629","INV0072629","C012630","2025-09-15","Bank Transfer","6893.00","124.07","Successful"
"PAY0072630","INV0072630","C012631","2025-09-16","UPI","7010.00","126.18","Successful"
"PAY0072631","INV0072631","C012632","2025-09-17","Wallet","7127.00","128.29","Successful"
"PAY0072632","INV0072632","C012633","2025-09-18","Card","7244.00","130.39","Successful"
"PAY0072633","INV0072633","C012634","2025-09-19","Bank Transfer","7361.00","132.50","Successful"
"PAY0072634","INV0072634","C012635","2025-09-20","Wallet","7478.00","134.60","Successful"
"PAY0072635","INV0072635","C012636","2025-09-21","Wallet","7595.00","136.71","Successful"
"PAY0072636","INV0072636","C012637","2025-09-22","Card","7712.00","138.82","Successful"
"PAY0072637","INV0072637","C012638","2025-09-23","Bank Transfer","7829.00","140.92","Successful"
"PAY0072638","INV0072638","C012639","2025-09-24","Bank Transfer","7946.00","143.03","Successful"
"PAY0072639","INV0072639","C012640","2025-09-25","Wallet","8063.00","145.13","Successful"
"PAY0072640","INV0072640","C012641","2025-09-26","Bank Transfer","8180.00","147.24","Successful"
"PAY0072641","INV0072641","C012642","2025-09-27","Wallet","8297.00","149.35","Failed"
"PAY0072642","INV0072642","C012643","2025-09-28","Card","8414.00","151.45","Successful"
"PAY0072643","INV0072643","C012644","2025-09-29","Bank Transfer","8531.00","153.56","Successful"
"PAY0072644","INV0072644","C012645","2025-09-30","Wallet","8648.00","155.66","Successful"
"PAY0072645","INV0072645","C012646","2025-10-01","Bank Transfer","8765.00","157.77","Successful"
"PAY0072646","INV0072646","C012647","2025-10-02","UPI","8882.00","159.88","Successful"
"PAY0072647","INV0072647","C012648","2025-10-03","Bank Transfer","8999.00","161.98","Successful"
"PAY0072648","INV0072648","C012649","2025-10-04","Wallet","9116.00","164.09","Successful"
"PAY0072649","INV0072649","C012650","2025-10-05","Wallet","9233.00","166.19","Successful"
"PAY0072650","INV0072650","C012651","2025-10-06","Wallet","9350.00","168.30","Successful"
"PAY0072651","INV0072651","C012652","2025-10-07","Card","9467.00","170.41","Successful"
"PAY0072652","INV0072652","C012653","2025-10-08","Wallet","9584.00","172.51","Successful"
"PAY0072653","INV0072653","C012654","2025-10-09","Bank Transfer","9701.00","174.62","Successful"
"PAY0072654","INV0072654","C012655","2025-10-10","Bank Transfer","9818.00","176.72","Successful"
"PAY0072655","INV0072655","C012656","2025-10-11","UPI","9935.00","178.83","Successful"
"PAY0072656","INV0072656","C012657","2025-10-12","Card","10052.00","180.94","Successful"
"PAY0072657","INV0072657","C012658","2025-10-13","Bank Transfer","10169.00","183.04","Successful"
"PAY0072658","INV0072658","C012659","2025-10-14","Bank Transfer","10286.00","185.15","Failed"
"PAY0072659","INV0072659","C012660","2025-10-15","UPI","10403.00","187.25","Successful"
"PAY0072660","INV0072660","C012661","2025-10-16","Bank Transfer","10520.00","189.36","Successful"
"PAY0072661","INV0072661","C012662","2025-10-17","Card","10637.00","191.47","Successful"
"PAY0072662","INV0072662","C012663","2025-10-18","UPI","10754.00","193.57","Successful"
"PAY0072663","INV0072663","C012664","2025-10-19","Card","10871.00","195.68","Successful"
"PAY0072664","INV0072664","C012665","2025-10-20","Card","10988.00","197.78","Successful"
"PAY0072665","INV0072665","C012666","2025-10-21","Card","11105.00","199.89","Successful"
"PAY0072666","INV0072666","C012667","2025-10-22","Bank Transfer","11222.00","202.00","Successful"
"PAY0072667","INV0072667","C012668","2025-10-23","Wallet","11339.00","204.10","Successful"
"PAY0072668","INV0072668","C012669","2025-10-24","UPI","11456.00","206.21","Successful"
"PAY0072669","INV0072669","C012670","2025-10-25","Card","11573.00","208.31","Successful"
"PAY0072670","INV0072670","C012671","2025-10-26","Wallet","11690.00","210.42","Successful"
"PAY0072671","INV0072671","C012672","2025-10-27","Bank Transfer","11807.00","212.53","Successful"
"PAY0072672","INV0072672","C012673","2025-10-28","UPI","11924.00","214.63","Successful"
"PAY0072673","INV0072673","C012674","2025-10-29","Bank Transfer","12041.00","216.74","Successful"
"PAY0072674","INV0072674","C012675","2025-10-30","UPI","12158.00","218.84","Successful"
"PAY0072675","INV0072675","C012676","2025-10-31","UPI","12275.00","220.95","Failed"
"PAY0072676","INV0072676","C012677","2025-11-01","UPI","12392.00","223.06","Successful"
"PAY0072677","INV0072677","C012678","2025-11-02","Wallet","12509.00","225.16","Successful"
"PAY0072678","INV0072678","C012679","2025-11-03","Card","12626.00","227.27","Successful"
"PAY0072679","INV0072679","C012680","2025-11-04","Card","12743.00","229.37","Successful"
"PAY0072680","INV0072680","C012681","2025-11-05","Bank Transfer","12860.00","231.48","Successful"
"PAY0072681","INV0072681","C012682","2025-11-06","Card","12977.00","233.59","Successful"
"PAY0072682","INV0072682","C012683","2025-11-07","Bank Transfer","13094.00","235.69","Successful"
"PAY0072683","INV0072683","C012684","2025-11-08","Card","13211.00","237.80","Successful"
"PAY0072684","INV0072684","C012685","2025-11-09","Bank Transfer","13328.00","239.90","Successful"
"PAY0072685","INV0072685","C012686","2025-11-10","Wallet","13445.00","242.01","Successful"
"PAY0072686","INV0072686","C012687","2025-11-11","Bank Transfer","13562.00","244.12","Successful"
"PAY0072687","INV0072687","C012688","2025-11-12","Card","13679.00","246.22","Successful"
"PAY0072688","INV0072688","C012689","2025-11-13","Card","13796.00","248.33","Successful"
"PAY0072689","INV0072689","C012690","2025-11-14","UPI","13913.00","250.43","Successful"
"PAY0072690","INV0072690","C012691","2025-11-15","UPI","14030.00","252.54","Successful"
"PAY0072691","INV0072691","C012692","2025-11-16","Wallet","14147.00","254.65","Successful"
"PAY0072692","INV0072692","C012693","2025-11-17","Wallet","14264.00","256.75","Failed"
"PAY0072693","INV0072693","C012694","2025-11-18","Card","14381.00","258.86","Successful"
"PAY0072694","INV0072694","C012695","2025-11-19","Bank Transfer","14498.00","260.96","Successful"
"PAY0072695","INV0072695","C012696","2025-11-20","Card","14615.00","263.07","Successful"
"PAY0072696","INV0072696","C012697","2025-11-21","Wallet","14732.00","265.18","Successful"
"PAY0072697","INV0072697","C012698","2025-11-22","Wallet","14849.00","267.28","Successful"
"PAY0072698","INV0072698","C012699","2025-11-23","Wallet","14966.00","269.39","Successful"
"PAY0072699","INV0072699","C012700","2025-11-24","Bank Transfer","15083.00","271.49","Successful"
"PAY0072700","INV0072700","C012701","2025-11-25","UPI","15200.00","273.60","Successful"
"PAY0072701","INV0072701","C012702","2025-11-26","Bank Transfer","15317.00","275.71","Successful"
"PAY0072702","INV0072702","C012703","2025-11-27","UPI","15434.00","277.81","Successful"
"PAY0072703","INV0072703","C012704","2025-11-28","Card","15551.00","279.92","Successful"
"PAY0072704","INV0072704","C012705","2025-11-29","Wallet","15668.00","282.02","Successful"
"PAY0072705","INV0072705","C012706","2025-11-30","Bank Transfer","15785.00","284.13","Successful"
"PAY0072706","INV0072706","C012707","2025-12-01","Bank Transfer","15902.00","286.24","Successful"
"PAY0072707","INV0072707","C012708","2025-12-02","Bank Transfer","16019.00","288.34","Successful"
"PAY0072708","INV0072708","C012709","2025-12-03","Bank Transfer","16136.00","290.45","Successful"
"PAY0072709","INV0072709","C012710","2025-12-04","Card","16253.00","292.55","Failed"
"PAY0072710","INV0072710","C012711","2025-12-05","Wallet","16370.00","294.66","Successful"
"PAY0072711","INV0072711","C012712","2025-12-06","Wallet","16487.00","296.77","Successful"
"PAY0072712","INV0072712","C012713","2025-12-07","Wallet","16604.00","298.87","Successful"
"PAY0072713","INV0072713","C012714","2025-12-08","Wallet","16721.00","300.98","Successful"
"PAY0072714","INV0072714","C012715","2025-12-09","Wallet","16838.00","303.08","Successful"
"PAY0072715","INV0072715","C012716","2025-12-10","Wallet","16955.00","305.19","Successful"
"PAY0072716","INV0072716","C012717","2025-12-11","Card","17072.00","307.30","Successful"
"PAY0072717","INV0072717","C012718","2025-12-12","Card","17189.00","309.40","Successful"
"PAY0072718","INV0072718","C012719","2025-12-13","Bank Transfer","17306.00","311.51","Successful"
"PAY0072719","INV0072719","C012720","2025-12-14","UPI","17423.00","313.61","Successful"
"PAY0072720","INV0072720","C012721","2025-12-15","UPI","17540.00","315.72","Successful"
"PAY0072721","INV0072721","C012722","2025-12-16","Bank Transfer","17657.00","317.83","Successful"
"PAY0072722","INV0072722","C012723","2025-12-17","Bank Transfer","17774.00","319.93","Successful"
"PAY0072723","INV0072723","C012724","2025-12-18","Bank Transfer","17891.00","322.04","Successful"
"PAY0072724","INV0072724","C012725","2025-12-19","UPI","18008.00","324.14","Successful"
"PAY0072725","INV0072725","C012726","2025-12-20","Card","18125.00","326.25","Successful"
"PAY0072726","INV0072726","C012727","2025-12-21","Card","18242.00","328.36","Failed"
"PAY0072727","INV0072727","C012728","2025-12-22","Card","18359.00","330.46","Successful"
"PAY0072728","INV0072728","C012729","2025-12-23","Bank Transfer","18476.00","332.57","Successful"
"PAY0072729","INV0072729","C012730","2025-12-24","Card","18593.00","334.67","Successful"
"PAY0072730","INV0072730","C012731","2025-12-25","Wallet","18710.00","336.78","Successful"
"PAY0072731","INV0072731","C012732","2025-12-26","Wallet","18827.00","338.89","Successful"
"PAY0072732","INV0072732","C012733","2025-12-27","Card","18944.00","340.99","Successful"
"PAY0072733","INV0072733","C012734","2025-12-28","Card","19061.00","343.10","Successful"
"PAY0072734","INV0072734","C012735","2025-12-29","Card","19178.00","345.20","Successful"
"PAY0072735","INV0072735","C012736","2025-12-30","UPI","19295.00","347.31","Successful"
"PAY0072736","INV0072736","C012737","2025-12-31","UPI","19412.00","349.42","Successful"
"PAY0072737","INV0072737","C012738","2026-01-01","Wallet","19529.00","351.52","Successful"
"PAY0072738","INV0072738","C012739","2026-01-02","UPI","19646.00","353.63","Successful"
"PAY0072739","INV0072739","C012740","2026-01-03","Card","19763.00","355.73","Successful"
"PAY0072740","INV0072740","C012741","2026-01-04","UPI","19880.00","357.84","Successful"
"PAY0072741","INV0072741","C012742","2026-01-05","Wallet","19997.00","359.95","Successful"
"PAY0072742","INV0072742","C012743","2026-01-06","Card","20114.00","362.05","Successful"
"PAY0072743","INV0072743","C012744","2026-01-07","Card","20231.00","364.16","Failed"
"PAY0072744","INV0072744","C012745","2026-01-08","UPI","20348.00","366.26","Successful"
"PAY0072745","INV0072745","C012746","2026-01-09","Wallet","20465.00","368.37","Successful"
"PAY0072746","INV0072746","C012747","2026-01-10","Card","20582.00","370.48","Successful"
"PAY0072747","INV0072747","C012748","2026-01-11","Wallet","20699.00","372.58","Successful"
"PAY0072748","INV0072748","C012749","2026-01-12","Bank Transfer","20816.00","374.69","Successful"
"PAY0072749","INV0072749","C012750","2026-01-13","Bank Transfer","20933.00","376.79","Successful"
"PAY0072750","INV0072750","C012751","2026-01-14","UPI","21050.00","378.90","Successful"
"PAY0072751","INV0072751","C012752","2026-01-15","Card","21167.00","381.01","Successful"
"PAY0072752","INV0072752","C012753","2026-01-16","Bank Transfer","21284.00","383.11","Successful"
"PAY0072753","INV0072753","C012754","2026-01-17","Bank Transfer","21401.00","385.22","Successful"
"PAY0072754","INV0072754","C012755","2026-01-18","UPI","21518.00","387.32","Successful"
"PAY0072755","INV0072755","C012756","2026-01-19","Card","21635.00","389.43","Successful"
"PAY0072756","INV0072756","C012757","2026-01-20","Wallet","21752.00","391.54","Successful"
"PAY0072757","INV0072757","C012758","2026-01-21","Bank Transfer","21869.00","393.64","Successful"
"PAY0072758","INV0072758","C012759","2026-01-22","Card","21986.00","395.75","Successful"
"PAY0072759","INV0072759","C012760","2026-01-23","UPI","22103.00","397.85","Successful"
"PAY0072760","INV0072760","C012761","2026-01-24","Wallet","22220.00","399.96","Failed"
"PAY0072761","INV0072761","C012762","2026-01-25","Bank Transfer","22337.00","402.07","Successful"
"PAY0072762","INV0072762","C012763","2026-01-26","Bank Transfer","22454.00","404.17","Successful"
