Source_Row,Reject_Reasons,Sale_ID,Order_ID,Order_Item_ID,Sale_Date,Customer_ID,Product_ID,Employee_ID,Region_ID,Quantity,Gross_Sales,Discount,Net_Sales,Product_Cost,Shipping_Cost,Payment_Fee
225998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00225997,O0025997,OI00225997,2025-11-02,C005998,P00998,E00498,R018,3,3805.33,76.11,3729.22,2388.81,102.0,67.13
226251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00226250,O0026250,OI00226250,2026-07-13,C006251,P00251,E00251,R011,1,671.42,20.14,651.28,421.0,35.0,11.72
226296,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00226295,O0026295,OI00226295,2026-08-27,C006296,P00296,E00296,R016,1,1243.04,74.58,1168.46,780.3,80.0,21.03
226307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226306,O0026306,OI00226306,2025-09-07,C006307,P00307,E00307,R007,2,225.02,6.75,218.27,139.37,91.0,3.93
226413,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00226412,O0026412,OI00226412,2025-12-22,C006413,P00413,E00413,R013,3,566.17,22.65,543.53,352.77,37.0,9.78
226421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226420,O0026420,OI00226420,2025-12-30,C006421,P00421,E00421,R001,1,290.34,14.52,275.83,181.47,45.0,4.96
226499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226498,O0026498,OI00226498,2026-03-18,C006499,P00499,E00499,R019,4,5124.58,307.48,4817.11,3217.02,43.0,86.71
226577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226576,O0026576,OI00226576,2026-06-04,C006577,P00577,E00077,R017,2,2003.38,0.0,2003.38,1257.19,41.0,36.06
226614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226613,O0026613,OI00226613,2026-07-11,C006614,P00614,E00114,R014,4,805.71,16.11,789.59,502.3,78.0,14.21
226649,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00226648,O0026648,OI00226648,2026-08-15,C006649,P00649,E00149,R009,4,2584.07,51.68,2532.39,1620.12,33.0,45.58
226656,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00226655,O0026655,OI00226655,2026-08-22,C006656,P00656,E00156,R016,1,734.94,14.7,720.24,460.92,40.0,12.96
226751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00226750,O0026750,OI00226750,2025-11-25,C006751,P00751,E00251,R011,1,671.42,40.29,631.14,421.0,55.0,11.36
226842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226841,O0026841,OI00226841,2026-02-24,C006842,P00842,E00342,R002,2,1114.2,66.85,1047.35,698.28,66.0,18.85
226921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226920,O0026920,OI00226920,2026-05-14,C006921,P00921,E00421,R001,1,290.34,2.9,287.44,181.47,65.0,5.17
226979,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00226978,O0026978,OI00226978,2026-07-11,C006979,P00979,E00479,R019,4,4108.38,123.25,3985.13,2578.26,43.0,71.73
226998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00226997,O0026997,OI00226997,2026-07-30,C006998,P00998,E00498,R018,3,3805.33,38.05,3767.28,2388.81,62.0,67.81
227083,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00227082,O0027082,OI00227082,2025-10-23,C007083,P00083,E00083,R003,3,3233.71,64.67,3169.04,2029.51,67.0,57.04
227251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00227250,O0027250,OI00227250,2026-04-09,C007251,P00251,E00251,R011,1,671.42,13.43,657.99,421.0,75.0,11.84
227307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227306,O0027306,OI00227306,2026-06-04,C007307,P00307,E00307,R007,2,225.02,4.5,220.52,139.37,51.0,3.97
227414,Invalid Foreign Key: Order_Item_ID,SA00227413,O0027413,OI00227413,2025-09-19,C007414,P00414,E00414,R014,4,805.71,32.23,773.48,502.3,78.0,13.92
227421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227420,O0027420,OI00227420,2025-09-26,C007421,P00421,E00421,R001,1,290.34,11.61,278.73,344.78,85.0,5.02
227499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227498,O0027498,OI00227498,2025-12-13,C007499,P00499,E00499,R019,4,5124.58,256.23,4868.36,3217.02,83.0,87.63
227577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227576,O0027576,OI00227576,2026-03-01,C007577,P00577,E00077,R017,2,2003.38,120.2,1883.18,1257.19,81.0,33.9
227614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227613,O0027613,OI00227613,2026-04-07,C007614,P00614,E00114,R014,4,805.71,8.06,797.65,502.3,38.0,14.36
227751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00227750,O0027750,OI00227750,2026-08-22,C007751,P00751,E00251,R011,1,671.42,33.57,637.85,421.0,95.0,11.48
227842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227841,O0027841,OI00227841,2025-11-21,C007842,P00842,E00342,R002,2,1114.2,55.71,1058.49,698.28,26.0,19.05
227870,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00227869,O0027869,OI00227869,2025-12-19,C007870,P00870,E00370,R010,5,4563.86,228.19,4335.66,2863.52,54.0,78.04
227921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227920,O0027920,OI00227920,2026-02-08,C007921,P00921,E00421,R001,1,290.34,0.0,290.34,181.47,25.0,5.23
227976,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00227975,O0027975,OI00227975,2026-04-04,C007976,P00976,E00476,R016,1,988.99,59.34,929.65,620.61,80.0,16.73
227998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00227997,O0027997,OI00227997,2026-04-26,C007998,P00998,E00498,R018,3,3805.33,0.0,3805.33,2388.81,102.0,68.5
228058,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00228057,O0028057,OI00228057,2026-06-25,C008058,P00058,E00058,R018,-2,-1520.68,-60.83,-1459.85,953.78,82.0,0.0
228251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00228250,O0028250,OI00228250,2026-01-04,C008251,P00251,E00251,R011,1,671.42,6.71,664.71,421.0,35.0,11.96
228307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228306,O0028306,OI00228306,2026-03-01,C008307,P00307,E00307,R007,2,225.02,2.25,222.77,139.37,91.0,4.01
228421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228420,O0028420,OI00228420,2026-06-23,C008421,P00421,E00421,R001,1,290.34,8.71,281.63,181.47,45.0,5.07
228433,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00228432,O0028432,OI00228432,2026-07-05,C008433,P00433,E00433,R013,3,1328.33,13.28,1315.04,831.84,57.0,23.67
228499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228498,O0028498,OI00228498,2025-09-09,C008499,P00499,E00499,R019,4,5124.58,204.98,4919.6,3217.02,43.0,88.55
228577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228576,O0028576,OI00228576,2025-11-26,C008577,P00577,E00077,R017,2,2003.38,100.17,1903.21,1257.19,41.0,34.26
228614,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228613,O0028613,OI00228613,2026-01-02,C008614,P00614,E00114,R014,4,805.71,0.0,805.71,502.3,78.0,14.5
228657,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00228656,O0028656,OI00228656,2026-02-14,C008657,P00657,E00157,R017,2,1495.28,14.95,1480.32,937.81,41.0,26.65
228751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00228750,O0028750,OI00228750,2026-05-19,C008751,P00751,E00251,R011,1,671.42,26.86,644.57,421.0,55.0,11.6
228842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228841,O0028841,OI00228841,2026-08-18,C008842,P00842,E00342,R002,2,1114.2,44.57,1069.63,698.28,66.0,19.25
228921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228920,O0028920,OI00228920,2025-11-05,C008921,P00921,E00421,R001,1,290.34,17.42,272.92,181.47,65.0,4.91
228973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00228972,O0028972,OI00228972,2025-12-27,C008973,P00973,E00473,R013,3,2852.64,57.05,2795.58,1789.98,37.0,50.32
228998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00228997,O0028997,OI00228997,2026-01-21,C008998,P00998,E00498,R018,3,3805.33,228.32,3577.01,2388.81,62.0,64.39
229251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00229250,O0029250,OI00229250,2025-10-01,C009251,P00251,E00251,R011,1,671.42,0.0,671.42,421.0,75.0,12.09
229307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229306,O0029306,OI00229306,2025-11-26,C009307,P00307,E00307,R007,2,225.02,0.0,225.02,139.37,51.0,4.05
229421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229420,O0029420,OI00229420,2026-03-20,C009421,P00421,E00421,R001,1,290.34,5.81,284.54,181.47,85.0,5.12
229444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00229443,O0029443,OI00229443,2026-04-12,C009444,P00444,E00444,R004,4,2330.02,93.2,2236.82,1460.43,28.0,40.26
229499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229498,O0029498,OI00229498,2026-06-06,C009499,P00499,E00499,R019,4,5124.58,153.74,4970.85,3217.02,83.0,89.48
229577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229576,O0029576,OI00229576,2026-08-23,C009577,P00577,E00077,R017,2,2003.38,80.14,1923.24,1257.19,81.0,34.62
229614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229613,O0029613,OI00229613,2025-09-29,C009614,P00614,E00114,R014,4,805.71,48.34,757.36,502.3,38.0,13.63
229751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00229750,O0029750,OI00229750,2026-02-13,C009751,P00751,E00251,R011,1,671.42,20.14,651.28,421.0,95.0,11.72
229842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229841,O0029841,OI00229841,2026-05-15,C009842,P00842,E00342,R002,2,1114.2,33.43,1080.77,698.28,26.0,19.45
229921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229920,O0029920,OI00229920,2026-08-02,C009921,P00921,E00421,R001,1,290.34,14.52,275.83,181.47,25.0,4.96
229970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00229969,O0029969,OI00229969,2025-09-20,C009970,P00970,E00470,R010,5,4563.86,228.19,4335.66,2863.52,74.0,78.04
229980,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00229979,O0029979,OI00229979,2025-09-30,C009980,P00980,E00480,R020,5,5198.99,51.99,5147.0,3262.75,84.0,92.65
229998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00229997,O0029997,OI00229997,2025-10-18,C009998,P00998,E00498,R018,3,3805.33,190.27,3615.06,2388.81,102.0,65.07
230022,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00230021,O0030021,OI00230021,2025-11-11,C010022,P00022,E00022,R002,2,606.09,6.06,600.03,378.9,46.0,10.8
230139,Invalid Foreign Key: Order_Item_ID,SA00230138,O0030138,OI00230138,2026-03-08,C010139,P00139,E00139,R019,4,2075.96,124.56,1951.41,1300.74,83.0,35.13
230210,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00230209,O0030209,OI00230209,2026-05-18,C010210,P00210,E00210,R010,5,753.08,0.0,753.08,468.18,74.0,13.56
230231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00230230,O0030230,OI00230230,2026-06-08,C010231,P00231,E00231,R011,1,417.37,0.0,417.37,261.31,95.0,7.51
230251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00230250,O0030250,OI00230250,2026-06-28,C010251,P00251,E00251,R011,1,671.42,40.29,631.14,421.0,35.0,11.36
230307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230306,O0030306,OI00230306,2026-08-23,C010307,P00307,E00307,R007,2,225.02,13.5,211.52,139.37,91.0,3.81
230421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230420,O0030420,OI00230420,2025-12-15,C010421,P00421,E00421,R001,1,290.34,2.9,287.44,181.47,45.0,5.17
230499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230498,O0030498,OI00230498,2026-03-03,C010499,P00499,E00499,R019,4,5124.58,102.49,5022.09,3217.02,43.0,90.4
230577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230576,O0030576,OI00230576,2026-05-20,C010577,P00577,E00077,R017,2,2003.38,60.1,1943.28,1257.19,41.0,34.98
230614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230613,O0030613,OI00230613,2026-06-26,C010614,P00614,E00114,R014,4,805.71,40.29,765.42,502.3,78.0,13.78
230617,Invalid Foreign Key: Order_Item_ID,SA00230616,O0030616,OI00230616,2026-06-29,C010617,P00617,E00117,R017,2,479.07,4.79,474.28,299.06,81.0,8.54
230751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00230750,O0030750,OI00230750,2025-11-10,C010751,P00751,E00251,R011,1,671.42,13.43,657.99,421.0,55.0,11.84
230815,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00230814,O0030814,OI00230814,2026-01-13,C010815,P00815,E00315,R015,5,1070.65,32.12,1038.53,667.79,39.0,18.69
230842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230841,O0030841,OI00230841,2026-02-09,C010842,P00842,E00342,R002,2,1114.2,22.28,1091.91,698.28,66.0,19.65
230921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230920,O0030920,OI00230920,2026-04-29,C010921,P00921,E00421,R001,1,290.34,11.61,278.73,181.47,65.0,5.02
230967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00230966,O0030966,OI00230966,2026-06-14,C010967,P00967,E00467,R007,2,1749.33,17.49,1731.83,1097.5,31.0,31.17
230998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00230997,O0030997,OI00230997,2026-07-15,C010998,P00998,E00498,R018,3,3805.33,152.21,3653.12,2388.81,62.0,65.76
231018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00231017,O0031017,OI00231017,2026-08-04,C011018,P00018,E00018,R018,3,756.71,22.7,734.01,472.54,82.0,13.21
231034,Invalid Foreign Key: Order_Item_ID,SA00231033,O0031033,OI00231033,2026-08-20,C011034,P00034,E00034,R014,4,1821.91,91.1,1730.82,1141.05,98.0,31.15
231251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00231250,O0031250,OI00231250,2026-03-25,C011251,P00251,E00251,R011,1,671.42,33.57,637.85,421.0,75.0,11.48
231307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231306,O0031306,OI00231306,2026-05-20,C011307,P00307,E00307,R007,2,225.02,11.25,213.77,139.37,51.0,3.85
231421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231420,O0031420,OI00231420,2025-09-11,C011421,P00421,E00421,R001,1,290.34,0.0,290.34,181.47,85.0,5.23
231499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231498,O0031498,OI00231498,2025-11-28,C011499,P00499,E00499,R019,4,5124.58,51.25,5073.34,3217.02,83.0,91.32
231577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231576,O0031576,OI00231576,2026-02-14,C011577,P00577,E00077,R017,2,2003.38,40.07,1963.31,1257.19,81.0,35.34
231614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231613,O0031613,OI00231613,2026-03-23,C011614,P00614,E00114,R014,4,805.71,32.23,773.48,502.3,38.0,13.92
231751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00231750,O0031750,OI00231750,2026-08-07,C011751,P00751,E00251,R011,1,671.42,6.71,664.71,421.0,95.0,11.96
231805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00231804,O0031804,OI00231804,2025-09-30,C011805,P00805,E00305,R005,5,435.52,26.13,409.39,510.28,69.0,7.37
231842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231841,O0031841,OI00231841,2025-11-06,C011842,P00842,E00342,R002,2,1114.2,11.14,1103.06,698.28,26.0,19.86
231921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231920,O0031920,OI00231920,2026-01-24,C011921,P00921,E00421,R001,1,290.34,8.71,281.63,181.47,25.0,5.07
231964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00231963,O0031963,OI00231963,2026-03-08,C011964,P00964,E00464,R004,4,3346.22,133.85,3212.37,2099.19,68.0,57.82
231987,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00231986,O0031986,OI00231986,2026-03-31,C011987,P00987,E00487,R007,2,2257.43,135.45,2121.98,1416.88,91.0,38.2
231998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00231997,O0031997,OI00231997,2026-04-11,C011998,P00998,E00498,R018,3,3805.33,114.16,3691.17,2388.81,102.0,66.44
232059,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00232058,O0032058,OI00232058,2026-06-11,C012059,P00059,E00059,R019,-2,-1546.09,-15.46,-1530.62,969.75,83.0,0.0
232251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00232250,O0032250,OI00232250,2025-12-20,C012251,P00251,E00251,R011,1,671.42,26.86,644.57,421.0,35.0,11.6
232307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232306,O0032306,OI00232306,2026-02-14,C012307,P00307,E00307,R007,2,225.02,9.0,216.02,139.37,91.0,3.89
232421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232420,O0032420,OI00232420,2026-06-08,C012421,P00421,E00421,R001,1,290.34,17.42,272.92,181.47,45.0,4.91
232499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232498,O0032498,OI00232498,2026-08-25,C012499,P00499,E00499,R019,4,5124.58,0.0,5124.58,3217.02,43.0,92.24
232577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232576,O0032576,OI00232576,2025-11-11,C012577,P00577,E00077,R017,2,2003.38,20.03,1983.34,1257.19,41.0,35.7
232592,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00232591,O0032591,OI00232591,2025-11-26,C012592,P00592,E00092,R012,2,2384.46,47.69,2336.77,1496.73,56.0,42.06
232614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232613,O0032613,OI00232613,2025-12-18,C012614,P00614,E00114,R014,4,805.71,24.17,781.54,502.3,78.0,14.07
232751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00232750,O0032750,OI00232750,2026-05-04,C012751,P00751,E00251,R011,1,671.42,0.0,671.42,421.0,55.0,12.09
232842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232841,O0032841,OI00232841,2026-08-03,C012842,P00842,E00342,R002,2,1114.2,0.0,1114.2,698.28,66.0,20.06
232921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232920,O0032920,OI00232920,2025-10-21,C012921,P00921,E00421,R001,1,290.34,5.81,284.54,181.47,65.0,5.12
232961,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00232960,O0032960,OI00232960,2025-11-30,C012961,P00961,E00461,R001,1,798.45,0.0,798.45,500.84,25.0,14.37
232998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00232997,O0032997,OI00232997,2026-01-06,C012998,P00998,E00498,R018,3,3805.33,76.11,3729.22,2388.81,62.0,67.13
233016,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00233015,O0033015,OI00233015,2026-01-24,C013016,P00016,E00016,R016,1,226.83,13.61,213.22,141.54,80.0,3.84
233251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00233250,O0033250,OI00233250,2025-09-16,C013251,P00251,E00251,R011,1,671.42,20.14,651.28,421.0,75.0,11.72
233307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233306,O0033306,OI00233306,2025-11-11,C013307,P00307,E00307,R007,2,225.02,6.75,218.27,139.37,51.0,3.93
233311,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00233310,O0033310,OI00233310,2025-11-15,C013311,P00311,E00311,R011,1,163.32,0.0,163.32,101.62,55.0,2.94
233379,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00233378,O0033378,OI00233378,2026-01-22,C013379,P00379,E00379,R019,4,4108.38,205.42,3902.96,2578.26,43.0,70.25
233421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233420,O0033420,OI00233420,2026-03-05,C013421,P00421,E00421,R001,1,290.34,14.52,275.83,181.47,85.0,4.96
233499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233498,O0033498,OI00233498,2026-05-22,C013499,P00499,E00499,R019,4,5124.58,307.48,4817.11,3217.02,83.0,86.71
233577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233576,O0033576,OI00233576,2026-08-08,C013577,P00577,E00077,R017,2,2003.38,0.0,2003.38,1257.19,81.0,36.06
233614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233613,O0033613,OI00233613,2025-09-14,C013614,P00614,E00114,R014,4,805.71,16.11,789.59,502.3,38.0,14.21
233751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00233750,O0033750,OI00233750,2026-01-29,C013751,P00751,E00251,R011,1,671.42,40.29,631.14,421.0,95.0,11.36
233764,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00233763,O0033763,OI00233763,2026-02-11,C013764,P00764,E00264,R004,4,3346.22,167.31,3178.91,2099.19,28.0,57.22
233820,Invalid Foreign Key: Order_Item_ID,SA00233819,O0033819,OI00233819,2026-04-08,C013820,P00820,E00320,R020,5,1388.21,69.41,1318.8,867.4,84.0,23.74
233842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233841,O0033841,OI00233841,2026-04-30,C013842,P00842,E00342,R002,2,1114.2,66.85,1047.35,698.28,26.0,18.85
233921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233920,O0033920,OI00233920,2026-07-18,C013921,P00921,E00421,R001,1,290.34,2.9,287.44,181.47,25.0,5.17
233958,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00233957,O0033957,OI00233957,2026-08-24,C013958,P00958,E00458,R018,3,2281.02,68.43,2212.59,1430.67,62.0,39.83
233998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00233997,O0033997,OI00233997,2025-10-03,C013998,P00998,E00498,R018,3,3805.33,38.05,3767.28,2388.81,102.0,67.81
234166,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00234165,O0034165,OI00234165,2026-03-20,C014166,P00166,E00166,R006,1,861.96,8.62,853.34,540.77,30.0,15.36
234251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00234250,O0034250,OI00234250,2026-06-13,C014251,P00251,E00251,R011,1,671.42,13.43,657.99,421.0,35.0,11.84
234307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00234306,O0034306,OI00234306,2026-08-08,C014307,P00307,E00307,R007,2,225.02,4.5,220.52,139.37,91.0,3.97
234421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00234420,O0034420,OI00234420,2025-11-30,C014421,P00421,E00421,R001,1,290.34,11.61,278.73,181.47,45.0,5.02
234499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00234498,O0034498,OI00234498,2026-02-16,C014499,P00499,E00499,R019,4,5124.58,256.23,4868.36,3217.02,43.0,87.63
234577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00234576,O0034576,OI00234576,2026-05-05,C014577,P00577,E00077,R017,2,2003.38,120.2,1883.18,1257.19,41.0,33.9
