Source_Row,Reject_Reasons,Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Gross_Amount,Net_Amount
205124,Invalid Foreign Key: Order_ID,OI00205123,O9999999,P00124,4,4525.0,0.02,18100.0,1366.36
205251,Invalid Foreign Key: Order_ID,OI00205250,O0005250,P00251,1,9250.0,0.03,9250.0,691.15
205307,Invalid Foreign Key: Product_ID,OI00205306,O0005306,P00307,2,1550.0,0.03,3100.0,231.63
205332,Invalid Foreign Key: Order_ID,OI00205331,O0005331,P00332,2,5925.0,0.0,11850.0,912.81
205421,Invalid Foreign Key: Product_ID,OI00205420,O0005420,P00421,1,4000.0,0.05,4000.0,292.71
205499,Invalid Foreign Key: Product_ID,OI00205498,O0005498,P00499,4,17650.0,0.06,70600.0,5112.03
205509,Invalid Foreign Key: Order_ID,OI00205508,O0005508,P00509,4,1900.0,0.02,7600.0,573.72
205577,Invalid Foreign Key: Product_ID,OI00205576,O0005576,P00577,2,13800.0,0.0,27600.0,2126.03
205614,Invalid Foreign Key: Product_ID,OI00205613,O0005613,P00614,4,2775.0,0.02,11100.0,837.93
205751,Invalid Foreign Key: Order_ID,OI00205750,O0005750,P00751,1,9250.0,0.06,9250.0,669.78
205842,Invalid Foreign Key: Product_ID,OI00205841,O0005841,P00842,2,7675.0,0.06,15350.0,1111.47
205921,Invalid Foreign Key: Product_ID,OI00205920,O0005920,P00921,1,4000.0,0.01,4000.0,305.04
205982,Invalid Foreign Key: Order_ID,OI00205981,O0005981,P00982,2,14675.0,0.06,29350.0,2125.19
205998,Invalid Foreign Key: Product_ID,OI00205997,O0005997,P00998,3,17475.0,0.01,52425.0,3997.93
206251,Invalid Foreign Key: Order_ID,OI00206250,O0006250,P00251,1,9250.0,0.02,9250.0,698.28
206296,Invalid Foreign Key: Order_ID,OI00206295,O0006295,P00296,1,17125.0,0.05,17125.0,1253.19
206307,Invalid Foreign Key: Product_ID,OI00206306,O0006306,P00307,2,1550.0,0.02,3100.0,234.02
206421,Invalid Foreign Key: Product_ID,OI00206420,O0006420,P00421,1,4000.0,0.04,4000.0,295.8
206499,Invalid Foreign Key: Product_ID,OI00206498,O0006498,P00499,4,17650.0,0.05,70600.0,5166.42
206577,Invalid Foreign Key: Product_ID,OI00206576,O0006576,P00577,2,13800.0,0.06,27600.0,1998.47
206604,Invalid Foreign Key: Order_ID,OI00206603,O0006603,P00604,4,1025.0,0.05,4100.0,300.03
206614,Invalid Foreign Key: Product_ID,OI00206613,O0006613,P00614,4,2775.0,0.01,11100.0,846.49
206663,Invalid Foreign Key: Order_ID,OI00206662,O0006662,P00663,3,11350.0,0.01,34050.0,2596.65
206751,Invalid Foreign Key: Order_ID,OI00206750,O0006750,P00751,1,9250.0,0.05,9250.0,676.9
206842,Invalid Foreign Key: Product_ID,OI00206841,O0006841,P00842,2,7675.0,0.05,15350.0,1123.29
206921,Invalid Foreign Key: Product_ID,OI00206920,O0006920,P00921,1,4000.0,0.0,4000.0,308.12
206979,Invalid Foreign Key: Order_ID,OI00206978,O0006978,P00979,4,14150.0,0.02,56600.0,4272.71
206998,Invalid Foreign Key: Product_ID,OI00206997,O0006997,P00998,3,17475.0,0.0,52425.0,4038.31
207083,Invalid Foreign Key: Order_ID,OI00207082,O0007082,P00083,3,14850.0,0.01,44550.0,3397.38
207109,Invalid Foreign Key: Order_ID,OI00207108,O0007108,P00109,4,1900.0,0.06,7600.0,550.3
207251,Invalid Foreign Key: Order_ID,OI00207250,O0007250,P00251,1,9250.0,0.01,9250.0,705.4
207307,Invalid Foreign Key: Product_ID,OI00207306,O0007306,P00307,2,1550.0,0.01,3100.0,236.41
207421,Invalid Foreign Key: Product_ID,OI00207420,O0007420,P00421,1,4000.0,0.03,4000.0,298.88
207499,Invalid Foreign Key: Product_ID,OI00207498,O0007498,P00499,4,17650.0,0.04,70600.0,5220.8
207577,Invalid Foreign Key: Product_ID,OI00207576,O0007576,P00577,2,13800.0,0.05,27600.0,2019.73
207614,Invalid Foreign Key: Product_ID,OI00207613,O0007613,P00614,4,2775.0,0.0,11100.0,855.04
207751,Invalid Foreign Key: Order_ID,OI00207750,O0007750,P00751,1,9250.0,0.04,9250.0,684.03
207842,Invalid Foreign Key: Product_ID,OI00207841,O0007841,P00842,2,7675.0,0.04,15350.0,1135.12
207870,Invalid Foreign Key: Order_ID,OI00207869,O0007869,P00870,5,12575.0,0.04,62875.0,4649.54
207921,Invalid Foreign Key: Product_ID,OI00207920,O0007920,P00921,1,4000.0,0.06,4000.0,289.63
207976,Invalid Foreign Key: Order_ID,OI00207975,O0007975,P00976,1,13625.0,0.05,13625.0,997.06
207998,Invalid Foreign Key: Product_ID,OI00207997,O0007997,P00998,3,17475.0,0.06,52425.0,3796.01
208053,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00208052,O0008052,P00053,-2,9600.0,0.05,-19200.0,-1405.03
208196,Invalid Foreign Key: Product_ID,OI00208195,O0008195,P99999,1,17125.0,0.01,17125.0,1305.95
208251,Invalid Foreign Key: Order_ID,OI00208250,O0008250,P00251,1,9250.0,0.0,9250.0,712.53
208307,Invalid Foreign Key: Product_ID,OI00208306,O0008306,P00307,2,1550.0,0.0,3100.0,238.79
208421,Invalid Foreign Key: Product_ID,OI00208420,O0008420,P00421,1,4000.0,0.02,4000.0,301.96
208499,Invalid Foreign Key: Product_ID,OI00208498,O0008498,P00499,4,17650.0,0.03,70600.0,5275.18
208577,Invalid Foreign Key: Product_ID,OI00208576,O0008576,P00577,2,13800.0,0.04,27600.0,2040.99
208614,Invalid Foreign Key: Product_ID,OI00208613,O0008613,P00614,4,2775.0,0.06,11100.0,803.73
208657,Invalid Foreign Key: Order_ID,OI00208656,O0008656,P00657,2,10300.0,0.0,20600.0,1586.82
208751,Invalid Foreign Key: Order_ID,OI00208750,O0008750,P00751,1,9250.0,0.03,9250.0,691.15
208805,Invalid Foreign Key: Order_ID,OI00208804,O0008804,P00805,5,1200.0,0.01,6000.0,457.56
208842,Invalid Foreign Key: Product_ID,OI00208841,O0008841,P00842,2,7675.0,0.03,15350.0,1146.94
208886,Invalid Foreign Key: Order_ID,OI00208885,O0008885,P00886,1,15375.0,0.05,15375.0,1125.12
208921,Invalid Foreign Key: Product_ID,OI00208920,O0008920,P00921,1,4000.0,0.05,4000.0,292.71
208973,Invalid Foreign Key: Order_ID,OI00208972,O0008972,P00973,3,13100.0,0.01,39300.0,2997.02
208998,Invalid Foreign Key: Product_ID,OI00208997,O0008997,P00998,3,17475.0,0.05,52425.0,3836.39
209251,Invalid Foreign Key: Order_ID,OI00209250,O0009250,P00251,1,9250.0,0.06,9250.0,669.78
209307,Invalid Foreign Key: Product_ID,OI00209306,O0009306,P00307,2,1550.0,0.06,3100.0,224.47
209421,Invalid Foreign Key: Product_ID,OI00209420,O0009420,P00421,1,4000.0,0.01,4000.0,305.04
209444,Invalid Foreign Key: Order_ID,OI00209443,O0009443,P00444,4,8025.0,0.03,32100.0,2398.49
209499,Invalid Foreign Key: Product_ID,OI00209498,O0009498,P00499,4,17650.0,0.02,70600.0,5329.57
209577,Invalid Foreign Key: Product_ID,OI00209576,O0009576,P00577,2,13800.0,0.03,27600.0,2062.25
209614,Invalid Foreign Key: Product_ID,OI00209613,O0009613,P00614,4,2775.0,0.05,11100.0,812.28
209751,Invalid Foreign Key: Order_ID,OI00209750,O0009750,P00751,1,9250.0,0.02,9250.0,698.28
209842,Invalid Foreign Key: Product_ID,OI00209841,O0009841,P00842,2,7675.0,0.02,15350.0,1158.77
209921,Invalid Foreign Key: Product_ID,OI00209920,O0009920,P00921,1,4000.0,0.04,4000.0,295.8
209970,Invalid Foreign Key: Order_ID,OI00209969,O0009969,P00970,5,12575.0,0.04,62875.0,4649.54
209994,Invalid Foreign Key: Order_ID,OI00209993,O0009993,P00994,4,16775.0,0.0,67100.0,5168.73
209998,Invalid Foreign Key: Product_ID,OI00209997,O0009997,P00998,3,17475.0,0.04,52425.0,3876.78
210008,Invalid Foreign Key: Order_ID,OI00210007,O0010007,P00008,3,1725.0,0.0,5175.0,398.63
210031,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00210030,O0010030,P00031,1,-500.0,0.02,-500.0,-37.74
210127,Invalid Foreign Key: Order_ID,OI00210126,O9999999,P00127,2,5050.0,0.0,10100.0,778.01
210231,Invalid Foreign Key: Order_ID,OI00210230,O0010230,P00231,1,5750.0,0.06,5750.0,416.35
210251,Invalid Foreign Key: Order_ID,OI00210250,O0010250,P00251,1,9250.0,0.05,9250.0,676.9
210307,Invalid Foreign Key: Product_ID,OI00210306,O0010306,P00307,2,1550.0,0.05,3100.0,226.85
210421,Invalid Foreign Key: Product_ID,OI00210420,O0010420,P00421,1,4000.0,0.0,4000.0,308.12
210499,Invalid Foreign Key: Product_ID,OI00210498,O0010498,P00499,4,17650.0,0.01,70600.0,5383.95
210577,Invalid Foreign Key: Product_ID,OI00210576,O0010576,P00577,2,13800.0,0.02,27600.0,2083.51
210614,Invalid Foreign Key: Product_ID,OI00210613,O0010613,P00614,4,2775.0,0.04,11100.0,820.83
210663,Invalid Foreign Key: Order_ID,OI00210662,O0010662,P00663,3,11350.0,0.04,34050.0,2517.96
210751,Invalid Foreign Key: Order_ID,OI00210750,O0010750,P00751,1,9250.0,0.01,9250.0,705.4
210842,Invalid Foreign Key: Product_ID,OI00210841,O0010841,P00842,2,7675.0,0.01,15350.0,1170.59
210921,Invalid Foreign Key: Product_ID,OI00210920,O0010920,P00921,1,4000.0,0.03,4000.0,298.88
210967,Invalid Foreign Key: Order_ID,OI00210966,O0010966,P00967,2,12050.0,0.0,24100.0,1856.43
210998,Invalid Foreign Key: Product_ID,OI00210997,O0010997,P00998,3,17475.0,0.03,52425.0,3917.16
211006,Invalid Foreign Key: Order_ID,OI00211005,O0011005,P00006,1,1375.0,0.04,1375.0,101.68
211018,Invalid Foreign Key: Order_ID,OI00211017,O0011017,P00018,3,3475.0,0.02,10425.0,786.98
211251,Invalid Foreign Key: Order_ID,OI00211250,O0011250,P00251,1,9250.0,0.04,9250.0,684.03
211307,Invalid Foreign Key: Product_ID,OI00211306,O0011306,P00307,2,1550.0,0.04,3100.0,229.24
211399,Invalid Foreign Key: Product_ID,OI00211398,O0011398,P99999,4,17650.0,0.05,70600.0,5166.42
211421,Invalid Foreign Key: Product_ID,OI00211420,O0011420,P00421,1,4000.0,0.06,4000.0,289.63
211499,Invalid Foreign Key: Product_ID,OI00211498,O0011498,P00499,4,17650.0,0.0,70600.0,5438.33
211577,Invalid Foreign Key: Product_ID,OI00211576,O0011576,P00577,2,13800.0,0.01,27600.0,2104.77
211614,Invalid Foreign Key: Product_ID,OI00211613,O0011613,P00614,4,2775.0,0.03,11100.0,829.38
211751,Invalid Foreign Key: Order_ID,OI00211750,O0011750,P00751,1,9250.0,0.0,9250.0,712.53
211805,Invalid Foreign Key: Order_ID,OI00211804,O0011804,P00805,5,1200.0,0.05,6000.0,439.07
211842,Invalid Foreign Key: Product_ID,OI00211841,O0011841,P00842,2,7675.0,0.0,15350.0,1182.41
211921,Invalid Foreign Key: Product_ID,OI00211920,O0011920,P00921,1,4000.0,0.02,4000.0,301.96
211964,Invalid Foreign Key: Order_ID,OI00211963,O0011963,P00964,4,11525.0,0.03,46100.0,3444.56
211998,Invalid Foreign Key: Product_ID,OI00211997,O0011997,P00998,3,17475.0,0.02,52425.0,3957.54
212054,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00212053,O0012053,P00054,-2,9775.0,0.02,-19550.0,-1475.82
212251,Invalid Foreign Key: Order_ID,OI00212250,O0012250,P00251,1,9250.0,0.03,9250.0,691.15
212307,Invalid Foreign Key: Product_ID,OI00212306,O0012306,P00307,2,1550.0,0.03,3100.0,231.63
212421,Invalid Foreign Key: Product_ID,OI00212420,O0012420,P00421,1,4000.0,0.05,4000.0,292.71
212440,Invalid Foreign Key: Order_ID,OI00212439,O0012439,P00440,5,7325.0,0.03,36625.0,2736.6
212499,Invalid Foreign Key: Product_ID,OI00212498,O0012498,P00499,4,17650.0,0.06,70600.0,5112.03
212577,Invalid Foreign Key: Product_ID,OI00212576,O0012576,P00577,2,13800.0,0.0,27600.0,2126.03
212592,Invalid Foreign Key: Order_ID,OI00212591,O0012591,P00592,2,16425.0,0.01,32850.0,2505.14
212614,Invalid Foreign Key: Product_ID,OI00212613,O0012613,P00614,4,2775.0,0.02,11100.0,837.93
212751,Invalid Foreign Key: Order_ID,OI00212750,O0012750,P00751,1,9250.0,0.06,9250.0,669.78
212842,Invalid Foreign Key: Product_ID,OI00212841,O0012841,P00842,2,7675.0,0.06,15350.0,1111.47
212921,Invalid Foreign Key: Product_ID,OI00212920,O0012920,P00921,1,4000.0,0.01,4000.0,305.04
212961,Invalid Foreign Key: Order_ID,OI00212960,O0012960,P00961,1,11000.0,0.06,11000.0,796.49
212998,Invalid Foreign Key: Product_ID,OI00212997,O0012997,P00998,3,17475.0,0.01,52425.0,3997.93
213207,Invalid Foreign Key: Order_ID,OI00213206,O0013206,P00207,2,1550.0,0.0,3100.0,238.79
213251,Invalid Foreign Key: Order_ID,OI00213250,O0013250,P00251,1,9250.0,0.02,9250.0,698.28
213307,Invalid Foreign Key: Product_ID,OI00213306,O0013306,P00307,2,1550.0,0.02,3100.0,234.02
213325,Invalid Foreign Key: Order_ID,OI00213324,O0013324,P00325,5,4700.0,0.06,23500.0,1701.6
213379,Invalid Foreign Key: Order_ID,OI00213378,O0013378,P00379,4,14150.0,0.04,56600.0,4185.51
213421,Invalid Foreign Key: Product_ID,OI00213420,O0013420,P00421,1,4000.0,0.04,4000.0,295.8
213499,Invalid Foreign Key: Product_ID,OI00213498,O0013498,P00499,4,17650.0,0.05,70600.0,5166.42
213577,Invalid Foreign Key: Product_ID,OI00213576,O0013576,P00577,2,13800.0,0.06,27600.0,1998.47
213614,Invalid Foreign Key: Product_ID,OI00213613,O0013613,P00614,4,2775.0,0.01,11100.0,846.49
213751,Invalid Foreign Key: Order_ID,OI00213750,O0013750,P00751,1,9250.0,0.05,9250.0,676.9
213842,Invalid Foreign Key: Product_ID,OI00213841,O0013841,P00842,2,7675.0,0.05,15350.0,1123.29
213921,Invalid Foreign Key: Product_ID,OI00213920,O0013920,P00921,1,4000.0,0.0,4000.0,308.12
213958,Invalid Foreign Key: Order_ID,OI00213957,O0013957,P00958,3,10475.0,0.02,31425.0,2372.26
213998,Invalid Foreign Key: Product_ID,OI00213997,O0013997,P00998,3,17475.0,0.0,52425.0,4038.31
214166,Invalid Foreign Key: Order_ID,OI00214165,O0014165,P00166,1,11875.0,0.0,11875.0,914.73
214217,Invalid Foreign Key: Order_ID,OI00214216,O0014216,P00217,2,3300.0,0.02,6600.0,498.23
214251,Invalid Foreign Key: Order_ID,OI00214250,O0014250,P00251,1,9250.0,0.01,9250.0,705.4
214307,Invalid Foreign Key: Product_ID,OI00214306,O0014306,P00307,2,1550.0,0.01,3100.0,236.41
214421,Invalid Foreign Key: Product_ID,OI00214420,O0014420,P00421,1,4000.0,0.03,4000.0,298.88
214499,Invalid Foreign Key: Product_ID,OI00214498,O0014498,P00499,4,17650.0,0.04,70600.0,5220.8
214577,Invalid Foreign Key: Product_ID,OI00214576,O0014576,P00577,2,13800.0,0.05,27600.0,2019.73
214602,Invalid Foreign Key: Product_ID,OI00214601,O0014601,P99999,2,675.0,0.02,1350.0,101.91
214614,Invalid Foreign Key: Product_ID,OI00214613,O0014613,P00614,4,2775.0,0.0,11100.0,855.04
214751,Invalid Foreign Key: Order_ID,OI00214750,O0014750,P00751,1,9250.0,0.04,9250.0,684.03
214842,Invalid Foreign Key: Product_ID,OI00214841,O0014841,P00842,2,7675.0,0.04,15350.0,1135.12
214921,Invalid Foreign Key: Product_ID,OI00214920,O0014920,P00921,1,4000.0,0.06,4000.0,289.63
214953,Invalid Foreign Key: Order_ID,OI00214952,O0014952,P00953,3,9600.0,0.03,28800.0,2151.92
214955,Invalid Foreign Key: Order_ID,OI00214954,O0014954,P00955,5,9950.0,0.05,49750.0,3640.64
214998,Invalid Foreign Key: Product_ID,OI00214997,O0014997,P00998,3,17475.0,0.06,52425.0,3796.01
215130,Invalid Foreign Key: Order_ID,OI00215129,O9999999,P00130,5,5575.0,0.05,27875.0,2039.86
215251,Invalid Foreign Key: Order_ID,OI00215250,O0015250,P00251,1,9250.0,0.0,9250.0,712.53
215307,Invalid Foreign Key: Product_ID,OI00215306,O0015306,P00307,2,1550.0,0.0,3100.0,238.79
215408,Invalid Foreign Key: Order_ID,OI00215407,O0015407,P00408,3,1725.0,0.03,5175.0,386.67
215421,Invalid Foreign Key: Product_ID,OI00215420,O0015420,P00421,1,4000.0,0.02,4000.0,301.96
215499,Invalid Foreign Key: Product_ID,OI00215498,O0015498,P00499,4,17650.0,0.03,70600.0,5275.18
215577,Invalid Foreign Key: Product_ID,OI00215576,O0015576,P00577,2,13800.0,0.04,27600.0,2040.99
215614,Invalid Foreign Key: Product_ID,OI00215613,O0015613,P00614,4,2775.0,0.06,11100.0,803.73
215740,Invalid Foreign Key: Order_ID,OI00215739,O0015739,P00740,5,7325.0,0.06,36625.0,2651.96
215751,Invalid Foreign Key: Order_ID,OI00215750,O0015750,P00751,1,9250.0,0.03,9250.0,691.15
215842,Invalid Foreign Key: Product_ID,OI00215841,O0015841,P00842,2,7675.0,0.03,15350.0,1146.94
215921,Invalid Foreign Key: Product_ID,OI00215920,O0015920,P00921,1,4000.0,0.05,4000.0,292.71
215952,Invalid Foreign Key: Order_ID,OI00215951,O0015951,P00952,2,9425.0,0.01,18850.0,1437.5
215994,Invalid Foreign Key: Order_ID,OI00215993,O0015993,P00994,4,16775.0,0.01,67100.0,5117.04
215998,Invalid Foreign Key: Product_ID,OI00215997,O0015997,P00998,3,17475.0,0.05,52425.0,3836.39
216055,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00216054,O0016054,P00055,-2,9950.0,0.06,-19900.0,-1440.93
216251,Invalid Foreign Key: Order_ID,OI00216250,O0016250,P00251,1,9250.0,0.06,9250.0,669.78
216307,Invalid Foreign Key: Product_ID,OI00216306,O0016306,P00307,2,1550.0,0.06,3100.0,224.47
216421,Invalid Foreign Key: Product_ID,OI00216420,O0016420,P00421,1,4000.0,0.01,4000.0,305.04
216499,Invalid Foreign Key: Product_ID,OI00216498,O0016498,P00499,4,17650.0,0.02,70600.0,5329.57
216527,Invalid Foreign Key: Order_ID,OI00216526,O0016526,P00527,2,5050.0,0.02,10100.0,762.45
216577,Invalid Foreign Key: Product_ID,OI00216576,O0016576,P00577,2,13800.0,0.03,27600.0,2062.25
216614,Invalid Foreign Key: Product_ID,OI00216613,O0016613,P00614,4,2775.0,0.05,11100.0,812.28
216656,Invalid Foreign Key: Order_ID,OI00216655,O0016655,P00656,1,10125.0,0.05,10125.0,740.93
216751,Invalid Foreign Key: Order_ID,OI00216750,O0016750,P00751,1,9250.0,0.02,9250.0,698.28
216842,Invalid Foreign Key: Product_ID,OI00216841,O0016841,P00842,2,7675.0,0.02,15350.0,1158.77
216921,Invalid Foreign Key: Product_ID,OI00216920,O0016920,P00921,1,4000.0,0.04,4000.0,295.8
216949,Invalid Foreign Key: Order_ID,OI00216948,O0016948,P00949,4,8900.0,0.04,35600.0,2632.59
216998,Invalid Foreign Key: Product_ID,OI00216997,O0016997,P00998,3,17475.0,0.04,52425.0,3876.78
217032,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00217031,O0017031,P00032,2,-500.0,0.03,-1000.0,-74.72
217251,Invalid Foreign Key: Order_ID,OI00217250,O0017250,P00251,1,9250.0,0.05,9250.0,676.9
217307,Invalid Foreign Key: Product_ID,OI00217306,O0017306,P00307,2,1550.0,0.05,3100.0,226.85
217314,Invalid Foreign Key: Order_ID,OI00217313,O0017313,P00314,4,2775.0,0.05,11100.0,812.28
217421,Invalid Foreign Key: Product_ID,OI00217420,O0017420,P00421,1,4000.0,0.0,4000.0,308.12
217499,Invalid Foreign Key: Product_ID,OI00217498,O0017498,P00499,4,17650.0,0.01,70600.0,5383.95
217577,Invalid Foreign Key: Product_ID,OI00217576,O0017576,P00577,2,13800.0,0.02,27600.0,2083.51
217609,Invalid Foreign Key: Order_ID,OI00217608,O0017608,P00609,4,1900.0,0.06,7600.0,550.3
217614,Invalid Foreign Key: Product_ID,OI00217613,O0017613,P00614,4,2775.0,0.04,11100.0,820.83
217751,Invalid Foreign Key: Order_ID,OI00217750,O0017750,P00751,1,9250.0,0.01,9250.0,705.4
217771,Invalid Foreign Key: Order_ID,OI00217770,O0017770,P00771,1,12750.0,0.0,12750.0,982.14
217805,Invalid Foreign Key: Product_ID,OI00217804,O0017804,P99999,5,1200.0,0.06,6000.0,434.45
217842,Invalid Foreign Key: Product_ID,OI00217841,O0017841,P00842,2,7675.0,0.01,15350.0,1170.59
217921,Invalid Foreign Key: Product_ID,OI00217920,O0017920,P00921,1,4000.0,0.03,4000.0,298.88
217946,Invalid Foreign Key: Order_ID,OI00217945,O0017945,P00946,1,8375.0,0.0,8375.0,645.13
217998,Invalid Foreign Key: Product_ID,OI00217997,O0017997,P00998,3,17475.0,0.03,52425.0,3917.16
218101,Invalid Foreign Key: Order_ID,OI00218100,O0018100,P00101,1,500.0,0.01,500.0,38.13
218251,Invalid Foreign Key: Order_ID,OI00218250,O0018250,P00251,1,9250.0,0.04,9250.0,684.03
218307,Invalid Foreign Key: Product_ID,OI00218306,O0018306,P00307,2,1550.0,0.04,3100.0,229.24
218421,Invalid Foreign Key: Product_ID,OI00218420,O0018420,P00421,1,4000.0,0.06,4000.0,289.63
218499,Invalid Foreign Key: Product_ID,OI00218498,O0018498,P00499,4,17650.0,0.0,70600.0,5438.33
218577,Invalid Foreign Key: Product_ID,OI00218576,O0018576,P00577,2,13800.0,0.01,27600.0,2104.77
218614,Invalid Foreign Key: Product_ID,OI00218613,O0018613,P00614,4,2775.0,0.03,11100.0,829.38
218751,Invalid Foreign Key: Order_ID,OI00218750,O0018750,P00751,1,9250.0,0.0,9250.0,712.53
218842,Invalid Foreign Key: Product_ID,OI00218841,O0018841,P00842,2,7675.0,0.0,15350.0,1182.41
218888,Invalid Foreign Key: Order_ID,OI00218887,O0018887,P00888,3,15725.0,0.04,47175.0,3488.55
218921,Invalid Foreign Key: Product_ID,OI00218920,O0018920,P00921,1,4000.0,0.02,4000.0,301.96
218943,Invalid Foreign Key: Order_ID,OI00218942,O0018942,P00943,3,7850.0,0.03,23550.0,1759.64
218998,Invalid Foreign Key: Product_ID,OI00218997,O0018997,P00998,3,17475.0,0.02,52425.0,3957.54
219251,Invalid Foreign Key: Order_ID,OI00219250,O0019250,P00251,1,9250.0,0.03,9250.0,691.15
219307,Invalid Foreign Key: Product_ID,OI00219306,O0019306,P00307,2,1550.0,0.03,3100.0,231.63
219421,Invalid Foreign Key: Product_ID,OI00219420,O0019420,P00421,1,4000.0,0.05,4000.0,292.71
219499,Invalid Foreign Key: Product_ID,OI00219498,O0019498,P00499,4,17650.0,0.06,70600.0,5112.03
219548,Invalid Foreign Key: Order_ID,OI00219547,O0019547,P00548,3,8725.0,0.06,26175.0,1895.29
219577,Invalid Foreign Key: Product_ID,OI00219576,O0019576,P00577,2,13800.0,0.0,27600.0,2126.03
219614,Invalid Foreign Key: Product_ID,OI00219613,O0019613,P00614,4,2775.0,0.02,11100.0,837.93
219675,Invalid Foreign Key: Order_ID,OI00219674,O0019674,P00675,5,13450.0,0.0,67250.0,5180.28
219751,Invalid Foreign Key: Order_ID,OI00219750,O0019750,P00751,1,9250.0,0.06,9250.0,669.78
219810,Invalid Foreign Key: Order_ID,OI00219809,O0019809,P00810,5,2075.0,0.02,10375.0,783.2
219842,Invalid Foreign Key: Product_ID,OI00219841,O0019841,P00842,2,7675.0,0.06,15350.0,1111.47
219921,Invalid Foreign Key: Product_ID,OI00219920,O0019920,P00921,1,4000.0,0.01,4000.0,305.04
219940,Invalid Foreign Key: Order_ID,OI00219939,O0019939,P00940,5,7325.0,0.06,36625.0,2651.96
219987,Invalid Foreign Key: Order_ID,OI00219986,O0019986,P00987,2,15550.0,0.04,31100.0,2299.81
219998,Invalid Foreign Key: Product_ID,OI00219997,O0019997,P00998,3,17475.0,0.01,52425.0,3997.93
220015,Invalid Foreign Key: Order_ID,OI00220014,O0020014,P00015,5,2950.0,0.04,14750.0,1090.75
220056,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00220055,O0020055,P00056,-2,10125.0,0.03,-20250.0,-1513.07
220133,Invalid Foreign Key: Order_ID,OI00220132,O9999999,P00133,3,6100.0,0.03,18300.0,1367.36
220251,Invalid Foreign Key: Order_ID,OI00220250,O0020250,P00251,1,9250.0,0.02,9250.0,698.28
220307,Invalid Foreign Key: Product_ID,OI00220306,O0020306,P00307,2,1550.0,0.02,3100.0,234.02
220421,Invalid Foreign Key: Product_ID,OI00220420,O0020420,P00421,1,4000.0,0.04,4000.0,295.8
220499,Invalid Foreign Key: Product_ID,OI00220498,O0020498,P00499,4,17650.0,0.05,70600.0,5166.42
220577,Invalid Foreign Key: Product_ID,OI00220576,O0020576,P00577,2,13800.0,0.06,27600.0,1998.47
220614,Invalid Foreign Key: Product_ID,OI00220613,O0020613,P00614,4,2775.0,0.01,11100.0,846.49
220751,Invalid Foreign Key: Order_ID,OI00220750,O0020750,P00751,1,9250.0,0.05,9250.0,676.9
220787,Invalid Foreign Key: Order_ID,OI00220786,O0020786,P00787,2,15550.0,0.06,31100.0,2251.9
220842,Invalid Foreign Key: Product_ID,OI00220841,O0020841,P00842,2,7675.0,0.05,15350.0,1123.29
220921,Invalid Foreign Key: Product_ID,OI00220920,O0020920,P00921,1,4000.0,0.0,4000.0,308.12
220997,Invalid Foreign Key: Order_ID,OI00220996,O0020996,P00997,2,17300.0,0.06,34600.0,2505.33
220998,Invalid Foreign Key: Product_ID,OI00220997,O0020997,P00998,3,17475.0,0.0,52425.0,4038.31
221008,Invalid Foreign Key: Product_ID,OI00221007,O0021007,P99999,3,1725.0,0.03,5175.0,386.67
221251,Invalid Foreign Key: Order_ID,OI00221250,O0021250,P00251,1,9250.0,0.01,9250.0,705.4
221307,Invalid Foreign Key: Product_ID,OI00221306,O0021306,P00307,2,1550.0,0.01,3100.0,236.41
221325,Invalid Foreign Key: Order_ID,OI00221324,O0021324,P00325,5,4700.0,0.05,23500.0,1719.7
221421,Invalid Foreign Key: Product_ID,OI00221420,O0021420,P00421,1,4000.0,0.03,4000.0,298.88
221499,Invalid Foreign Key: Product_ID,OI00221498,O0021498,P00499,4,17650.0,0.04,70600.0,5220.8
221574,Invalid Foreign Key: Order_ID,OI00221573,O0021573,P00574,4,13275.0,0.02,53100.0,4008.5
221577,Invalid Foreign Key: Product_ID,OI00221576,O0021576,P00577,2,13800.0,0.05,27600.0,2019.73
221614,Invalid Foreign Key: Product_ID,OI00221613,O0021613,P00614,4,2775.0,0.0,11100.0,855.04
221751,Invalid Foreign Key: Order_ID,OI00221750,O0021750,P00751,1,9250.0,0.04,9250.0,684.03
221842,Invalid Foreign Key: Product_ID,OI00221841,O0021841,P00842,2,7675.0,0.04,15350.0,1135.12
221921,Invalid Foreign Key: Product_ID,OI00221920,O0021920,P00921,1,4000.0,0.06,4000.0,289.63
221994,Invalid Foreign Key: Order_ID,OI00221993,O0021993,P00994,4,16775.0,0.02,67100.0,5065.35
221998,Invalid Foreign Key: Product_ID,OI00221997,O0021997,P00998,3,17475.0,0.06,52425.0,3796.01
222011,Invalid Foreign Key: Order_ID,OI00222010,O0022010,P00011,1,2250.0,0.05,2250.0,164.65
