Source_Row,Reject_Reasons,Inventory_ID,Snapshot_Date,Warehouse_ID,Product_ID,Opening_Stock,Purchases,Units_Sold,Returns_In,Adjustments,Closing_Stock,Unit_Cost,Stock_Value,Stockout_Flag
82499,Invalid Foreign Key: Product_ID,ST00082498,2025-09-09,W019,P00499,548,298,406,4,0,444,11080,4919520.0,0
82577,Invalid Foreign Key: Product_ID,ST00082576,2025-11-26,W017,P00577,126,76,112,1,1,92,8660,796720.0,0
82614,Invalid Foreign Key: Product_ID,ST00082613,2026-01-02,W014,P00614,163,113,371,2,3,-90,1730,-155700.0,1
82842,Invalid Foreign Key: Product_ID,ST00082841,2026-08-18,W002,P00842,391,41,287,5,0,150,4810,721500.0,0
82921,Invalid Foreign Key: Product_ID,ST00082920,2025-11-05,W001,P00921,470,120,0,3,2,595,2500,1487500.0,0
82998,Invalid Foreign Key: Product_ID,ST00082997,2026-01-21,W018,P00998,547,197,119,8,2,635,10970,6965950.0,0
83307,Invalid Foreign Key: Product_ID,ST00083306,2025-11-26,W007,P00307,356,206,182,2,3,385,960,369600.0,0
83421,Invalid Foreign Key: Product_ID,ST00083420,2026-03-20,W001,P00421,470,20,140,8,-2,356,2500,890000.0,0
83499,Invalid Foreign Key: Product_ID,ST00083498,2026-06-06,W019,P00499,548,98,266,5,-1,384,11080,4254720.0,0
83577,Invalid Foreign Key: Product_ID,ST00083576,2026-08-23,W017,P00577,126,176,392,2,0,-88,8660,-762080.0,1
83614,Invalid Foreign Key: Product_ID,ST00083613,2025-09-29,W014,P00614,163,213,231,3,2,150,1730,259500.0,0
83842,Invalid Foreign Key: Product_ID,ST00083841,2026-05-15,W002,P00842,391,141,147,6,-1,390,4810,1875900.0,0
83921,Invalid Foreign Key: Product_ID,ST00083920,2026-08-02,W001,P00921,470,220,280,4,1,415,2500,1037500.0,0
83998,Invalid Foreign Key: Product_ID,ST00083997,2025-10-18,W018,P00998,547,297,399,0,1,446,10970,4892620.0,0
84307,Invalid Foreign Key: Product_ID,ST00084306,2026-08-23,W007,P00307,356,6,42,3,2,325,960,312000.0,0
84421,Invalid Foreign Key: Product_ID,ST00084420,2025-12-15,W001,P00421,470,120,0,0,-3,587,2500,1467500.0,0
84499,Invalid Foreign Key: Product_ID,ST00084498,2026-03-03,W019,P00499,548,198,126,6,-2,624,11080,6913920.0,0
84577,Invalid Foreign Key: Product_ID,ST00084576,2026-05-20,W017,P00577,126,276,252,3,-1,152,8660,1316320.0,0
84614,Invalid Foreign Key: Product_ID,ST00084613,2026-06-26,W014,P00614,163,13,91,4,1,90,1730,155700.0,0
84842,Invalid Foreign Key: Product_ID,ST00084841,2026-02-09,W002,P00842,391,241,7,7,-2,630,4810,3030300.0,0
84921,Invalid Foreign Key: Product_ID,ST00084920,2026-04-29,W001,P00921,470,20,140,5,0,355,2500,887500.0,0
84998,Invalid Foreign Key: Product_ID,ST00084997,2026-07-15,W018,P00998,547,97,259,1,0,386,10970,4234420.0,0
85307,Invalid Foreign Key: Product_ID,ST00085306,2026-05-20,W007,P00307,356,106,322,4,1,145,960,139200.0,0
85421,Invalid Foreign Key: Product_ID,ST00085420,2025-09-11,W001,P00421,470,220,280,1,3,414,2500,1035000.0,0
85499,Invalid Foreign Key: Product_ID,ST00085498,2025-11-28,W019,P00499,548,298,406,7,-3,444,11080,4919520.0,0
85577,Invalid Foreign Key: Product_ID,ST00085576,2026-02-14,W017,P00577,126,76,112,4,-2,92,8660,796720.0,0
85614,Invalid Foreign Key: Product_ID,ST00085613,2026-03-23,W014,P00614,163,113,371,5,0,-90,1730,-155700.0,1
85842,Invalid Foreign Key: Product_ID,ST00085841,2025-11-06,W002,P00842,391,41,287,8,-3,150,4810,721500.0,0
85921,Invalid Foreign Key: Product_ID,ST00085920,2026-01-24,W001,P00921,470,120,0,6,-1,595,2500,1487500.0,0
85998,Invalid Foreign Key: Product_ID,ST00085997,2026-04-11,W018,P00998,547,197,119,2,-1,626,10970,6867220.0,0
86307,Invalid Foreign Key: Product_ID,ST00086306,2026-02-14,W007,P00307,356,206,182,5,0,385,960,369600.0,0
86421,Invalid Foreign Key: Product_ID,ST00086420,2026-06-08,W001,P00421,470,20,140,2,2,354,2500,885000.0,0
86499,Invalid Foreign Key: Product_ID,ST00086498,2026-08-25,W019,P00499,548,98,266,8,3,391,11080,4332280.0,0
86577,Invalid Foreign Key: Product_ID,ST00086576,2025-11-11,W017,P00577,126,176,392,5,-3,-88,8660,-762080.0,1
86614,Invalid Foreign Key: Product_ID,ST00086613,2025-12-18,W014,P00614,163,213,231,6,-1,150,1730,259500.0,0
86842,Invalid Foreign Key: Product_ID,ST00086841,2026-08-03,W002,P00842,391,141,147,0,3,388,4810,1866280.0,0
86921,Invalid Foreign Key: Product_ID,ST00086920,2025-10-21,W001,P00921,470,220,280,7,-2,415,2500,1037500.0,0
86998,Invalid Foreign Key: Product_ID,ST00086997,2026-01-06,W018,P00998,547,297,399,3,-2,446,10970,4892620.0,0
87307,Invalid Foreign Key: Product_ID,ST00087306,2025-11-11,W007,P00307,356,6,42,6,-1,325,960,312000.0,0
87421,Invalid Foreign Key: Product_ID,ST00087420,2026-03-05,W001,P00421,470,120,0,3,1,594,2500,1485000.0,0
87499,Invalid Foreign Key: Product_ID,ST00087498,2026-05-22,W019,P00499,548,198,126,0,2,622,11080,6891760.0,0
87577,Invalid Foreign Key: Product_ID,ST00087576,2026-08-08,W017,P00577,126,276,252,6,3,159,8660,1376940.0,0
87614,Invalid Foreign Key: Product_ID,ST00087613,2025-09-14,W014,P00614,163,13,91,7,-2,90,1730,155700.0,0
87842,Invalid Foreign Key: Product_ID,ST00087841,2026-04-30,W002,P00842,391,241,7,1,2,628,4810,3020680.0,0
87921,Invalid Foreign Key: Product_ID,ST00087920,2026-07-18,W001,P00921,470,20,140,8,-3,355,2500,887500.0,0
87998,Invalid Foreign Key: Product_ID,ST00087997,2025-10-03,W018,P00998,547,97,259,4,-3,386,10970,4234420.0,0
88307,Invalid Foreign Key: Product_ID,ST00088306,2026-08-08,W007,P00307,356,106,322,7,-2,145,960,139200.0,0
88421,Invalid Foreign Key: Product_ID,ST00088420,2025-11-30,W001,P00421,470,220,280,4,0,414,2500,1035000.0,0
88499,Invalid Foreign Key: Product_ID,ST00088498,2026-02-16,W019,P00499,548,298,406,1,1,442,11080,4897360.0,0
88577,Invalid Foreign Key: Product_ID,ST00088576,2026-05-05,W017,P00577,126,76,112,7,2,99,8660,857340.0,0
88614,Invalid Foreign Key: Product_ID,ST00088613,2026-06-11,W014,P00614,163,113,371,8,-3,-90,1730,-155700.0,1
88842,Invalid Foreign Key: Product_ID,ST00088841,2026-01-25,W002,P00842,391,41,287,2,1,148,4810,711880.0,0
88921,Invalid Foreign Key: Product_ID,ST00088920,2026-04-14,W001,P00921,470,120,0,0,3,593,2500,1482500.0,0
88998,Invalid Foreign Key: Product_ID,ST00088997,2026-06-30,W018,P00998,547,197,119,5,3,633,10970,6944010.0,0
89307,Invalid Foreign Key: Product_ID,ST00089306,2026-05-05,W007,P00307,356,206,182,8,-3,385,960,369600.0,0
89421,Invalid Foreign Key: Product_ID,ST00089420,2026-08-27,W001,P00421,470,20,140,5,-1,354,2500,885000.0,0
89499,Invalid Foreign Key: Product_ID,ST00089498,2025-11-13,W019,P00499,548,98,266,2,0,382,11080,4232560.0,0
89577,Invalid Foreign Key: Product_ID,ST00089576,2026-01-30,W017,P00577,126,176,392,8,1,-81,8660,-701460.0,1
89614,Invalid Foreign Key: Product_ID,ST00089613,2026-03-08,W014,P00614,163,213,231,0,3,148,1730,256040.0,0
89842,Invalid Foreign Key: Product_ID,ST00089841,2025-10-22,W002,P00842,391,141,147,3,0,388,4810,1866280.0,0
89921,Invalid Foreign Key: Product_ID,ST00089920,2026-01-09,W001,P00921,470,220,280,1,2,413,2500,1032500.0,0
89998,Invalid Foreign Key: Product_ID,ST00089997,2026-03-27,W018,P00998,547,297,399,6,2,453,10970,4969410.0,0
90307,Invalid Foreign Key: Product_ID,ST00090306,2026-01-30,W007,P00307,356,6,42,0,3,323,960,310080.0,0
90421,Invalid Foreign Key: Product_ID,ST00090420,2026-05-24,W001,P00421,470,120,0,6,-2,594,2500,1485000.0,0
90499,Invalid Foreign Key: Product_ID,ST00090498,2026-08-10,W019,P00499,548,198,126,3,-1,622,11080,6891760.0,0
90577,Invalid Foreign Key: Product_ID,ST00090576,2025-10-27,W017,P00577,126,276,252,0,0,150,8660,1299000.0,0
90614,Invalid Foreign Key: Product_ID,ST00090613,2025-12-03,W014,P00614,163,13,91,1,2,88,1730,152240.0,0
90842,Invalid Foreign Key: Product_ID,ST00090841,2026-07-19,W002,P00842,391,241,7,4,-1,628,4810,3020680.0,0
90921,Invalid Foreign Key: Product_ID,ST00090920,2025-10-06,W001,P00921,470,20,140,2,1,353,2500,882500.0,0
90998,Invalid Foreign Key: Product_ID,ST00090997,2025-12-22,W018,P00998,547,97,259,7,1,393,10970,4311210.0,0
91307,Invalid Foreign Key: Product_ID,ST00091306,2025-10-27,W007,P00307,356,106,322,1,2,143,960,137280.0,0
91421,Invalid Foreign Key: Product_ID,ST00091420,2026-02-18,W001,P00421,470,220,280,7,-3,414,2500,1035000.0,0
91499,Invalid Foreign Key: Product_ID,ST00091498,2026-05-07,W019,P00499,548,298,406,4,-2,442,11080,4897360.0,0
91577,Invalid Foreign Key: Product_ID,ST00091576,2026-07-24,W017,P00577,126,76,112,1,-1,90,8660,779400.0,0
91614,Invalid Foreign Key: Product_ID,ST00091613,2026-08-30,W014,P00614,163,113,371,2,1,-92,1730,-159160.0,1
91842,Invalid Foreign Key: Product_ID,ST00091841,2026-04-15,W002,P00842,391,41,287,5,-2,148,4810,711880.0,0
91921,Invalid Foreign Key: Product_ID,ST00091920,2026-07-03,W001,P00921,470,120,0,3,0,593,2500,1482500.0,0
91998,Invalid Foreign Key: Product_ID,ST00091997,2025-09-18,W018,P00998,547,197,119,8,0,633,10970,6944010.0,0
92307,Invalid Foreign Key: Product_ID,ST00092306,2026-07-24,W007,P00307,356,206,182,2,1,383,960,367680.0,0
92421,Invalid Foreign Key: Product_ID,ST00092420,2025-11-15,W001,P00421,470,20,140,8,3,361,2500,902500.0,0
92499,Invalid Foreign Key: Product_ID,ST00092498,2026-02-01,W019,P00499,548,98,266,5,-3,382,11080,4232560.0,0
92577,Invalid Foreign Key: Product_ID,ST00092576,2026-04-20,W017,P00577,126,176,392,2,-2,-90,8660,-779400.0,1
92614,Invalid Foreign Key: Product_ID,ST00092613,2026-05-27,W014,P00614,163,213,231,3,0,148,1730,256040.0,0
92842,Invalid Foreign Key: Product_ID,ST00092841,2026-01-10,W002,P00842,391,141,147,6,-3,388,4810,1866280.0,0
92921,Invalid Foreign Key: Product_ID,ST00092920,2026-03-30,W001,P00921,470,220,280,4,-1,413,2500,1032500.0,0
92998,Invalid Foreign Key: Product_ID,ST00092997,2026-06-15,W018,P00998,547,297,399,0,-1,444,10970,4870680.0,0
93307,Invalid Foreign Key: Product_ID,ST00093306,2026-04-20,W007,P00307,356,6,42,3,0,323,960,310080.0,0
93421,Invalid Foreign Key: Product_ID,ST00093420,2026-08-12,W001,P00421,470,120,0,0,2,592,2500,1480000.0,0
93499,Invalid Foreign Key: Product_ID,ST00093498,2025-10-29,W019,P00499,548,198,126,6,3,629,11080,6969320.0,0
93577,Invalid Foreign Key: Product_ID,ST00093576,2026-01-15,W017,P00577,126,276,252,3,-3,150,8660,1299000.0,0
93614,Invalid Foreign Key: Product_ID,ST00093613,2026-02-21,W014,P00614,163,13,91,4,-1,88,1730,152240.0,0
93842,Invalid Foreign Key: Product_ID,ST00093841,2025-10-07,W002,P00842,391,241,7,7,3,635,4810,3054350.0,0
93921,Invalid Foreign Key: Product_ID,ST00093920,2025-12-25,W001,P00921,470,20,140,5,-2,353,2500,882500.0,0
93998,Invalid Foreign Key: Product_ID,ST00093997,2026-03-12,W018,P00998,547,97,259,1,-2,384,10970,4212480.0,0
94307,Invalid Foreign Key: Product_ID,ST00094306,2026-01-15,W007,P00307,356,106,322,4,-1,143,960,137280.0,0
94421,Invalid Foreign Key: Product_ID,ST00094420,2026-05-09,W001,P00421,470,220,280,1,1,412,2500,1030000.0,0
94499,Invalid Foreign Key: Product_ID,ST00094498,2026-07-26,W019,P00499,548,298,406,7,2,449,11080,4974920.0,0
94577,Invalid Foreign Key: Product_ID,ST00094576,2025-10-12,W017,P00577,126,76,112,4,3,97,8660,840020.0,0
94614,Invalid Foreign Key: Product_ID,ST00094613,2025-11-18,W014,P00614,163,113,371,5,-2,-92,1730,-159160.0,1
94842,Invalid Foreign Key: Product_ID,ST00094841,2026-07-04,W002,P00842,391,41,287,8,2,155,4810,745550.0,0
94921,Invalid Foreign Key: Product_ID,ST00094920,2025-09-21,W001,P00921,470,120,0,6,-3,593,2500,1482500.0,0
94998,Invalid Foreign Key: Product_ID,ST00094997,2025-12-07,W018,P00998,547,197,119,2,-3,624,10970,6845280.0,0
95307,Invalid Foreign Key: Product_ID,ST00095306,2025-10-12,W007,P00307,356,206,182,5,-2,383,960,367680.0,0
95421,Invalid Foreign Key: Product_ID,ST00095420,2026-02-03,W001,P00421,470,20,140,2,0,352,2500,880000.0,0
95499,Invalid Foreign Key: Product_ID,ST00095498,2026-04-22,W019,P00499,548,98,266,8,1,389,11080,4310120.0,0
95577,Invalid Foreign Key: Product_ID,ST00095576,2026-07-09,W017,P00577,126,176,392,5,2,-83,8660,-718780.0,1
95614,Invalid Foreign Key: Product_ID,ST00095613,2026-08-15,W014,P00614,163,213,231,6,-3,148,1730,256040.0,0
95842,Invalid Foreign Key: Product_ID,ST00095841,2026-03-31,W002,P00842,391,141,147,0,1,386,4810,1856660.0,0
95921,Invalid Foreign Key: Product_ID,ST00095920,2026-06-18,W001,P00921,470,220,280,7,3,420,2500,1050000.0,0
95998,Invalid Foreign Key: Product_ID,ST00095997,2025-09-03,W018,P00998,547,297,399,3,3,451,10970,4947470.0,0
96307,Invalid Foreign Key: Product_ID,ST00096306,2026-07-09,W007,P00307,356,6,42,6,-3,323,960,310080.0,0
96421,Invalid Foreign Key: Product_ID,ST00096420,2025-10-31,W001,P00421,470,120,0,3,-1,592,2500,1480000.0,0
96499,Invalid Foreign Key: Product_ID,ST00096498,2026-01-17,W019,P00499,548,198,126,0,0,620,11080,6869600.0,0
96577,Invalid Foreign Key: Product_ID,ST00096576,2026-04-05,W017,P00577,126,276,252,6,1,157,8660,1359620.0,0
96614,Invalid Foreign Key: Product_ID,ST00096613,2026-05-12,W014,P00614,163,13,91,7,3,95,1730,164350.0,0
96842,Invalid Foreign Key: Product_ID,ST00096841,2025-12-26,W002,P00842,391,241,7,1,0,626,4810,3011060.0,0
96921,Invalid Foreign Key: Product_ID,ST00096920,2026-03-15,W001,P00921,470,20,140,8,2,360,2500,900000.0,0
96998,Invalid Foreign Key: Product_ID,ST00096997,2026-05-31,W018,P00998,547,97,259,4,2,391,10970,4289270.0,0
97307,Invalid Foreign Key: Product_ID,ST00097306,2026-04-05,W007,P00307,356,106,322,7,3,150,960,144000.0,0
97421,Invalid Foreign Key: Product_ID,ST00097420,2026-07-28,W001,P00421,470,220,280,4,-2,412,2500,1030000.0,0
97499,Invalid Foreign Key: Product_ID,ST00097498,2025-10-14,W019,P00499,548,298,406,1,-1,440,11080,4875200.0,0
97577,Invalid Foreign Key: Product_ID,ST00097576,2025-12-31,W017,P00577,126,76,112,7,0,97,8660,840020.0,0
97614,Invalid Foreign Key: Product_ID,ST00097613,2026-02-06,W014,P00614,163,113,371,8,2,-85,1730,-147050.0,1
97842,Invalid Foreign Key: Product_ID,ST00097841,2025-09-22,W002,P00842,391,41,287,2,-1,146,4810,702260.0,0
97921,Invalid Foreign Key: Product_ID,ST00097920,2025-12-10,W001,P00921,470,120,0,0,1,591,2500,1477500.0,0
97998,Invalid Foreign Key: Product_ID,ST00097997,2026-02-25,W018,P00998,547,197,119,5,1,631,10970,6922070.0,0
98307,Invalid Foreign Key: Product_ID,ST00098306,2025-12-31,W007,P00307,356,206,182,8,2,390,960,374400.0,0
98421,Invalid Foreign Key: Product_ID,ST00098420,2026-04-24,W001,P00421,470,20,140,5,-3,352,2500,880000.0,0
98499,Invalid Foreign Key: Product_ID,ST00098498,2026-07-11,W019,P00499,548,98,266,2,-2,380,11080,4210400.0,0
98577,Invalid Foreign Key: Product_ID,ST00098576,2025-09-27,W017,P00577,126,176,392,8,-1,-83,8660,-718780.0,1
98614,Invalid Foreign Key: Product_ID,ST00098613,2025-11-03,W014,P00614,163,213,231,0,1,146,1730,252580.0,0
98842,Invalid Foreign Key: Product_ID,ST00098841,2026-06-19,W002,P00842,391,141,147,3,-2,386,4810,1856660.0,0
98921,Invalid Foreign Key: Product_ID,ST00098920,2025-09-06,W001,P00921,470,220,280,1,0,411,2500,1027500.0,0
98998,Invalid Foreign Key: Product_ID,ST00098997,2025-11-22,W018,P00998,547,297,399,6,0,451,10970,4947470.0,0
99307,Invalid Foreign Key: Product_ID,ST00099306,2025-09-27,W007,P00307,356,6,42,0,1,321,960,308160.0,0
99421,Invalid Foreign Key: Product_ID,ST00099420,2026-01-19,W001,P00421,470,120,0,6,3,599,2500,1497500.0,0
99499,Invalid Foreign Key: Product_ID,ST00099498,2026-04-07,W019,P00499,548,198,126,3,-3,620,11080,6869600.0,0
99577,Invalid Foreign Key: Product_ID,ST00099576,2026-06-24,W017,P00577,126,276,252,0,-2,148,8660,1281680.0,0
99614,Invalid Foreign Key: Product_ID,ST00099613,2026-07-31,W014,P00614,163,13,91,1,0,86,1730,148780.0,0
99842,Invalid Foreign Key: Product_ID,ST00099841,2026-03-16,W002,P00842,391,241,7,4,-3,626,4810,3011060.0,0
99921,Invalid Foreign Key: Product_ID,ST00099920,2026-06-03,W001,P00921,470,20,140,2,-1,351,2500,877500.0,0
99998,Invalid Foreign Key: Product_ID,ST00099997,2026-08-19,W018,P00998,547,97,259,7,-1,391,10970,4289270.0,0
100307,Invalid Foreign Key: Product_ID,ST00100306,2026-06-24,W007,P00307,356,106,322,1,0,141,960,135360.0,0
100421,Invalid Foreign Key: Product_ID,ST00100420,2025-10-16,W001,P00421,470,220,280,7,2,419,2500,1047500.0,0
100499,Invalid Foreign Key: Product_ID,ST00100498,2026-01-02,W019,P00499,548,298,406,4,3,447,11080,4952760.0,0
100577,Invalid Foreign Key: Product_ID,ST00100576,2026-03-21,W017,P00577,126,76,112,1,-3,88,8660,762080.0,0
100614,Invalid Foreign Key: Product_ID,ST00100613,2026-04-27,W014,P00614,163,113,371,2,-1,-94,1730,-162620.0,1
100842,Invalid Foreign Key: Product_ID,ST00100841,2025-12-11,W002,P00842,391,41,287,5,3,153,4810,735930.0,0
100921,Invalid Foreign Key: Product_ID,ST00100920,2026-02-28,W001,P00921,470,120,0,3,-2,591,2500,1477500.0,0
100998,Invalid Foreign Key: Product_ID,ST00100997,2026-05-16,W018,P00998,547,197,119,8,-2,631,10970,6922070.0,0
101307,Invalid Foreign Key: Product_ID,ST00101306,2026-03-21,W007,P00307,356,206,182,2,-1,381,960,365760.0,0
101421,Invalid Foreign Key: Product_ID,ST00101420,2026-07-13,W001,P00421,470,20,140,8,1,359,2500,897500.0,0
101499,Invalid Foreign Key: Product_ID,ST00101498,2025-09-29,W019,P00499,548,98,266,5,2,387,11080,4287960.0,0
101577,Invalid Foreign Key: Product_ID,ST00101576,2025-12-16,W017,P00577,126,176,392,2,3,-85,8660,-736100.0,1
101614,Invalid Foreign Key: Product_ID,ST00101613,2026-01-22,W014,P00614,163,213,231,3,-2,146,1730,252580.0,0
101842,Invalid Foreign Key: Product_ID,ST00101841,2025-09-07,W002,P00842,391,141,147,6,2,393,4810,1890330.0,0
101921,Invalid Foreign Key: Product_ID,ST00101920,2025-11-25,W001,P00921,470,220,280,4,-3,411,2500,1027500.0,0
101998,Invalid Foreign Key: Product_ID,ST00101997,2026-02-10,W018,P00998,547,297,399,0,-3,442,10970,4848740.0,0
102307,Invalid Foreign Key: Product_ID,ST00102306,2025-12-16,W007,P00307,356,6,42,3,-2,321,960,308160.0,0
102421,Invalid Foreign Key: Product_ID,ST00102420,2026-04-09,W001,P00421,470,120,0,0,0,590,2500,1475000.0,0
102499,Invalid Foreign Key: Product_ID,ST00102498,2026-06-26,W019,P00499,548,198,126,6,1,627,11080,6947160.0,0
102577,Invalid Foreign Key: Product_ID,ST00102576,2025-09-12,W017,P00577,126,276,252,3,2,155,8660,1342300.0,0
102614,Invalid Foreign Key: Product_ID,ST00102613,2025-10-19,W014,P00614,163,13,91,4,-3,86,1730,148780.0,0
102842,Invalid Foreign Key: Product_ID,ST00102841,2026-06-04,W002,P00842,391,241,7,7,1,633,4810,3044730.0,0
102921,Invalid Foreign Key: Product_ID,ST00102920,2026-08-22,W001,P00921,470,20,140,5,3,358,2500,895000.0,0
102998,Invalid Foreign Key: Product_ID,ST00102997,2025-11-07,W018,P00998,547,97,259,1,3,389,10970,4267330.0,0
103307,Invalid Foreign Key: Product_ID,ST00103306,2025-09-12,W007,P00307,356,106,322,4,-3,141,960,135360.0,0
103421,Invalid Foreign Key: Product_ID,ST00103420,2026-01-04,W001,P00421,470,220,280,1,-1,410,2500,1025000.0,0
103499,Invalid Foreign Key: Product_ID,ST00103498,2026-03-23,W019,P00499,548,298,406,7,0,447,11080,4952760.0,0
103577,Invalid Foreign Key: Product_ID,ST00103576,2026-06-09,W017,P00577,126,76,112,4,1,95,8660,822700.0,0
103614,Invalid Foreign Key: Product_ID,ST00103613,2026-07-16,W014,P00614,163,113,371,5,3,-87,1730,-150510.0,1
103842,Invalid Foreign Key: Product_ID,ST00103841,2026-03-01,W002,P00842,391,41,287,8,0,153,4810,735930.0,0
103921,Invalid Foreign Key: Product_ID,ST00103920,2026-05-19,W001,P00921,470,120,0,6,2,598,2500,1495000.0,0
103998,Invalid Foreign Key: Product_ID,ST00103997,2026-08-04,W018,P00998,547,197,119,2,2,629,10970,6900130.0,0
104307,Invalid Foreign Key: Product_ID,ST00104306,2026-06-09,W007,P00307,356,206,182,5,3,388,960,372480.0,0
104421,Invalid Foreign Key: Product_ID,ST00104420,2025-10-01,W001,P00421,470,20,140,2,-2,350,2500,875000.0,0
104499,Invalid Foreign Key: Product_ID,ST00104498,2025-12-18,W019,P00499,548,98,266,8,-1,387,11080,4287960.0,0
104577,Invalid Foreign Key: Product_ID,ST00104576,2026-03-06,W017,P00577,126,176,392,5,0,-85,8660,-736100.0,1
104614,Invalid Foreign Key: Product_ID,ST00104613,2026-04-12,W014,P00614,163,213,231,6,2,153,1730,264690.0,0
104842,Invalid Foreign Key: Product_ID,ST00104841,2025-11-26,W002,P00842,391,141,147,0,-1,384,4810,1847040.0,0
104921,Invalid Foreign Key: Product_ID,ST00104920,2026-02-13,W001,P00921,470,220,280,7,1,418,2500,1045000.0,0
104998,Invalid Foreign Key: Product_ID,ST00104997,2026-05-01,W018,P00998,547,297,399,3,1,449,10970,4925530.0,0
105307,Invalid Foreign Key: Product_ID,ST00105306,2026-03-06,W007,P00307,356,6,42,6,2,328,960,314880.0,0
105421,Invalid Foreign Key: Product_ID,ST00105420,2026-06-28,W001,P00421,470,120,0,3,-3,590,2500,1475000.0,0
105499,Invalid Foreign Key: Product_ID,ST00105498,2025-09-14,W019,P00499,548,198,126,0,-2,618,11080,6847440.0,0
105577,Invalid Foreign Key: Product_ID,ST00105576,2025-12-01,W017,P00577,126,276,252,6,-1,155,8660,1342300.0,0
105614,Invalid Foreign Key: Product_ID,ST00105613,2026-01-07,W014,P00614,163,13,91,7,1,93,1730,160890.0,0
105842,Invalid Foreign Key: Product_ID,ST00105841,2026-08-23,W002,P00842,391,241,7,1,-2,624,4810,3001440.0,0
105921,Invalid Foreign Key: Product_ID,ST00105920,2025-11-10,W001,P00921,470,20,140,8,0,358,2500,895000.0,0
105998,Invalid Foreign Key: Product_ID,ST00105997,2026-01-26,W018,P00998,547,97,259,4,0,389,10970,4267330.0,0
106307,Invalid Foreign Key: Product_ID,ST00106306,2025-12-01,W007,P00307,356,106,322,7,1,148,960,142080.0,0
106421,Invalid Foreign Key: Product_ID,ST00106420,2026-03-25,W001,P00421,470,220,280,4,3,417,2500,1042500.0,0
106499,Invalid Foreign Key: Product_ID,ST00106498,2026-06-11,W019,P00499,548,298,406,1,-3,438,11080,4853040.0,0
106577,Invalid Foreign Key: Product_ID,ST00106576,2026-08-28,W017,P00577,126,76,112,7,-2,95,8660,822700.0,0
106614,Invalid Foreign Key: Product_ID,ST00106613,2025-10-04,W014,P00614,163,113,371,8,0,-87,1730,-150510.0,1
106842,Invalid Foreign Key: Product_ID,ST00106841,2026-05-20,W002,P00842,391,41,287,2,-3,144,4810,692640.0,0
106921,Invalid Foreign Key: Product_ID,ST00106920,2026-08-07,W001,P00921,470,120,0,0,-1,589,2500,1472500.0,0
106998,Invalid Foreign Key: Product_ID,ST00106997,2025-10-23,W018,P00998,547,197,119,5,-1,629,10970,6900130.0,0
107307,Invalid Foreign Key: Product_ID,ST00107306,2026-08-28,W007,P00307,356,206,182,8,0,388,960,372480.0,0
107421,Invalid Foreign Key: Product_ID,ST00107420,2025-12-20,W001,P00421,470,20,140,5,2,357,2500,892500.0,0
107499,Invalid Foreign Key: Product_ID,ST00107498,2026-03-08,W019,P00499,548,98,266,2,3,385,11080,4265800.0,0
107577,Invalid Foreign Key: Product_ID,ST00107576,2026-05-25,W017,P00577,126,176,392,8,-3,-85,8660,-736100.0,1
107614,Invalid Foreign Key: Product_ID,ST00107613,2026-07-01,W014,P00614,163,213,231,0,-1,144,1730,249120.0,0
107842,Invalid Foreign Key: Product_ID,ST00107841,2026-02-14,W002,P00842,391,141,147,3,3,391,4810,1880710.0,0
107921,Invalid Foreign Key: Product_ID,ST00107920,2026-05-04,W001,P00921,470,220,280,1,-2,409,2500,1022500.0,0
107998,Invalid Foreign Key: Product_ID,ST00107997,2026-07-20,W018,P00998,547,297,399,6,-2,449,10970,4925530.0,0
108307,Invalid Foreign Key: Product_ID,ST00108306,2026-05-25,W007,P00307,356,6,42,0,-1,319,960,306240.0,0
108421,Invalid Foreign Key: Product_ID,ST00108420,2025-09-16,W001,P00421,470,120,0,6,1,597,2500,1492500.0,0
108499,Invalid Foreign Key: Product_ID,ST00108498,2025-12-03,W019,P00499,548,198,126,3,2,625,11080,6925000.0,0
108577,Invalid Foreign Key: Product_ID,ST00108576,2026-02-19,W017,P00577,126,276,252,0,3,153,8660,1324980.0,0
108614,Invalid Foreign Key: Product_ID,ST00108613,2026-03-28,W014,P00614,163,13,91,1,-2,84,1730,145320.0,0
108842,Invalid Foreign Key: Product_ID,ST00108841,2025-11-11,W002,P00842,391,241,7,4,2,631,4810,3035110.0,0
108921,Invalid Foreign Key: Product_ID,ST00108920,2026-01-29,W001,P00921,470,20,140,2,-3,349,2500,872500.0,0
108998,Invalid Foreign Key: Product_ID,ST00108997,2026-04-16,W018,P00998,547,97,259,7,-3,389,10970,4267330.0,0
109307,Invalid Foreign Key: Product_ID,ST00109306,2026-02-19,W007,P00307,356,106,322,1,-2,139,960,133440.0,0
109421,Invalid Foreign Key: Product_ID,ST00109420,2026-06-13,W001,P00421,470,220,280,7,0,417,2500,1042500.0,0
109499,Invalid Foreign Key: Product_ID,ST00109498,2026-08-30,W019,P00499,548,298,406,4,1,445,11080,4930600.0,0
109577,Invalid Foreign Key: Product_ID,ST00109576,2025-11-16,W017,P00577,126,76,112,1,2,93,8660,805380.0,0
109614,Invalid Foreign Key: Product_ID,ST00109613,2025-12-23,W014,P00614,163,113,371,2,-3,-96,1730,-166080.0,1
109842,Invalid Foreign Key: Product_ID,ST00109841,2026-08-08,W002,P00842,391,41,287,5,1,151,4810,726310.0,0
