Product_ID,Product_Name,Category,Subcategory,Opening_Stock,Closing_Stock,Closing_Stock_Value,Warehouse_Count,Average_Inventory_Units,Average_Inventory_Value,Inventory_Observations,Stockout_Observations,Stockout_Rate_Percentage,Purchased_Units,Purchase_Orders,Average_Lead_Time_Days,Average_Delivery_Delay_Days,On_Time_Delivery_Rate,On_Time_Delivery_Rate_Percentage,Returned_Units,Units_Sold,Cost_Of_Goods_Sold,Revenue,Net_Profit,First_Sale_Date,Last_Sale_Date,Average_Daily_Demand,Inventory_Turnover,Days_Inventory,Return_Rate_Percentage,Average_Unit_Stock_Value,Target_Stock_Units,Excess_Inventory_Units,Excess_Inventory_Value,Expected_Closing_Stock,Inventory_Reconciliation_Difference,Inventory_Status,Priority,Recommended_Action
P00766,Accessories Product 0766,Accessories,Subcategory 22,315,168,1251600.0,1,507.81,3783171.23,120,0,0.0,6725,25,25.04,0.0,0.0,0.0,15.0,250.0,135679.19,209033.62,-21356.14,2025-09-01,2026-08-27,0.68,0.04,245.28,6.0,7450.0,61.64,106.36,792353.42,6805.0,-6637.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00767,IT Equipment Product 0767,IT Equipment,Subcategory 23,316,340,2570400.0,1,499.64,3777307.4,120,0,0.0,6534,24,23.67,0.0,0.0,0.0,15.0,500.0,275362.76,424264.27,-29832.09,2025-09-02,2026-08-28,1.37,0.07,248.2,3.0,7560.0,123.29,216.71,1638345.21,6365.0,-6025.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00768,Electronics Product 0768,Electronics,Subcategory 0,317,337,2584790.0,1,491.48,3769647.4,120,0,0.0,6391,23,23.74,0.0,0.0,0.0,15.0,750.0,419055.69,645692.04,-32319.88,2025-09-03,2026-08-29,2.05,0.11,164.01,2.0,7670.0,184.93,152.07,1166365.34,5973.0,-5636.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00769,Furniture Product 0769,Furniture,Subcategory 1,318,334,2598520.0,1,483.32,3760191.23,120,0,0.0,6800,25,24.32,0.0,0.0,0.0,15.0,1000.0,568786.0,873066.43,-40637.52,2025-09-04,2026-08-30,2.74,0.15,121.91,1.5,7780.0,246.58,87.42,680163.84,6133.0,-5799.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00770,Office Supplies Product 0770,Office Supplies,Subcategory 2,319,331,2611590.0,1,475.15,3748938.9,120,0,0.0,6606,24,25.12,0.0,0.0,0.0,15.0,1250.0,721034.36,1106506.8,-48605.81,2025-09-05,2026-08-31,3.42,0.19,96.65,1.2,7890.0,308.22,22.78,179740.68,5690.0,-5359.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00771,Home Appliances Product 0771,Home Appliances,Subcategory 3,320,383,3064000.0,1,466.89,3735123.29,120,0,0.0,6630,24,24.5,0.0,0.0,0.0,15.0,247.0,144475.67,221678.5,-24597.4,2025-09-01,2026-08-27,0.68,0.04,565.97,6.07,8000.0,60.9,322.1,2576767.12,6718.0,-6335.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00772,Accessories Product 0772,Accessories,Subcategory 4,321,135,1094850.0,1,458.73,3720268.08,120,0,0.0,6654,24,24.42,0.0,0.0,0.0,15.0,500.0,296456.72,454996.95,-30653.6,2025-09-02,2026-08-28,1.37,0.08,98.55,3.0,8110.0,123.29,11.71,94986.99,6490.0,-6355.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00773,IT Equipment Product 0773,IT Equipment,Subcategory 5,322,132,1085040.0,1,450.44,3702603.29,120,0,0.0,6678,24,24.5,0.0,0.0,0.0,15.0,750.0,450716.94,691793.17,-37642.21,2025-09-03,2026-08-29,2.05,0.12,64.24,2.0,8220.0,184.93,0.0,0.0,6265.0,-6133.0,Normal,Low,Continue normal inventory monitoring.
P00774,Electronics Product 0774,Electronics,Subcategory 6,323,367,3057110.0,1,442.15,3683115.21,120,0,0.0,6702,24,25.12,0.0,0.0,0.0,15.0,1000.0,608995.94,934789.92,-45749.17,2025-09-04,2026-08-30,2.74,0.17,133.96,1.5,8330.0,246.58,120.42,1003137.4,6040.0,-5673.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00775,Furniture Product 0775,Furniture,Subcategory 7,324,364,3072160.0,1,433.86,3661803.84,120,0,0.0,6726,24,24.5,0.0,0.0,0.0,15.0,1245.0,768235.5,1179156.1,-55902.04,2025-09-05,2026-08-31,3.41,0.21,106.71,1.2,8440.0,306.99,57.01,481195.62,5820.0,-5456.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00776,Office Supplies Product 0776,Office Supplies,Subcategory 8,325,298,2547900.0,1,425.7,3639723.29,120,0,0.0,6975,25,24.28,0.0,0.0,0.0,15.0,250.0,156269.6,239830.0,-25762.39,2025-09-01,2026-08-27,0.68,0.04,435.08,6.0,8550.0,61.64,236.36,2020845.21,7065.0,-6767.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00777,Home Appliances Product 0777,Home Appliances,Subcategory 9,326,288,2494080.0,1,417.53,3615846.58,120,0,0.0,6824,24,22.92,0.0,0.0,0.0,15.0,500.0,316560.46,485719.12,-34117.07,2025-09-02,2026-08-28,1.37,0.09,210.24,3.0,8660.0,123.29,164.71,1426408.77,6665.0,-6377.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00778,Accessories Product 0778,Accessories,Subcategory 10,327,285,2499450.0,1,409.27,3589332.74,120,0,0.0,7025,25,25.04,0.0,0.0,0.0,15.0,741.0,475143.32,729114.72,-43230.95,2025-09-03,2026-08-29,2.03,0.13,140.38,2.02,8770.0,182.71,102.29,897062.88,6626.0,-6341.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00779,IT Equipment Product 0779,IT Equipment,Subcategory 11,328,282,2504160.0,1,401.11,3561853.15,120,0,0.0,7050,25,24.48,0.0,0.0,0.0,15.0,1000.0,649205.88,996240.7,-50256.66,2025-09-04,2026-08-30,2.74,0.18,102.93,1.5,8880.0,246.58,35.42,314570.96,6393.0,-6111.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00780,Electronics Product 0780,Electronics,Subcategory 12,329,279,2508210.0,1,392.95,3532577.4,120,0,0.0,7075,25,25.12,0.0,0.0,0.0,15.0,1250.0,818623.97,1260806.99,-50963.59,2025-09-05,2026-08-31,3.42,0.23,81.47,1.2,8990.0,308.22,0.0,0.0,6169.0,-5890.0,Normal,Low,Continue normal inventory monitoring.
P00781,Furniture Product 0781,Furniture,Subcategory 13,330,331,3012100.0,1,614.92,5595752.05,120,0,0.0,7100,25,24.32,0.0,0.0,0.0,15.0,250.0,165726.99,255262.29,-30264.5,2025-09-01,2026-08-27,0.68,0.03,483.26,6.0,9100.0,61.64,269.36,2451141.1,7195.0,-6864.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00782,Office Supplies Product 0782,Office Supplies,Subcategory 14,331,503,4632630.0,1,606.63,5587063.56,120,0,0.0,6813,23,24.3,0.0,0.0,0.0,15.0,500.0,336666.66,516729.38,-38595.31,2025-09-02,2026-08-28,1.37,0.06,367.19,3.0,9210.0,123.29,379.71,3497150.55,6659.0,-6156.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00783,Home Appliances Product 0783,Home Appliances,Subcategory 15,332,500,4660000.0,1,598.34,5576551.78,120,0,0.0,7150,25,24.4,0.0,0.0,0.0,15.0,750.0,511030.62,784175.72,-46624.31,2025-09-03,2026-08-29,2.05,0.09,243.33,2.0,9320.0,184.93,315.07,2936438.36,6747.0,-6247.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00784,Accessories Product 0784,Accessories,Subcategory 16,333,497,4686710.0,1,590.05,5564216.71,120,0,0.0,7175,25,25.04,0.0,0.0,0.0,15.0,1000.0,689415.82,1057671.16,-53814.36,2025-09-04,2026-08-30,2.74,0.12,181.4,1.5,9430.0,246.58,250.42,2361504.52,6523.0,-6026.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00785,IT Equipment Product 0785,IT Equipment,Subcategory 17,334,494,4712760.0,1,581.79,5550319.73,120,0,0.0,7016,24,23.75,0.0,0.0,0.0,15.0,1250.0,871822.26,1337597.72,-63199.09,2025-09-05,2026-08-31,3.42,0.16,144.25,1.2,9540.0,308.22,185.78,1772349.04,6115.0,-5621.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00786,Electronics Product 0786,Electronics,Subcategory 18,335,308,2972200.0,1,573.63,5535530.82,120,0,0.0,7040,24,23.79,0.0,0.0,0.0,15.0,250.0,176375.82,270621.34,-31919.61,2025-09-01,2026-08-27,0.68,0.03,449.68,6.0,9650.0,61.64,246.36,2377336.99,7140.0,-6832.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00787,Furniture Product 0787,Furniture,Subcategory 19,336,243,2371680.0,1,565.47,5518945.75,120,0,0.0,7064,24,24.33,0.0,0.0,0.0,15.0,474.0,338350.96,519028.32,-38229.66,2025-09-02,2026-08-28,1.3,0.06,187.12,3.16,9760.0,116.88,126.12,1230963.29,6941.0,-6698.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00788,Office Supplies Product 0788,Office Supplies,Subcategory 20,337,240,2368800.0,1,557.3,5500564.52,120,0,0.0,7088,24,24.96,0.0,0.0,0.0,15.0,750.0,541188.7,830484.16,-46193.25,2025-09-03,2026-08-29,2.05,0.1,116.8,2.0,9870.0,184.93,55.07,543526.03,6690.0,-6450.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00789,Home Appliances Product 0789,Home Appliances,Subcategory 21,338,292,2914160.0,1,549.14,5480387.12,120,0,0.0,7112,24,24.58,0.0,0.0,0.0,15.0,1000.0,729625.76,1119727.61,-52365.05,2025-09-04,2026-08-30,2.74,0.13,106.58,1.5,9980.0,246.58,45.42,453338.08,6465.0,-6173.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00790,Accessories Product 0790,Accessories,Subcategory 22,339,289,2916010.0,1,540.97,5458413.56,120,0,0.0,7136,24,25.21,0.0,0.0,0.0,15.0,1245.0,918422.09,1408938.39,-65812.07,2025-09-05,2026-08-31,3.41,0.17,84.73,1.2,10090.0,306.99,0.0,0.0,6245.0,-5956.0,Normal,Low,Continue normal inventory monitoring.
P00791,IT Equipment Product 0791,IT Equipment,Subcategory 23,340,461,4702200.0,1,532.68,5433386.3,120,0,0.0,7210,24,23.83,0.0,0.0,0.0,15.0,250.0,186427.68,285975.66,-30495.04,2025-09-01,2026-08-27,0.68,0.03,673.06,6.0,10200.0,61.64,399.36,4073432.88,7315.0,-6854.0,Dead Stock,High,"Stop further purchasing and use clearance, bundle or supplier-return strategy."
P00792,Electronics Product 0792,Electronics,Subcategory 0,341,458,4721980.0,1,524.3,5405547.12,120,0,0.0,7375,25,25.12,0.0,0.0,0.0,15.0,500.0,376876.6,578159.18,-42718.21,2025-09-02,2026-08-28,1.37,0.07,334.34,3.0,10310.0,123.29,334.71,3450884.11,7231.0,-6773.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00793,Furniture Product 0793,Furniture,Subcategory 1,342,455,4741100.0,1,516.01,5376862.74,120,0,0.0,7400,25,24.32,0.0,0.0,0.0,15.0,750.0,571344.28,876550.63,-46733.94,2025-09-03,2026-08-29,2.05,0.11,221.43,2.0,10420.0,184.93,270.07,2814113.7,7007.0,-6552.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00794,Office Supplies Product 0794,Office Supplies,Subcategory 2,343,452,4759560.0,1,507.85,5347653.29,120,0,0.0,7425,25,24.28,0.0,0.0,0.0,15.0,1000.0,767084.1,1181152.99,-51702.59,2025-09-04,2026-08-30,2.74,0.14,164.98,1.5,10530.0,246.58,205.42,2163121.64,6783.0,-6331.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00795,Home Appliances Product 0795,Home Appliances,Subcategory 3,344,442,4702880.0,1,499.68,5316647.67,120,0,0.0,7450,25,23.6,0.0,0.0,0.0,15.0,1250.0,968870.43,1491966.7,-66202.92,2025-09-05,2026-08-31,3.42,0.18,129.06,1.2,10640.0,308.22,133.78,1423427.95,6559.0,-6117.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00796,Accessories Product 0796,Accessories,Subcategory 4,345,256,2752000.0,1,491.52,5283845.89,120,0,0.0,7235,23,24.39,0.0,0.0,0.0,15.0,250.0,196479.54,301499.65,-37284.87,2025-09-01,2026-08-27,0.68,0.04,373.76,6.0,10750.0,61.64,194.36,2089328.77,7345.0,-7089.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00797,IT Equipment Product 0797,IT Equipment,Subcategory 5,346,253,2747580.0,1,483.36,5249247.95,120,0,0.0,7500,25,24.48,0.0,0.0,0.0,15.0,500.0,396980.34,609034.29,-41444.84,2025-09-02,2026-08-28,1.37,0.08,184.69,3.0,10860.0,123.29,129.71,1408675.89,7361.0,-7108.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00798,Electronics Product 0798,Electronics,Subcategory 6,347,250,2742500.0,1,475.19,5212853.84,120,0,0.0,7525,25,25.12,0.0,0.0,0.0,15.0,750.0,601502.36,922602.23,-52107.17,2025-09-03,2026-08-29,2.05,0.12,121.67,2.0,10970.0,184.93,65.07,713801.37,7137.0,-6887.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00799,Furniture Product 0799,Furniture,Subcategory 7,348,185,2049800.0,1,466.93,5173601.1,120,0,0.0,7402,24,24.42,0.0,0.0,0.0,15.0,1000.0,810045.64,1242558.05,-64115.51,2025-09-04,2026-08-30,2.74,0.16,67.53,1.5,11080.0,246.58,0.0,0.0,6765.0,-6580.0,Normal,Low,Continue normal inventory monitoring.
P00800,Office Supplies Product 0800,Office Supplies,Subcategory 8,349,237,2652030.0,1,458.64,5132224.52,120,0,0.0,7426,24,24.33,0.0,0.0,0.0,15.0,1250.0,1022610.14,1568726.73,-72442.59,2025-09-05,2026-08-31,3.42,0.2,69.2,1.2,11190.0,308.22,0.0,0.0,6540.0,-6303.0,Normal,Low,Continue normal inventory monitoring.
P00801,Home Appliances Product 0801,Home Appliances,Subcategory 9,350,171,51300.0,1,516.11,154832.88,120,0,0.0,6050,23,23.74,0.0,0.0,0.0,15.0,250.0,5484.18,8801.44,-11394.04,2025-09-01,2026-08-27,0.68,0.04,249.66,6.0,300.0,61.64,109.36,32806.85,6165.0,-5994.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00802,Accessories Product 0802,Accessories,Subcategory 10,351,406,166460.0,1,507.82,208206.99,120,0,0.0,6124,24,25.04,0.0,0.0,0.0,15.0,500.0,14987.14,23765.44,-11970.55,2025-09-02,2026-08-28,1.37,0.07,296.38,3.0,410.0,123.29,282.71,115912.05,5990.0,-5584.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00803,IT Equipment Product 0803,IT Equipment,Subcategory 11,352,403,209560.0,1,499.66,259821.92,120,0,0.0,6148,24,23.83,0.0,0.0,0.0,15.0,750.0,28511.34,44894.25,-12591.85,2025-09-03,2026-08-29,2.05,0.11,196.13,2.0,520.0,184.93,218.07,113395.62,5765.0,-5362.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00804,Electronics Product 0804,Electronics,Subcategory 12,353,400,252000.0,1,491.49,309640.68,120,0,0.0,6172,24,24.58,0.0,0.0,0.0,15.0,1000.0,46059.24,72168.93,-13678.71,2025-09-04,2026-08-30,2.74,0.15,146.0,1.5,630.0,246.58,153.42,96657.53,5540.0,-5140.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00805,Furniture Product 0805,Furniture,Subcategory 13,354,152,112480.0,1,483.33,357663.29,120,0,0.0,6092,23,23.74,0.0,0.0,0.0,15.0,1170.0,63087.09,98867.04,-12912.99,2025-09-05,2026-08-31,3.21,0.18,47.42,1.28,740.0,288.49,0.0,0.0,5291.0,-5139.0,Normal,Low,Continue normal inventory monitoring.
P00806,Office Supplies Product 0806,Office Supplies,Subcategory 14,355,324,275400.0,1,475.07,403808.22,120,0,0.0,6375,25,24.96,0.0,0.0,0.0,15.0,250.0,15536.06,24200.22,-13054.25,2025-09-01,2026-08-27,0.68,0.04,473.04,6.0,850.0,61.64,262.36,223002.74,6495.0,-6171.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00807,Home Appliances Product 0807,Home Appliances,Subcategory 15,356,321,308160.0,1,466.9,448227.95,120,0,0.0,6400,25,24.4,0.0,0.0,0.0,15.0,500.0,34967.92,54565.25,-14387.98,2025-09-02,2026-08-28,1.37,0.08,234.33,3.0,960.0,123.29,197.71,189803.84,6271.0,-5950.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00808,Accessories Product 0808,Accessories,Subcategory 16,357,318,340260.0,1,458.74,490851.51,120,0,0.0,6425,25,25.04,0.0,0.0,0.0,15.0,750.0,58459.7,91094.83,-15440.3,2025-09-03,2026-08-29,2.05,0.12,154.76,2.0,1070.0,184.93,133.07,142383.29,6047.0,-5729.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00809,IT Equipment Product 0809,IT Equipment,Subcategory 17,358,315,371700.0,1,450.45,531533.42,120,0,0.0,6450,25,24.48,0.0,0.0,0.0,15.0,1000.0,85960.84,133792.98,-16519.6,2025-09-04,2026-08-30,2.74,0.16,114.98,1.5,1180.0,246.58,68.42,80741.1,5823.0,-5508.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00810,Electronics Product 0810,Electronics,Subcategory 18,359,312,402480.0,1,442.16,570392.05,120,0,0.0,6416,24,24.5,0.0,0.0,0.0,14.0,1235.0,116483.18,180491.27,-18031.35,2025-09-05,2026-08-31,3.38,0.2,92.21,1.13,1290.0,304.52,7.48,9648.49,5554.0,-5242.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00811,Furniture Product 0811,Furniture,Subcategory 19,360,119,166600.0,1,433.88,607427.4,120,0,0.0,6500,25,24.32,0.0,0.0,0.0,15.0,250.0,25587.92,39605.0,-15798.78,2025-09-01,2026-08-27,0.68,0.04,173.74,6.0,1400.0,61.64,57.36,80298.63,6625.0,-6506.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00812,Office Supplies Product 0812,Office Supplies,Subcategory 20,361,116,175160.0,1,425.71,642825.62,120,0,0.0,6525,25,24.28,0.0,0.0,0.0,15.0,500.0,55197.08,85352.4,-16533.31,2025-09-02,2026-08-28,1.37,0.09,84.68,3.0,1510.0,123.29,0.0,0.0,6401.0,-6285.0,Normal,Low,Continue normal inventory monitoring.
P00813,Home Appliances Product 0813,Home Appliances,Subcategory 21,362,113,183060.0,1,417.45,676272.33,120,0,0.0,6550,25,23.6,0.0,0.0,0.0,15.0,747.0,88474.71,136724.95,-18423.86,2025-09-03,2026-08-29,2.05,0.13,55.21,2.01,1620.0,184.19,0.0,0.0,6180.0,-6067.0,Normal,Low,Continue normal inventory monitoring.
P00814,Accessories Product 0814,Accessories,Subcategory 22,363,110,190300.0,1,409.29,708067.67,120,0,0.0,6462,24,24.42,0.0,0.0,0.0,15.0,1000.0,126479.12,195375.87,-20025.69,2025-09-04,2026-08-30,2.74,0.18,40.15,1.5,1730.0,246.58,0.0,0.0,5840.0,-5730.0,Normal,Low,Continue normal inventory monitoring.
P00815,IT Equipment Product 0815,IT Equipment,Subcategory 23,364,107,196880.0,1,401.12,738066.85,120,0,0.0,6486,24,24.5,0.0,0.0,0.0,15.0,1235.0,166146.17,256516.2,-21345.72,2025-09-05,2026-08-31,3.38,0.23,31.62,1.21,1840.0,304.52,0.0,0.0,5630.0,-5523.0,Normal,Low,Continue normal inventory monitoring.
P00816,Electronics Product 0816,Electronics,Subcategory 0,365,334,651300.0,1,392.96,766269.86,120,0,0.0,6510,24,25.12,0.0,0.0,0.0,15.0,250.0,35639.78,55013.59,-17942.78,2025-09-01,2026-08-27,0.68,0.05,487.64,6.0,1950.0,61.64,272.36,531094.52,6640.0,-6306.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00817,Furniture Product 0817,Furniture,Subcategory 1,366,331,681860.0,1,384.79,792676.71,120,0,0.0,6468,23,24.52,0.0,0.0,0.0,15.0,500.0,75303.28,116198.6,-19095.89,2025-09-02,2026-08-28,1.37,0.09,241.63,3.0,2060.0,123.29,207.71,427887.4,6349.0,-6018.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00818,Office Supplies Product 0818,Office Supplies,Subcategory 2,367,273,592410.0,1,376.51,817019.86,120,0,0.0,6491,23,25.13,0.0,0.0,0.0,15.0,750.0,118985.56,183502.5,-21387.08,2025-09-03,2026-08-29,2.05,0.15,132.86,2.0,2170.0,184.93,88.07,191108.63,6123.0,-5850.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00819,Home Appliances Product 0819,Home Appliances,Subcategory 3,368,325,741000.0,1,368.22,839539.73,120,0,0.0,6514,23,23.83,0.0,0.0,0.0,15.0,1000.0,166689.06,256938.44,-23638.2,2025-09-04,2026-08-30,2.74,0.2,118.62,1.5,2280.0,246.58,78.42,178808.22,5897.0,-5572.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00820,Accessories Product 0820,Accessories,Subcategory 4,369,260,621400.0,1,359.84,860007.12,120,0,0.0,6537,23,25.3,0.0,0.0,0.0,15.0,1230.0,214941.74,331268.69,-25546.42,2025-09-05,2026-08-31,3.37,0.25,77.15,1.22,2390.0,303.29,0.0,0.0,5691.0,-5431.0,Normal,Low,Continue normal inventory monitoring.
P00821,IT Equipment Product 0821,IT Equipment,Subcategory 5,370,249,622500.0,1,581.81,1454520.55,120,0,0.0,6680,24,23.75,0.0,0.0,0.0,15.0,250.0,45530.81,70405.31,-18774.75,2025-09-01,2026-08-27,0.68,0.03,363.54,6.0,2500.0,61.64,187.36,468390.41,6815.0,-6566.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00822,Electronics Product 0822,Electronics,Subcategory 6,371,246,642060.0,1,573.64,1497210.41,120,0,0.0,6704,24,24.5,0.0,0.0,0.0,15.0,500.0,95066.01,146983.56,-21480.28,2025-09-02,2026-08-28,1.37,0.06,179.58,3.0,2610.0,123.29,122.71,320279.18,6590.0,-6344.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00823,Furniture Product 0823,Furniture,Subcategory 7,372,488,1327360.0,1,565.48,1538104.11,120,0,0.0,6728,24,24.33,0.0,0.0,0.0,15.0,750.0,149141.16,229736.27,-23981.85,2025-09-03,2026-08-29,2.05,0.1,237.49,2.0,2720.0,184.93,303.07,824346.3,6365.0,-5877.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00824,Office Supplies Product 0824,Office Supplies,Subcategory 8,373,240,679200.0,1,557.32,1577201.64,120,0,0.0,6279,23,24.3,0.0,0.0,0.0,15.0,1000.0,206899.0,318664.62,-27276.85,2025-09-04,2026-08-30,2.74,0.13,87.6,1.5,2830.0,246.58,0.0,0.0,5667.0,-5427.0,Normal,Low,Continue normal inventory monitoring.
P00825,Home Appliances Product 0825,Home Appliances,Subcategory 9,374,237,696780.0,1,549.15,1614503.01,120,0,0.0,6776,24,24.58,0.0,0.0,0.0,15.0,1240.0,266541.58,410273.27,-29374.29,2025-09-05,2026-08-31,3.4,0.17,69.76,1.21,2940.0,305.75,0.0,0.0,5925.0,-5688.0,Normal,Low,Continue normal inventory monitoring.
P00826,Accessories Product 0826,Accessories,Subcategory 10,375,289,881450.0,1,540.99,1650008.22,120,0,0.0,6875,25,25.04,0.0,0.0,0.0,15.0,250.0,55746.0,85792.66,-21549.02,2025-09-01,2026-08-27,0.68,0.03,421.94,6.0,3050.0,61.64,227.36,693436.3,7015.0,-6726.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00827,IT Equipment Product 0827,IT Equipment,Subcategory 11,376,286,903760.0,1,532.6,1683024.66,120,0,0.0,6900,25,24.48,0.0,0.0,0.0,15.0,500.0,115510.74,177759.79,-25412.54,2025-09-02,2026-08-28,1.37,0.07,208.78,3.0,3160.0,123.29,162.71,514170.96,6791.0,-6505.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00828,Electronics Product 0828,Electronics,Subcategory 12,377,283,925410.0,1,524.32,1714510.27,120,0,0.0,6925,25,25.12,0.0,0.0,0.0,15.0,747.0,178587.15,274775.79,-27190.41,2025-09-03,2026-08-29,2.05,0.1,138.28,2.01,3270.0,184.19,98.81,323102.88,6570.0,-6287.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00829,Furniture Product 0829,Furniture,Subcategory 13,378,273,922740.0,1,516.03,1744172.6,120,0,0.0,6950,25,24.32,0.0,0.0,0.0,15.0,1000.0,247108.94,380222.1,-30754.69,2025-09-04,2026-08-30,2.74,0.14,99.65,1.5,3380.0,246.58,26.42,89315.34,6343.0,-6070.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00830,Office Supplies Product 0830,Office Supplies,Subcategory 14,379,270,942300.0,1,507.86,1772441.92,120,0,0.0,6975,25,24.28,0.0,0.0,0.0,15.0,1240.0,316404.16,486754.95,-33796.45,2025-09-05,2026-08-31,3.4,0.18,79.48,1.21,3490.0,305.75,0.0,0.0,6129.0,-5859.0,Normal,Low,Continue normal inventory monitoring.
P00831,Home Appliances Product 0831,Home Appliances,Subcategory 15,380,204,734400.0,1,499.7,1798915.07,120,0,0.0,7000,25,23.6,0.0,0.0,0.0,15.0,250.0,65797.86,101233.37,-23963.0,2025-09-01,2026-08-27,0.68,0.04,297.84,6.0,3600.0,61.64,142.36,512482.19,7145.0,-6941.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00832,Accessories Product 0832,Accessories,Subcategory 16,381,439,1628690.0,1,491.53,1823592.05,120,0,0.0,6544,24,25.04,0.0,0.0,0.0,15.0,500.0,135616.96,208585.35,-26775.84,2025-09-02,2026-08-28,1.37,0.07,320.47,3.0,3710.0,123.29,315.71,1171292.74,6440.0,-6001.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00833,IT Equipment Product 0833,IT Equipment,Subcategory 17,382,436,1665520.0,1,483.37,1846472.88,120,0,0.0,6568,24,23.83,0.0,0.0,0.0,15.0,750.0,209457.3,322052.87,-30216.27,2025-09-03,2026-08-29,2.05,0.11,212.19,2.0,3820.0,184.93,251.07,959081.64,6215.0,-5779.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00834,Electronics Product 0834,Electronics,Subcategory 18,383,433,1701690.0,1,475.11,1867180.68,120,0,0.0,7075,25,25.12,0.0,0.0,0.0,15.0,1000.0,287316.4,441759.28,-35609.41,2025-09-04,2026-08-30,2.74,0.15,158.05,1.5,3930.0,246.58,186.42,732648.9,6473.0,-6040.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
